指标名称,中国通州家纺价格指数:窄幅斜纹布,中国通州家纺价格指数:67〞40s×40s 128×68(印花),中国通州家纺价格指数:105〞40s×40s 133×100(印花),中国通州家纺工业景气指数,义乌中国小商品指数:服装服饰类:网上价格指数,义乌中国小商品指数:服装服饰类:订单价格指数,申万行业指数:家纺,申万行业指数:服装,美国:现价:折年数:个人消费支出:非耐用品:服装和鞋:季调,零售额:服装鞋帽、针、纺织品类:当月值,零售额:服装类:当月值,柯桥纺织:外贸信心指数:日用家纺面料,柯桥纺织:价格指数:家纺类:床上用品,柯桥纺织:价格指数:家纺类,柯桥纺织:价格指数:家纺类,柯桥纺织:价格指数:服装面料类:粘毛,柯桥纺织:价格指数:服装面料类:时尚,柯桥纺织:价格指数:服装面料类:麻粘,柯桥纺织:价格指数:服装面料类:涤粘,柯桥纺织:价格指数:服装面料类:涤棉,柯桥纺织:价格指数:服装面料类:涤毛,柯桥纺织:价格指数:服装面料类:涤纶,柯桥纺织:价格指数:服装面料类:涤锦,柯桥纺织:价格指数:服装面料类:涤氨,柯桥纺织:价格指数:服装面料类:纯棉,柯桥纺织:价格指数:服装面料类:纯麻,柯桥纺织:价格指数:服装面料类,海宁皮革:价格指数:服装类:皮革,广东:规模以上工业增加值:制造业:纺织服装、服饰业:当月值,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,工业增加值:纺织服装、服饰业:当月同比,纺织服装、服饰业:主营业务收入:累计值,纺织服装、服饰业:营业费用:累计值,纺织服装、服饰业:利润总额:累计值,出口数量:裘皮服装:累计值,出口数量:皮革服装:累计值,出口金额:鞋类:当月值,出口金额:服装及衣着附件:当月值,RPI:服装、鞋帽:当月同比,CPI:衣着:衣着加工服务费:当月同比,CPI:衣着:鞋类:当月同比,CPI:衣着:服装:当月同比
2011-12-06,119.24 ,138.67 ,170.00 ,,,,2094.58 ,2057.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-07,120.92 ,138.68 ,170.00 ,,,,2124.79 ,2068.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-08,121.54 ,138.84 ,170.00 ,,,,2148.30 ,2068.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-09,122.08 ,138.99 ,170.00 ,,,,2120.92 ,2051.88 ,,,,,,,,,,,,,,,,,,,,114.93 ,,,,,,,,,,,,,,
2011-12-12,121.45 ,139.12 ,170.00 ,,,,2038.98 ,2010.85 ,,,,,104.10 ,99.49 ,99.49 ,128.10 ,117.39 ,102.00 ,105.52 ,107.90 ,119.72 ,116.04 ,107.63 ,104.18 ,138.97 ,122.87 ,116.78 ,,,,,,,,,,,,,,,
2011-12-13,121.55 ,139.25 ,170.00 ,,,,1979.13 ,1961.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-14,122.14 ,139.37 ,170.00 ,,,,1958.86 ,1943.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-15,120.99 ,139.35 ,170.00 ,,,,1947.55 ,1920.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-16,121.09 ,139.32 ,170.00 ,,,,1976.96 ,1963.98 ,,,,,,,,,,,,,,,,,,,,113.82 ,,,,,,,,,,,,,,
2011-12-19,121.58 ,139.32 ,170.00 ,,,,1945.83 ,1945.27 ,,,,,104.94 ,99.57 ,99.57 ,128.87 ,118.18 ,102.00 ,105.78 ,107.84 ,118.86 ,115.81 ,107.11 ,104.25 ,140.96 ,122.87 ,117.07 ,,,,,,,,,,,,,,,
2011-12-20,122.02 ,139.30 ,170.00 ,,,,1936.25 ,1935.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-21,120.84 ,139.30 ,170.00 ,,,,1922.17 ,1896.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-22,120.97 ,139.25 ,170.00 ,,,,1935.60 ,1870.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-23,120.18 ,139.25 ,170.00 ,,,,1935.02 ,1878.87 ,,,,,,,,,,,,,,,,,,,,117.43 ,,,,,,,,,,,,,,
2011-12-26,118.74 ,139.25 ,170.00 ,,,,1895.73 ,1854.36 ,,,,,103.15 ,99.36 ,99.36 ,128.17 ,116.08 ,102.00 ,105.76 ,107.25 ,118.63 ,115.78 ,107.17 ,104.31 ,138.77 ,122.87 ,116.44 ,,,,,,,,,,,,,,,
2011-12-27,117.42 ,139.25 ,170.00 ,,,,1839.47 ,1811.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-28,117.85 ,139.25 ,170.00 ,,,,1831.50 ,1798.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-29,118.32 ,139.30 ,170.00 ,,,,1854.68 ,1795.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-30,118.80 ,139.30 ,170.00 ,,,,1906.43 ,1823.66 ,,,,,,,,,,,,,,,,,,,,119.43 ,,,,,,,,,,,,,,
2011-12-31,121.12 ,139.30 ,170.00 ,104.84 ,100.00 ,103.67 ,,,345.50 ,949.90 ,688.40 ,1100.00 ,,,,,,,,,,,,,,,,,719671.00 ,13.20 ,12.00 ,132437140.20 ,4443976.20 ,8107280.00 ,2875.00 ,1368.00 ,397895.10 ,1344262.00 ,103.70 ,,3.10 ,3.90 
2012-01-02,,,,,,,,,,,,,104.62 ,99.44 ,99.44 ,128.79 ,117.37 ,102.00 ,105.51 ,107.02 ,119.17 ,115.89 ,107.09 ,104.28 ,139.71 ,122.87 ,116.78 ,,,,,,,,,,,,,,,
2012-01-04,122.62 ,139.30 ,170.00 ,,,,1854.61 ,1781.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-05,122.29 ,139.16 ,170.00 ,,,,1761.98 ,1705.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-06,121.98 ,139.16 ,170.00 ,,,,1774.89 ,1717.27 ,,,,,,,,,,,,,,,,,,,,120.90 ,,,,,,,,,,,,,,
2012-01-09,121.61 ,139.16 ,170.00 ,,,,1795.62 ,1766.33 ,,,,,107.70 ,100.15 ,100.15 ,127.55 ,115.61 ,102.00 ,105.33 ,107.48 ,119.11 ,115.85 ,107.03 ,104.30 ,139.68 ,122.87 ,116.55 ,,,,,,,,,,,,,,,
2012-01-10,120.48 ,139.17 ,170.00 ,,,,1824.14 ,1825.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-11,118.59 ,139.17 ,170.00 ,,,,1805.46 ,1808.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-12,119.02 ,139.33 ,170.00 ,,,,1785.28 ,1798.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-13,117.69 ,139.33 ,170.00 ,,,,1684.92 ,1737.11 ,,,,,,,,,,,,,,,,,,,,119.04 ,,,,,,,,,,,,,,
2012-01-16,117.79 ,139.35 ,170.00 ,,,,1576.29 ,1665.47 ,,,,,107.12 ,99.80 ,99.80 ,127.42 ,116.15 ,102.00 ,105.57 ,107.21 ,118.66 ,116.58 ,106.80 ,104.19 ,134.79 ,122.87 ,116.07 ,,,,,,,,,,,,,,,
2012-01-17,118.96 ,139.38 ,170.00 ,,,,1626.85 ,1734.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-18,,,,,,,1578.84 ,1686.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-19,,,,,,,1569.78 ,1704.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-20,,,,,,,1649.48 ,1739.29 ,,,,,,,,,,,,,,,,,,,,119.46 ,,,,,,,,,,,,,,
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.30 ,,,,,,,,,,,,,,
2012-01-30,,,,,,,1644.95 ,1728.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-31,,,,107.84 ,,,1641.90 ,1725.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00 ,88.00 ,406244.50 ,1384212.70 ,103.20 ,,2.80 ,3.40 
2012-02-01,121.02 ,139.38 ,170.00 ,,,,1636.29 ,1722.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-02,120.97 ,139.42 ,170.00 ,,,,1655.98 ,1748.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-03,122.95 ,139.43 ,170.00 ,,,,1677.93 ,1777.67 ,,,,,,,,,,,,,,,,,,,,114.78 ,,,,,,,,,,,,,,
2012-02-06,121.84 ,139.50 ,170.00 ,,,,1668.51 ,1790.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-07,121.96 ,139.51 ,170.00 ,,,,1667.37 ,1768.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-08,120.82 ,139.54 ,170.00 ,,,,1680.78 ,1809.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-09,119.77 ,139.59 ,170.00 ,,,,1703.08 ,1825.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-10,120.50 ,139.58 ,170.00 ,,,,1717.06 ,1846.61 ,,,,,,,,,,,,,,,,,,,,121.88 ,,,,,,,,,,,,,,
2012-02-13,122.40 ,139.48 ,170.00 ,,,,1786.19 ,1868.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-14,120.84 ,139.43 ,170.00 ,,,,1787.56 ,1861.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-15,121.33 ,139.40 ,170.00 ,,,,1780.14 ,1880.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-16,122.16 ,139.30 ,170.00 ,,,,1786.48 ,1877.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-17,122.05 ,139.30 ,170.00 ,,,,1788.60 ,1871.77 ,,,,,,,,,,,,,,,,,,,,127.33 ,,,,,,,,,,,,,,
2012-02-20,122.16 ,139.30 ,170.00 ,,,,1787.39 ,1871.40 ,,,,,106.80 ,99.83 ,99.83 ,128.87 ,117.83 ,102.00 ,105.66 ,106.10 ,118.84 ,115.54 ,107.54 ,104.38 ,134.18 ,122.87 ,115.84 ,,,,,,,,,,,,,,,
2012-02-21,123.40 ,139.30 ,170.00 ,,,,1798.81 ,1887.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-22,123.84 ,139.30 ,170.00 ,,,,1829.89 ,1925.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-23,123.24 ,139.30 ,170.00 ,,,,1876.91 ,1937.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-24,122.81 ,139.30 ,170.00 ,,,,1895.09 ,1967.35 ,,,,,,,,,,,,,,,,,,,,118.85 ,,,,,,,,,,,,,,
2012-02-27,122.51 ,139.30 ,170.00 ,,,,1872.45 ,1959.14 ,,,,,104.84 ,99.85 ,99.85 ,128.61 ,120.36 ,102.00 ,105.20 ,106.79 ,116.78 ,116.68 ,108.78 ,104.26 ,135.52 ,122.87 ,116.66 ,,,,,,,,,,,,,,,
2012-02-28,122.41 ,139.30 ,170.00 ,,,,1802.99 ,1936.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,122.08 ,139.30 ,170.00 ,109.64 ,100.00 ,104.13 ,1790.07 ,1908.98 ,,,,1050.00 ,,,,,,,,,,,,,,,,,477908.00 ,23.00 ,20.10 ,21511579.40 ,828635.30 ,1282664.70 ,129.00 ,115.00 ,188372.10 ,544768.50 ,103.60 ,,3.50 ,3.90 
2012-03-01,121.28 ,139.31 ,170.00 ,,,,1792.34 ,1917.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-02,121.20 ,139.31 ,170.00 ,,,,1803.06 ,1955.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-05,121.26 ,139.31 ,170.00 ,,,,1772.50 ,1948.10 ,,,,,101.84 ,99.11 ,99.11 ,127.58 ,122.47 ,101.78 ,105.72 ,107.91 ,119.04 ,116.51 ,112.16 ,104.25 ,135.09 ,122.87 ,116.99 ,,,,,,,,,,,,,,,
2012-03-06,120.98 ,139.31 ,170.08 ,,,,1766.83 ,1924.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-07,121.39 ,139.33 ,170.17 ,,,,1753.19 ,1923.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-08,122.48 ,139.38 ,170.26 ,,,,1747.92 ,1956.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-09,122.48 ,139.42 ,170.22 ,,,,1794.06 ,1983.70 ,,,,,,,,,,,,,,,,,,,,115.53 ,,,,,,,,,,,,,,
2012-03-12,122.64 ,139.46 ,170.31 ,,,,1814.52 ,2008.62 ,,,,,101.44 ,98.69 ,98.69 ,125.56 ,121.68 ,102.00 ,105.66 ,107.55 ,118.79 ,116.70 ,112.26 ,103.80 ,136.12 ,122.87 ,117.05 ,,,,,,,,,,,,,,,
2012-03-13,122.94 ,139.53 ,170.37 ,,,,1833.88 ,2031.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-14,123.50 ,139.58 ,170.45 ,,,,1804.41 ,1961.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-15,124.09 ,139.63 ,170.39 ,,,,1803.83 ,1955.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-16,124.49 ,139.68 ,170.32 ,,,,1890.43 ,2023.22 ,,,,,,,,,,,,,,,,,,,,117.92 ,,,,,,,,,,,,,,
2012-03-19,124.36 ,139.75 ,170.28 ,,,,1899.51 ,2047.27 ,,,,,102.46 ,99.08 ,99.08 ,124.44 ,120.51 ,102.09 ,105.64 ,107.56 ,118.37 ,116.23 ,111.25 ,100.59 ,136.08 ,122.87 ,116.43 ,,,,,,,,,,,,,,,
2012-03-20,124.29 ,139.80 ,170.00 ,,,,1863.74 ,2000.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-21,123.46 ,139.37 ,170.00 ,,,,1854.82 ,1994.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-22,121.98 ,138.98 ,170.00 ,,,,1845.65 ,1987.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-23,121.52 ,138.79 ,170.00 ,,,,1823.65 ,1952.33 ,,,,,,,,,,,,,,,,,,,,112.62 ,,,,,,,,,,,,,,
2012-03-26,120.99 ,138.61 ,170.00 ,,,,1800.36 ,1954.81 ,,,,,104.65 ,99.36 ,99.36 ,124.72 ,117.73 ,100.41 ,105.69 ,107.48 ,119.22 ,116.56 ,110.16 ,98.75 ,135.09 ,122.55 ,115.87 ,,,,,,,,,,,,,,,
2012-03-27,118.71 ,136.85 ,170.00 ,,,,1782.12 ,1940.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-28,116.86 ,134.24 ,170.00 ,,,,1721.93 ,1876.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-29,116.48 ,133.59 ,170.22 ,,,,1717.18 ,1851.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30,115.88 ,132.01 ,170.00 ,,,,1734.55 ,1856.76 ,,,,,,,,,,,,,,,,,,,,118.11 ,,,,,,,,,,,,,,
2012-03-31,114.98 ,130.41 ,170.00 ,110.11 ,100.00 ,102.03 ,,,353.30 ,679.20 ,482.80 ,1000.00 ,,,,,,,,,,,,,,,,,567913.00 ,16.10 ,10.00 ,34821636.10 ,1290651.40 ,1900265.30 ,189.00 ,172.00 ,313293.70 ,1028502.40 ,103.50 ,,3.00 ,4.00 
2012-04-01,115.52 ,130.36 ,170.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-02,,,,,,,,,,,,,102.20 ,98.91 ,98.91 ,124.82 ,120.53 ,101.30 ,105.61 ,107.82 ,118.87 ,117.69 ,110.10 ,98.86 ,136.43 ,121.95 ,116.65 ,,,,,,,,,,,,,,,
2012-04-05,115.78 ,130.33 ,170.25 ,,,,1788.06 ,1910.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-06,115.57 ,130.38 ,170.00 ,,,,1779.82 ,1905.95 ,,,,,,,,,,,,,,,,,,,,114.85 ,,,,,,,,,,,,,,
2012-04-09,114.43 ,130.37 ,170.00 ,,,,1764.37 ,1884.98 ,,,,,103.60 ,99.24 ,99.24 ,124.85 ,121.33 ,101.93 ,105.61 ,108.34 ,118.80 ,116.96 ,109.80 ,99.55 ,137.36 ,121.30 ,116.69 ,,,,,,,,,,,,,,,
2012-04-10,113.64 ,130.35 ,170.02 ,,,,1754.18 ,1899.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-11,112.91 ,130.34 ,170.00 ,,,,1703.88 ,1900.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-12,112.69 ,130.31 ,170.10 ,,,,1713.16 ,1925.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-13,112.77 ,130.30 ,170.22 ,,,,1721.82 ,1942.91 ,,,,,,,,,,,,,,,,,,,,123.96 ,,,,,,,,,,,,,,
2012-04-16,113.35 ,130.31 ,170.32 ,,,,1713.44 ,1947.96 ,,,,,101.63 ,98.69 ,98.69 ,124.99 ,119.37 ,102.17 ,105.67 ,107.75 ,119.24 ,117.44 ,109.50 ,99.14 ,135.41 ,120.78 ,116.30 ,,,,,,,,,,,,,,,
2012-04-17,113.15 ,130.34 ,170.20 ,,,,1665.59 ,1902.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-18,114.57 ,130.36 ,170.10 ,,,,1704.28 ,1936.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-19,114.46 ,130.39 ,170.02 ,,,,1700.30 ,1920.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-20,114.23 ,130.42 ,169.00 ,,,,1696.41 ,1930.79 ,,,,,,,,,,,,,,,,,,,,119.69 ,,,,,,,,,,,,,,
2012-04-23,114.01 ,130.56 ,170.00 ,,,,1609.85 ,1931.96 ,,,,,101.61 ,98.56 ,98.56 ,125.87 ,122.34 ,102.77 ,105.61 ,109.50 ,118.51 ,117.62 ,108.63 ,99.37 ,136.84 ,119.74 ,116.87 ,,,,,,,,,,,,,,,
2012-04-24,114.47 ,130.68 ,170.00 ,,,,1587.46 ,1939.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-25,112.10 ,130.80 ,170.00 ,,,,1606.09 ,1946.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-26,112.42 ,130.92 ,170.00 ,,,,1632.66 ,1930.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-27,112.66 ,131.07 ,170.00 ,,,,1635.00 ,1929.10 ,,,,,,,,,,,,,,,,,,,,119.99 ,,,,,,,,,,,,,,
2012-04-28,112.94 ,131.10 ,170.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-30,,,,122.19 ,100.00 ,103.21 ,,,,682.10 ,484.60 ,1050.00 ,104.13 ,99.21 ,99.21 ,127.10 ,120.45 ,103.07 ,105.74 ,109.00 ,119.25 ,117.46 ,108.07 ,99.53 ,134.67 ,119.05 ,116.35 ,,566159.00 ,10.60 ,7.40 ,47406010.50 ,1730550.90 ,2567085.90 ,288.00 ,216.00 ,332237.90 ,1039380.50 ,103.40 ,,2.80 ,3.80 
2012-05-02,112.80 ,131.00 ,170.00 ,,,,1646.63 ,1951.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-03,113.93 ,130.76 ,170.00 ,,,,1669.74 ,1950.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-04,113.91 ,130.53 ,170.00 ,,,,1697.86 ,1962.56 ,,,,,,,,,,,,,,,,,,,,121.68 ,,,,,,,,,,,,,,
2012-05-07,112.95 ,130.84 ,162.00 ,,,,1753.28 ,1989.66 ,,,,,101.45 ,98.67 ,98.67 ,126.12 ,123.65 ,102.65 ,105.71 ,109.99 ,119.61 ,117.01 ,107.65 ,99.55 ,137.62 ,118.23 ,116.95 ,,,,,,,,,,,,,,,
2012-05-08,113.17 ,130.56 ,162.00 ,,,,1759.54 ,1983.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-09,113.12 ,130.56 ,162.00 ,,,,1748.45 ,1951.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-10,113.97 ,130.69 ,162.00 ,,,,1751.21 ,1942.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-11,114.47 ,130.80 ,162.00 ,,,,1755.00 ,1925.24 ,,,,,,,,,,,,,,,,,,,,116.24 ,,,,,,,,,,,,,,
2012-05-14,114.37 ,130.34 ,170.00 ,,,,1737.59 ,1917.44 ,,,,,101.32 ,98.71 ,98.71 ,125.76 ,122.93 ,102.28 ,105.68 ,110.45 ,118.70 ,117.16 ,107.57 ,99.64 ,136.38 ,117.65 ,116.73 ,,,,,,,,,,,,,,,
2012-05-15,113.84 ,130.45 ,170.00 ,,,,1751.19 ,1914.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-16,113.86 ,130.80 ,170.00 ,,,,1724.87 ,1890.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-17,113.14 ,130.81 ,170.00 ,,,,1730.96 ,1915.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-18,109.07 ,130.81 ,170.00 ,,,,1707.74 ,1897.25 ,,,,,,,,,,,,,,,,,,,,111.37 ,,,,,,,,,,,,,,
2012-05-21,108.75 ,130.81 ,170.00 ,,,,1705.40 ,1896.73 ,,,,,100.76 ,98.64 ,98.64 ,125.91 ,120.99 ,101.73 ,105.67 ,110.11 ,119.05 ,117.26 ,107.47 ,99.58 ,135.14 ,117.06 ,116.36 ,,,,,,,,,,,,,,,
2012-05-22,109.08 ,130.83 ,170.00 ,,,,1715.69 ,1918.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-23,109.92 ,130.47 ,170.00 ,,,,1705.74 ,1919.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-24,109.28 ,130.44 ,170.00 ,,,,1718.45 ,1904.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-25,113.08 ,130.43 ,170.00 ,,,,1700.46 ,1868.13 ,,,,,,,,,,,,,,,,,,,,116.65 ,,,,,,,,,,,,,,
2012-05-28,113.98 ,130.43 ,170.00 ,,,,1712.83 ,1884.44 ,,,,,102.19 ,98.83 ,98.83 ,124.89 ,117.43 ,101.12 ,105.79 ,109.83 ,118.83 ,117.07 ,106.79 ,99.34 ,136.95 ,116.90 ,116.19 ,,,,,,,,,,,,,,,
2012-05-29,114.50 ,130.44 ,170.00 ,,,,1761.79 ,1913.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-30,111.86 ,130.44 ,170.00 ,,,,1785.11 ,1920.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,112.21 ,130.42 ,170.00 ,109.78 ,100.39 ,102.80 ,1803.54 ,1930.11 ,,720.10 ,501.50 ,1050.00 ,,,,,,,,,,,,,,,,,661142.00 ,5.00 ,5.40 ,60429610.50 ,2175141.30 ,3131496.90 ,448.00 ,288.00 ,402177.80 ,1260683.30 ,102.90 ,,1.90 ,3.40 
2012-06-01,111.21 ,130.40 ,170.00 ,,,,1826.74 ,1929.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-04,109.67 ,130.28 ,170.00 ,,,,1799.91 ,1875.48 ,,,,,100.66 ,98.46 ,98.46 ,125.05 ,118.92 ,100.95 ,105.65 ,109.63 ,119.07 ,117.06 ,106.74 ,99.74 ,138.93 ,116.90 ,116.61 ,,,,,,,,,,,,,,,
2012-06-05,110.19 ,130.16 ,169.60 ,,,,1799.64 ,1879.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,111.25 ,130.05 ,169.20 ,,,,1776.83 ,1880.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-07,111.77 ,129.97 ,168.80 ,,,,1778.94 ,1883.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-08,111.58 ,129.89 ,168.80 ,,,,1764.63 ,1877.48 ,,,,,,,,,,,,,,,,,,,,115.62 ,,,,,,,,,,,,,,
2012-06-11,112.77 ,129.93 ,168.40 ,,,,1769.27 ,1888.31 ,,,,,103.06 ,98.84 ,98.84 ,125.59 ,120.02 ,100.95 ,105.54 ,109.98 ,118.26 ,116.87 ,106.64 ,99.69 ,136.95 ,116.90 ,116.36 ,,,,,,,,,,,,,,,
2012-06-12,113.05 ,129.97 ,168.40 ,,,,1814.72 ,1893.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-13,113.48 ,129.95 ,168.40 ,,,,1950.44 ,1949.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-14,113.85 ,129.92 ,168.40 ,,,,1955.62 ,1946.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-15,115.42 ,130.19 ,167.40 ,,,,1914.88 ,1947.76 ,,,,,,,,,,,,,,,,,,,,115.69 ,,,,,,,,,,,,,,
2012-06-18,114.44 ,130.14 ,167.80 ,,,,1946.91 ,1955.62 ,,,,,100.68 ,98.37 ,98.37 ,125.79 ,121.23 ,100.95 ,105.55 ,110.22 ,119.03 ,117.29 ,106.95 ,99.61 ,136.61 ,116.90 ,116.60 ,,,,,,,,,,,,,,,
2012-06-19,113.54 ,130.10 ,168.20 ,,,,1934.41 ,1942.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-20,113.65 ,130.18 ,168.60 ,,,,1941.31 ,1942.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-21,113.27 ,130.28 ,169.00 ,,,,1924.56 ,1916.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.00 ,,,,,,,,,,,,,,
2012-06-25,111.10 ,130.07 ,170.00 ,,,,1875.67 ,1877.27 ,,,,,101.52 ,98.59 ,98.59 ,124.45 ,120.31 ,100.95 ,105.54 ,110.47 ,118.71 ,117.15 ,106.53 ,99.85 ,135.77 ,116.90 ,116.33 ,,,,,,,,,,,,,,,
