指标名称,OECD综合领先指标,OECD综合领先指标:美国,OECD综合领先指标:日本,OECD综合领先指标:欧元区,美国:供应管理协会(ISM):制造业PMI,美国:失业率:季调,美国:新增非农就业人数:总计:季调,美国:密歇根大学消费者信心指数,欧元区:制造业PMI,欧元区:失业人数:季调,欧元区19国:消费者信心指数:季调,日本:失业人数:总计:季调,日本:失业率:季调,日本:消费者信心指数,城镇居民人均消费性支出:累计值,城镇居民人均消费性支出:衣着:累计值,美元指数,PMI,消费者信心指数(月),CPI:当月同比,CPI:衣着:当月同比,CPI:衣着:服装:当月同比,CPI:衣着:衣着加工服务费:当月同比,CPI:衣着:鞋类:当月同比,PPI:全部工业品:当月同比,PPI:生活资料:衣着类:当月同比,PPI:生活资料:衣着类:环比,PPI:生活资料:衣着类:累计同比,M1:同比,M2:同比,现金净投放:当月值,社会融资规模:新增人民币贷款:当月值,金融机构:新增人民币贷款:当月值,金融机构:各项贷款余额,GDP:现价:当季值,城镇登记失业率,出口金额:纺织纱线、织物及制品:当月值,出口金额:纺织纱线、织物及制品:累计值,出口金额:纺织纱线、织物及制品:累计同比,出口金额:服装及衣着附件:当月值,出口金额:服装及衣着附件:累计值,出口金额:服装及衣着附件:累计同比,出口金额:鞋类:当月值,出口金额:鞋类:累计值,出口金额:鞋类:累计同比,社会消费品零售总额:当月值,社会消费品零售总额:当月同比,社会消费品零售总额:累计值,限额以上企业餐饮收入总额:当月值,限额以上企业商品零售总额:当月值,零售额:服装类:当月值,零售额:服装鞋帽、针、纺织品类:当月值,零售额:金银珠宝类:当月值,零售额:服装鞋帽、针、纺织品类:累计值,零售额:服装类:累计值,零售额:金银珠宝类:累计值,固定资产投资完成额:累计值,固定资产投资完成额:累计同比,固定资产投资完成额:制造业:累计值,固定资产投资完成额:制造业:纺织业:累计值,固定资产投资完成额:制造业:纺织服装、服饰业:累计值,工业增加值:当月同比,工业增加值:纺织业:当月同比,工业增加值:纺织服装、服饰业:当月同比,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,工业增加值:累计同比,工业增加值:纺织业:累计同比,工业增加值:纺织服装、服饰业:累计同比,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:累计同比,纺织业:主营业务收入:累计值,纺织服装、服饰业:主营业务收入:累计值,皮革、毛皮、羽毛及其制品和制鞋业:主营业务收入:累计值,纺织业:主营业务收入:累计同比,纺织服装、服饰业:主营业务收入:累计同比,皮革、毛皮、羽毛及其制品和制鞋业:主营业务收入:累计同比,纺织业:利润总额:累计值,纺织服装、服饰业:利润总额:累计值,皮革、毛皮、羽毛及其制品和制鞋业:利润总额:累计值,纺织业:利润总额:累计同比,纺织服装、服饰业:利润总额:累计同比,皮革、毛皮、羽毛及其制品和制鞋业:利润总额:累计同比,纺织服装、服饰业:亏损企业单位数:累计值,纺织服装、服饰业:亏损企业亏损总额:累计值,纺织业:亏损企业单位数:累计值,纺织业:亏损企业亏损总额:累计值,产量:服装:当月值,产量:羽绒服:当月值,产量:西服套装:当月值,产量:衬衫:当月值,产量:皮革服装:当月值,纺织业:产成品存货,纺织服装、服饰业:产成品存货,皮革、毛皮、羽毛及其制品和制鞋业:产成品存货,纺织业:产成品存货:同比,纺织服装、服饰业:产成品存货:同比,皮革、毛皮、羽毛及其制品和制鞋业:产成品存货:同比,中国棉花价格指数:328,中国棉花价格指数:527,中国棉花价格指数:229,Cotlook:A指数,进口数量:棉纱线:当月值,棉花:国内消费总计:中国,棉花:出口:中国,全球:播种面积:棉花,播种面积:棉花:中国,播种面积:棉花:美国,播种面积:棉花:巴基斯坦,播种面积:棉花:乌兹别克斯坦,播种面积:棉花:巴西,播种面积:棉花:土库曼斯坦,播种面积:棉花:土耳其,播种面积:棉花:欧盟28国,实际市场价格:全球:羊毛:细,实际市场价格:全球:羊毛:粗,市场价:粘胶短纤:1.5D/38mm,市场价:涤纶短纤:1.4D*38mm,农产品集贸市场价格指数:棉花(籽棉):当月同比,广东:规模以上工业增加值:制造业:纺织业:当月值,上海:规模以上工业总产值:纺织业:当月值,上海:规模以上工业总产值:纺织服装、服饰业:当月值
2010-01-04,,,,,,,,,,,,,,,,,77.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14879.00 ,13828.00 ,15232.00 ,78.45 ,,,,,,,,,,,,,,,,,,,,
2010-01-05,,,,,,,,,,,,,,,,,77.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14925.00 ,13861.00 ,15269.00 ,79.85 ,,,,,,,,,,,,,,,,,,,,
2010-01-06,,,,,,,,,,,,,,,,,77.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14941.00 ,13890.00 ,15303.00 ,78.00 ,,,,,,,,,,,,,,,,,,,,
2010-01-07,,,,,,,,,,,,,,,,,77.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14947.00 ,13891.00 ,15306.00 ,78.45 ,,,,,,,,,,,,,,,,,,,,
2010-01-08,,,,,,,,,,,,,,,,,77.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14942.00 ,13891.00 ,15299.00 ,78.00 ,,,,,,,,,,,,,,,,,,,,
2010-01-11,,,,,,,,,,,,,,,,,77.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14943.00 ,13889.00 ,15305.00 ,77.70 ,,,,,,,,,,,,,,,,,,,,
2010-01-12,,,,,,,,,,,,,,,,,77.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14948.00 ,13898.00 ,15307.00 ,79.30 ,,,,,,,,,,,,,,,,,,,,
2010-01-13,,,,,,,,,,,,,,,,,76.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14957.00 ,13903.00 ,15308.00 ,77.80 ,,,,,,,,,,,,,,,,,,,,
2010-01-14,,,,,,,,,,,,,,,,,76.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14958.00 ,13907.00 ,15308.00 ,78.45 ,,,,,,,,,,,,,,,,,,,,
2010-01-15,,,,,,,,,,,,,,,,,77.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14932.00 ,13905.00 ,15284.00 ,78.05 ,,,,,,,,,,,,,,,,,,,,
2010-01-18,,,,,,,,,,,,,,,,,77.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14927.00 ,13897.00 ,15278.00 ,77.25 ,,,,,,,,,,,,,,,,,,,,
2010-01-19,,,,,,,,,,,,,,,,,77.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14929.00 ,13897.00 ,15282.00 ,77.25 ,,,,,,,,,,,,,,,,,,,,
2010-01-20,,,,,,,,,,,,,,,,,78.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14931.00 ,13892.00 ,15285.00 ,76.95 ,,,,,,,,,,,,,,,,,,,,
2010-01-21,,,,,,,,,,,,,,,,,78.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14937.00 ,13889.00 ,15291.00 ,76.25 ,,,,,,,,,,,,,,,,,,,,
2010-01-22,,,,,,,,,,,,,,,,,78.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14937.00 ,13879.00 ,15288.00 ,77.15 ,,,,,,,,,,,,,,,,,,,,
2010-01-25,,,,,,,,,,,,,,,,,78.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14933.00 ,13878.00 ,15284.00 ,76.60 ,,,,,,,,,,,,,,,,,,,,
2010-01-26,,,,,,,,,,,,,,,,,78.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14931.00 ,13872.00 ,15280.00 ,76.00 ,,,,,,,,,,,,,,,,,,,,
2010-01-27,,,,,,,,,,,,,,,,,78.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14926.00 ,13869.00 ,15276.00 ,75.60 ,,,,,,,,,,,,,,,,,,,,
2010-01-28,,,,,,,,,,,,,,,,,78.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14909.00 ,13853.00 ,15267.00 ,75.35 ,,,,,,,,,,,,,,,,,,,,
2010-01-29,,,,,,,,,,,,,,,,,79.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14899.00 ,13853.00 ,15253.00 ,75.35 ,,,,,,,,,,,,,,,,,,,,
2010-01-31,99.98 ,99.35 ,99.59 ,100.10 ,57.20 ,9.80 ,32.00 ,74.40 ,52.40 ,15551.00 ,-15.90 ,337.00 ,5.10 ,39.00 ,,,,55.80 ,104.70 ,1.50 ,-0.40 ,-0.40 ,,,4.32 ,1.00 ,,1.00 ,38.96 ,25.98 ,2512.00 ,13934.00 ,13900.00 ,413679.60 ,,,558140.30 ,558140.30 ,18.20 ,998648.50 ,998648.50 ,-4.90 ,294716.90 ,294716.90 ,1.40 ,12718.10 ,14.00 ,12718.10 ,,4487.70 ,401.10 ,551.90 ,105.10 ,551.90 ,401.10 ,105.10 ,,,,,,29.20 ,,,,29.20 ,,,,,,,,,,,,,,,,,,,,188118.46 ,1878.84 ,3802.70 ,6835.53 ,3384401.02 ,,,,,,,,,,,108064.00 ,51.50 ,0.06 ,32.94 ,6.20 ,4.25 ,3.00 ,1.43 ,1.08 ,0.60 ,0.52 ,0.42 ,1001.54 ,842.89 ,,,135.69 ,,,
2010-02-01,,,,,,,,,,,,,,,,,79.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14893.00 ,13834.00 ,15257.00 ,76.35 ,,,,,,,,,,,,,,,,,,,,
2010-02-02,,,,,,,,,,,,,,,,,79.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14887.00 ,13833.00 ,15251.00 ,75.15 ,,,,,,,,,,,,,,,,,,,,
2010-02-03,,,,,,,,,,,,,,,,,79.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14870.00 ,13831.00 ,15238.00 ,76.05 ,,,,,,,,,,,,,,,,,,,,
2010-02-04,,,,,,,,,,,,,,,,,80.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14868.00 ,13827.00 ,15236.00 ,76.60 ,,,,,,,,,,,,,,,,,,,,
2010-02-05,,,,,,,,,,,,,,,,,80.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14865.00 ,13806.00 ,15234.00 ,76.10 ,,,,,,,,,,,,,,,,,,,,
2010-02-08,,,,,,,,,,,,,,,,,80.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14862.00 ,13818.00 ,15235.00 ,74.90 ,,,,,,,,,,,,,,,,,,,,
2010-02-09,,,,,,,,,,,,,,,,,79.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14870.00 ,13812.00 ,15253.00 ,77.10 ,,,,,,,,,,,,,,,,,,,,
2010-02-10,,,,,,,,,,,,,,,,,80.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14883.00 ,13824.00 ,15258.00 ,79.20 ,,,,,,,,,,,,,,,,,,,,
2010-02-11,,,,,,,,,,,,,,,,,79.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14886.00 ,13829.00 ,15261.00 ,79.70 ,,,,,,,,,,,,,,,,,,,,
2010-02-12,,,,,,,,,,,,,,,,,80.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14892.00 ,13831.00 ,15266.00 ,79.70 ,,,,,,,,,,,,,,,,,,,,
2010-02-15,,,,,,,,,,,,,,,,,80.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.80 ,,,,,,,,,,,,,,,,,,,,
2010-02-16,,,,,,,,,,,,,,,,,79.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.80 ,,,,,,,,,,,,,,,,,,,,
2010-02-17,,,,,,,,,,,,,,,,,80.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.70 ,,,,,,,,,,,,,,,,,,,,
2010-02-18,,,,,,,,,,,,,,,,,80.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.70 ,,,,,,,,,,,,,,,,,,,,
2010-02-19,,,,,,,,,,,,,,,,,80.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.40 ,,,,,,,,,,,,,,,,,,,,
2010-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14897.00 ,13832.00 ,15270.00 ,,,,,,,,,,,,,,,,,,,,,
2010-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14912.00 ,13855.00 ,15276.00 ,,,,,,,,,,,,,,,,,,,,,
2010-02-22,,,,,,,,,,,,,,,,,80.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14928.00 ,13879.00 ,15288.00 ,83.85 ,,,,,,,,,,,,,,,,,,,,
2010-02-23,,,,,,,,,,,,,,,,,80.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14943.00 ,13888.00 ,15315.00 ,84.60 ,,,,,,,,,,,,,,,,,,,,
2010-02-24,,,,,,,,,,,,,,,,,80.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14959.00 ,13911.00 ,15321.00 ,84.65 ,,,,,,,,,,,,,,,,,,,,
2010-02-25,,,,,,,,,,,,,,,,,80.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14979.00 ,13929.00 ,15342.00 ,84.05 ,,,,,,,,,,,,,,,,,,,,
2010-02-26,,,,,,,,,,,,,,,,,80.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14990.00 ,13942.00 ,15349.00 ,85.55 ,,,,,,,,,,,,,,,,,,,,
2010-02-28,100.17 ,99.60 ,99.76 ,100.27 ,55.80 ,9.80 ,-68.00 ,73.60 ,54.20 ,15584.00 ,-17.60 ,332.00 ,4.90 ,39.80 ,,,,52.00 ,104.20 ,2.70 ,-1.30 ,-1.30 ,,,5.39 ,2.61 ,,1.80 ,34.99 ,25.52 ,2107.00 ,6999.00 ,7001.00 ,420678.38 ,,,456705.90 ,1015859.80 ,39.50 ,807054.30 ,1808305.50 ,23.80 ,235831.60 ,531413.20 ,23.60 ,12334.20 ,22.10 ,25052.30 ,,4223.30 ,397.10 ,553.40 ,114.70 ,1105.30 ,798.10 ,219.80 ,13014.03 ,26.60 ,3835.76 ,121.51 ,74.98 ,12.80 ,4.20 ,5.70 ,4.30 ,20.70 ,13.30 ,11.60 ,14.60 ,32375846.00 ,14713743.20 ,8242414.10 ,27.50 ,19.60 ,20.83 ,1254664.90 ,740955.20 ,412462.60 ,83.14 ,20.96 ,39.61 ,3764.00 ,118773.30 ,6399.00 ,229631.10 ,167810.73 ,1393.50 ,3483.16 ,6361.46 ,2077386.44 ,10058966.00 ,4191696.60 ,1726399.60 ,-2.99 ,-2.05 ,-5.68 ,,,,,62382.00 ,51.00 ,0.06 ,32.94 ,6.20 ,4.25 ,3.00 ,1.43 ,1.08 ,0.60 ,0.52 ,0.42 ,972.90 ,818.02 ,,,133.17 ,,,
2010-03-01,,,,,,,,,,,,,,,,,80.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15063.00 ,13963.00 ,15415.00 ,86.55 ,,,,,,,,,,,,,,,,,,,,
2010-03-02,,,,,,,,,,,,,,,,,80.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15141.00 ,14006.00 ,15490.00 ,87.05 ,,,,,,,,,,,,,,,,,,,,
2010-03-03,,,,,,,,,,,,,,,,,80.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15165.00 ,14087.00 ,15512.00 ,86.05 ,,,,,,,,,,,,,,,,,,,,
2010-03-04,,,,,,,,,,,,,,,,,80.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15181.00 ,14107.00 ,15535.00 ,87.00 ,,,,,,,,,,,,,,,,,,,,
2010-03-05,,,,,,,,,,,,,,,,,80.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15200.00 ,14128.00 ,15564.00 ,86.10 ,,,,,,,,,,,,,,,,,,,,
2010-03-08,,,,,,,,,,,,,,,,,80.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15236.00 ,14150.00 ,15589.00 ,86.50 ,,,,,,,,,,,,,,,,,,,,
2010-03-09,,,,,,,,,,,,,,,,,80.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15279.00 ,14191.00 ,15621.00 ,86.25 ,,,,,,,,,,,,,,,,,,,,
2010-03-10,,,,,,,,,,,,,,,,,80.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15289.00 ,14213.00 ,15638.00 ,84.80 ,,,,,,,,,,,,,,,,,,,,
2010-03-11,,,,,,,,,,,,,,,,,80.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15321.00 ,14275.00 ,15664.00 ,84.80 ,,,,,,,,,,,,,,,,,,,,
2010-03-12,,,,,,,,,,,,,,,,,79.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15361.00 ,14337.00 ,15703.00 ,83.55 ,,,,,,,,,,,,,,,,,,,,
2010-03-15,,,,,,,,,,,,,,,,,80.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15435.00 ,14386.00 ,15788.00 ,85.00 ,,,,,,,,,,,,,,,,,,,,
2010-03-16,,,,,,,,,,,,,,,,,79.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15502.00 ,14464.00 ,15857.00 ,85.15 ,,,,,,,,,,,,,,,,,,,,
2010-03-17,,,,,,,,,,,,,,,,,79.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15585.00 ,14536.00 ,15941.00 ,86.25 ,,,,,,,,,,,,,,,,,,,,
2010-03-18,,,,,,,,,,,,,,,,,80.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15673.00 ,14610.00 ,16029.00 ,85.90 ,,,,,,,,,,,,,,,,,,,,
2010-03-19,,,,,,,,,,,,,,,,,80.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15704.00 ,14638.00 ,16086.00 ,86.70 ,,,,,,,,,,,,,,,,,,,,
2010-03-22,,,,,,,,,,,,,,,,,80.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15767.00 ,14692.00 ,16130.00 ,86.70 ,,,,,,,,,,,,,,,,,,,,
2010-03-23,,,,,,,,,,,,,,,,,80.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15823.00 ,14729.00 ,16190.00 ,86.90 ,,,,,,,,,,,,,,,,,,,,
2010-03-24,,,,,,,,,,,,,,,,,81.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15925.00 ,14793.00 ,16298.00 ,87.20 ,,,,,,,,,,,,,,,,,,,,
2010-03-25,,,,,,,,,,,,,,,,,82.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16007.00 ,14840.00 ,16364.00 ,86.00 ,,,,,,,,,,,,,,,,,,,,
2010-03-26,,,,,,,,,,,,,,,,,81.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16026.00 ,14848.00 ,16384.00 ,84.85 ,,,,,,,,,,,,,,,,,,,,
2010-03-29,,,,,,,,,,,,,,,,,81.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16064.00 ,14904.00 ,16437.00 ,84.45 ,,,,,,,,,,,,,,,,,,,,
2010-03-30,,,,,,,,,,,,,,,,,81.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16077.00 ,14925.00 ,16457.00 ,85.25 ,,,,,,,,,,,,,,,,,,,,
2010-03-31,100.29 ,99.78 ,99.83 ,100.41 ,58.80 ,9.90 ,161.00 ,73.60 ,56.60 ,15611.00 ,-17.60 ,337.00 ,5.00 ,40.90 ,3474.71 ,453.14 ,81.07 ,55.10 ,107.90 ,2.40 ,-1.10 ,-1.10 ,,,5.91 ,1.47 ,,1.69 ,29.94 ,22.50 ,-3785.00 ,5107.00 ,5107.00 ,425785.27 ,87616.70 ,4.20 ,504851.80 ,1520676.70 ,26.60 ,595556.60 ,2403861.10 ,9.10 ,194563.20 ,725941.90 ,13.80 ,11321.70 ,18.00 ,36374.00 ,,4162.90 ,286.00 ,404.40 ,89.40 ,1510.40 ,1084.60 ,309.30 ,29792.68 ,26.40 ,9564.50 ,290.58 ,178.92 ,18.10 ,11.40 ,15.60 ,15.50 ,19.60 ,12.50 ,13.40 ,14.60 ,,,,,,,,,,,,,,,,,242159.42 ,1530.04 ,4468.47 ,7769.29 ,3595103.84 ,,,,,,,16083.00 ,14946.00 ,16467.00 ,84.40 ,111989.00 ,51.00 ,0.06 ,32.94 ,6.20 ,4.25 ,3.00 ,1.43 ,1.08 ,0.60 ,0.52 ,0.42 ,1004.69 ,850.47 ,,,129.39 ,,,
2010-04-01,,,,,,,,,,,,,,,,,80.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16095.00 ,14966.00 ,16482.00 ,85.25 ,,,,,,,,,,,,,,,,,,,,
2010-04-02,,,,,,,,,,,,,,,,,81.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16101.00 ,14970.00 ,16490.00 ,,,,,,,,,,,,,,,,,,,,,
