指标名称,OECD综合领先指标,OECD综合领先指标:美国,OECD综合领先指标:日本,OECD综合领先指标:欧元区,美国:供应管理协会(ISM):制造业PMI,美国:失业率:季调,美国:新增非农就业人数:总计:季调,美国:密歇根大学消费者信心指数,欧元区:制造业PMI,欧元区:失业人数:季调,欧元区19国:消费者信心指数:季调,日本:失业人数:总计:季调,日本:失业率:季调,日本:消费者信心指数,城镇居民人均消费性支出:累计值,城镇居民人均消费性支出:衣着:累计值,美元指数,PMI,消费者信心指数(月),CPI:当月同比,CPI:衣着:当月同比,CPI:衣着:服装:当月同比,CPI:衣着:衣着加工服务费:当月同比,CPI:衣着:鞋类:当月同比,PPI:全部工业品:当月同比,PPI:生活资料:衣着类:当月同比,PPI:生活资料:衣着类:环比,PPI:生活资料:衣着类:累计同比,M1:同比,M2:同比,现金净投放:当月值,社会融资规模:新增人民币贷款:当月值,金融机构:新增人民币贷款:当月值,金融机构:各项贷款余额,GDP:现价:当季值,城镇登记失业率,出口金额:纺织纱线、织物及制品:当月值,出口金额:纺织纱线、织物及制品:累计值,出口金额:纺织纱线、织物及制品:累计同比,出口金额:服装及衣着附件:当月值,出口金额:服装及衣着附件:累计值,出口金额:服装及衣着附件:累计同比,出口金额:鞋类:当月值,出口金额:鞋类:累计值,出口金额:鞋类:累计同比,社会消费品零售总额:当月值,社会消费品零售总额:当月同比,社会消费品零售总额:累计值,限额以上企业餐饮收入总额:当月值,限额以上企业商品零售总额:当月值,零售额:服装类:当月值,零售额:服装鞋帽、针、纺织品类:当月值,零售额:金银珠宝类:当月值,零售额:服装鞋帽、针、纺织品类:累计值,零售额:服装类:累计值,零售额:金银珠宝类:累计值,固定资产投资完成额:累计值,固定资产投资完成额:累计同比,固定资产投资完成额:制造业:累计值,固定资产投资完成额:制造业:纺织业:累计值,固定资产投资完成额:制造业:纺织服装、服饰业:累计值,工业增加值:当月同比,工业增加值:纺织业:当月同比,工业增加值:纺织服装、服饰业:当月同比,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,工业增加值:累计同比,工业增加值:纺织业:累计同比,工业增加值:纺织服装、服饰业:累计同比,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:累计同比,纺织业:主营业务收入:累计值,纺织服装、服饰业:主营业务收入:累计值,皮革、毛皮、羽毛及其制品和制鞋业:主营业务收入:累计值,纺织业:主营业务收入:累计同比,纺织服装、服饰业:主营业务收入:累计同比,皮革、毛皮、羽毛及其制品和制鞋业:主营业务收入:累计同比,纺织业:利润总额:累计值,纺织服装、服饰业:利润总额:累计值,皮革、毛皮、羽毛及其制品和制鞋业:利润总额:累计值,纺织业:利润总额:累计同比,纺织服装、服饰业:利润总额:累计同比,皮革、毛皮、羽毛及其制品和制鞋业:利润总额:累计同比,纺织服装、服饰业:亏损企业单位数:累计值,纺织服装、服饰业:亏损企业亏损总额:累计值,纺织业:亏损企业单位数:累计值,纺织业:亏损企业亏损总额:累计值,产量:服装:当月值,产量:羽绒服:当月值,产量:西服套装:当月值,产量:衬衫:当月值,产量:皮革服装:当月值,纺织业:产成品存货,纺织服装、服饰业:产成品存货,皮革、毛皮、羽毛及其制品和制鞋业:产成品存货,纺织业:产成品存货:同比,纺织服装、服饰业:产成品存货:同比,皮革、毛皮、羽毛及其制品和制鞋业:产成品存货:同比,中国棉花价格指数:328,中国棉花价格指数:527,中国棉花价格指数:229,Cotlook:A指数,进口数量:棉纱线:当月值,棉花:国内消费总计:中国,棉花:出口:中国,全球:播种面积:棉花,播种面积:棉花:中国,播种面积:棉花:美国,播种面积:棉花:巴基斯坦,播种面积:棉花:乌兹别克斯坦,播种面积:棉花:巴西,播种面积:棉花:土库曼斯坦,播种面积:棉花:土耳其,播种面积:棉花:欧盟28国,实际市场价格:全球:羊毛:细,实际市场价格:全球:羊毛:粗,市场价:粘胶短纤:1.5D/38mm,市场价:涤纶短纤:1.4D*38mm,农产品集贸市场价格指数:棉花(籽棉):当月同比,广东:规模以上工业增加值:制造业:纺织业:当月值,上海:规模以上工业总产值:纺织业:当月值,上海:规模以上工业总产值:纺织服装、服饰业:当月值
2013-12-20,,,,,,,,,,,,,,,,,80.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19520.00 ,17968.00 ,20298.00 ,88.35 ,,,,,,,,,,,,,,,12400.00 ,9850.00 ,,,,
2013-12-23,,,,,,,,,,,,,,,,,80.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19529.00 ,17970.00 ,20302.00 ,88.25 ,,,,,,,,,,,,,,,12350.00 ,9850.00 ,,,,
2013-12-24,,,,,,,,,,,,,,,,,80.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19521.00 ,17967.00 ,20299.00 ,87.50 ,,,,,,,,,,,,,,,12300.00 ,9800.00 ,,,,
2013-12-25,,,,,,,,,,,,,,,,,80.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19526.00 ,17973.00 ,20304.00 ,,,,,,,,,,,,,,,,12300.00 ,9800.00 ,,,,
2013-12-26,,,,,,,,,,,,,,,,,80.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19526.00 ,17980.00 ,20306.00 ,,,,,,,,,,,,,,,,12250.00 ,9800.00 ,,,,
2013-12-27,,,,,,,,,,,,,,,,,80.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19535.00 ,17980.00 ,20315.00 ,88.25 ,,,,,,,,,,,,,,,12250.00 ,9850.00 ,,,,
2013-12-30,,,,,,,,,,,,,,,,,80.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19538.00 ,17984.00 ,20321.00 ,89.25 ,,,,,,,,,,,,,,,12250.00 ,9900.00 ,,,,
2013-12-31,100.47 ,100.60 ,101.37 ,100.26 ,56.50 ,6.70 ,47.00 ,82.50 ,52.70 ,18708.00 ,-13.70 ,242.00 ,3.70 ,40.60 ,18487.54 ,1553.66 ,80.20 ,51.00 ,102.30 ,2.50 ,2.06 ,2.19 ,5.40 ,1.61 ,-1.36 ,1.08 ,0.03 ,1.22 ,9.30 ,13.60 ,2117.00 ,4824.00 ,4824.00 ,718961.46 ,168625.10 ,4.05 ,973730.10 ,10694389.30 ,11.70 ,1625955.10 ,17704648.70 ,11.30 ,535535.70 ,5076378.70 ,8.40 ,23059.70 ,13.60 ,242842.80 ,824.40 ,11817.00 ,961.90 ,1322.60 ,267.70 ,11414.30 ,8179.80 ,2959.30 ,435747.43 ,19.60 ,147369.74 ,4698.99 ,3127.13 ,9.70 ,6.30 ,5.00 ,9.60 ,9.70 ,8.70 ,7.20 ,8.10 ,361605998.50 ,192509088.60 ,124930864.50 ,12.50 ,11.29 ,11.04 ,20227076.30 ,11410946.20 ,8186701.00 ,19.08 ,9.83 ,13.41 ,1818.00 ,539904.50 ,2203.00 ,1015740.10 ,263534.28 ,3349.26 ,5999.19 ,9694.55 ,5229514.00 ,14282023.60 ,8762104.00 ,3270519.00 ,4.25 ,4.66 ,4.79 ,19534.00 ,17985.00 ,20319.00 ,89.70 ,172897.00 ,38.00 ,0.06 ,35.72 ,5.50 ,3.83 ,3.00 ,1.31 ,1.40 ,0.58 ,0.49 ,0.35 ,1198.15 ,1096.79 ,12250.00 ,9900.00 ,103.10 ,574833.00 ,21.59 ,42.65 
2014-01-02,,,,,,,,,,,,,,,,,80.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19530.00 ,17988.00 ,20313.00 ,89.70 ,,,,,,,,,,,,,,,,,,,,
2014-01-03,,,,,,,,,,,,,,,,,80.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19534.00 ,17990.00 ,20305.00 ,89.10 ,,,,,,,,,,,,,,,12250.00 ,9900.00 ,,,,
2014-01-06,,,,,,,,,,,,,,,,,80.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19511.00 ,17980.00 ,20300.00 ,88.10 ,,,,,,,,,,,,,,,12200.00 ,9850.00 ,,,,
2014-01-07,,,,,,,,,,,,,,,,,80.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19532.00 ,17983.00 ,20309.00 ,88.80 ,,,,,,,,,,,,,,,12200.00 ,9800.00 ,,,,
2014-01-08,,,,,,,,,,,,,,,,,81.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19512.00 ,17961.00 ,20300.00 ,89.80 ,,,,,,,,,,,,,,,12200.00 ,9800.00 ,,,,
2014-01-09,,,,,,,,,,,,,,,,,80.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19511.00 ,17959.00 ,20292.00 ,88.40 ,,,,,,,,,,,,,,,12250.00 ,9800.00 ,,,,
2014-01-10,,,,,,,,,,,,,,,,,80.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19477.00 ,17933.00 ,20263.00 ,88.10 ,,,,,,,,,,,,,,,12250.00 ,9800.00 ,,,,
2014-01-13,,,,,,,,,,,,,,,,,80.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19450.00 ,17911.00 ,20249.00 ,88.05 ,,,,,,,,,,,,,,,12250.00 ,9800.00 ,,,,
2014-01-14,,,,,,,,,,,,,,,,,80.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19417.00 ,17904.00 ,20249.00 ,89.25 ,,,,,,,,,,,,,,,12300.00 ,9800.00 ,,,,
2014-01-15,,,,,,,,,,,,,,,,,80.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19396.00 ,17899.00 ,20227.00 ,89.45 ,,,,,,,,,,,,,,,12300.00 ,9750.00 ,,,,
2014-01-16,,,,,,,,,,,,,,,,,80.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19387.00 ,17892.00 ,20237.00 ,90.45 ,,,,,,,,,,,,,,,12300.00 ,9750.00 ,,,,
2014-01-17,,,,,,,,,,,,,,,,,81.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19387.00 ,17905.00 ,20243.00 ,92.60 ,,,,,,,,,,,,,,,12300.00 ,9750.00 ,,,,
2014-01-20,,,,,,,,,,,,,,,,,81.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19404.00 ,17893.00 ,20251.00 ,93.05 ,,,,,,,,,,,,,,,12300.00 ,9700.00 ,,,,
2014-01-21,,,,,,,,,,,,,,,,,81.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19397.00 ,17900.00 ,20242.00 ,93.05 ,,,,,,,,,,,,,,,12350.00 ,9700.00 ,,,,
2014-01-22,,,,,,,,,,,,,,,,,81.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19403.00 ,17913.00 ,20255.00 ,94.45 ,,,,,,,,,,,,,,,12350.00 ,9650.00 ,,,,
2014-01-23,,,,,,,,,,,,,,,,,80.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19408.00 ,17913.00 ,20261.00 ,94.25 ,,,,,,,,,,,,,,,12350.00 ,9650.00 ,,,,
2014-01-24,,,,,,,,,,,,,,,,,80.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19419.00 ,17915.00 ,20276.00 ,93.75 ,,,,,,,,,,,,,,,12350.00 ,9650.00 ,,,,
2014-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19425.00 ,17918.00 ,20283.00 ,,,,,,,,,,,,,,,,12350.00 ,9650.00 ,,,,
2014-01-27,,,,,,,,,,,,,,,,,80.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19426.00 ,17921.00 ,20286.00 ,93.75 ,,,,,,,,,,,,,,,12350.00 ,9650.00 ,,,,
2014-01-28,,,,,,,,,,,,,,,,,80.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19429.00 ,17921.00 ,20295.00 ,91.05 ,,,,,,,,,,,,,,,12350.00 ,9650.00 ,,,,
2014-01-29,,,,,,,,,,,,,,,,,80.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19436.00 ,17924.00 ,20300.00 ,91.05 ,,,,,,,,,,,,,,,12350.00 ,9650.00 ,,,,
2014-01-30,,,,,,,,,,,,,,,,,81.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19442.00 ,17926.00 ,20305.00 ,92.25 ,,,,,,,,,,,,,,,,,,,,
2014-01-31,100.49 ,100.61 ,101.32 ,100.33 ,51.30 ,6.60 ,190.00 ,81.20 ,54.00 ,18895.00 ,-11.80 ,240.00 ,3.70 ,40.40 ,,,81.25 ,50.50 ,101.10 ,2.49 ,1.92 ,2.02 ,5.30 ,1.51 ,-1.64 ,0.72 ,-0.05 ,0.72 ,1.20 ,13.20 ,17900.00 ,13190.00 ,13190.00 ,732144.36 ,,,1053729.45 ,1053729.45 ,14.80 ,1807947.68 ,1807947.68 ,16.60 ,640034.60 ,640034.60 ,16.90 ,,,,,,,,,,,,,,,,,8.50 ,,,,8.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.75 ,181003.05 ,38.00 ,0.06 ,35.72 ,5.50 ,3.83 ,3.00 ,1.31 ,1.40 ,0.58 ,0.49 ,0.35 ,1147.24 ,1085.87 ,,,101.80 ,,,
2014-02-03,,,,,,,,,,,,,,,,,81.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.65 ,,,,,,,,,,,,,,,,,,,,
2014-02-04,,,,,,,,,,,,,,,,,81.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.95 ,,,,,,,,,,,,,,,,,,,,
2014-02-05,,,,,,,,,,,,,,,,,81.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.30 ,,,,,,,,,,,,,,,,,,,,
2014-02-06,,,,,,,,,,,,,,,,,80.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.30 ,,,,,,,,,,,,,,,,,,,,
2014-02-07,,,,,,,,,,,,,,,,,80.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19443.00 ,17926.00 ,20311.00 ,93.05 ,,,,,,,,,,,,,,,12400.00 ,9650.00 ,,,,
2014-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19444.00 ,17925.00 ,20309.00 ,,,,,,,,,,,,,,,,12450.00 ,9650.00 ,,,,
2014-02-10,,,,,,,,,,,,,,,,,80.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19450.00 ,17928.00 ,20321.00 ,94.15 ,,,,,,,,,,,,,,,12450.00 ,9650.00 ,,,,
2014-02-11,,,,,,,,,,,,,,,,,80.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19449.00 ,17937.00 ,20319.00 ,94.15 ,,,,,,,,,,,,,,,12500.00 ,9650.00 ,,,,
2014-02-12,,,,,,,,,,,,,,,,,80.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19450.00 ,17932.00 ,20323.00 ,95.35 ,,,,,,,,,,,,,,,,,,,,
2014-02-13,,,,,,,,,,,,,,,,,80.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19454.00 ,17924.00 ,20316.00 ,95.10 ,,,,,,,,,,,,,,,,,,,,
2014-02-14,,,,,,,,,,,,,,,,,80.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19448.00 ,17913.00 ,20307.00 ,94.85 ,,,,,,,,,,,,,,,12500.00 ,9600.00 ,,,,
2014-02-17,,,,,,,,,,,,,,,,,80.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19451.00 ,17921.00 ,20312.00 ,95.35 ,,,,,,,,,,,,,,,12500.00 ,9600.00 ,,,,
2014-02-18,,,,,,,,,,,,,,,,,80.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19460.00 ,17918.00 ,20315.00 ,95.35 ,,,,,,,,,,,,,,,12450.00 ,9550.00 ,,,,
2014-02-19,,,,,,,,,,,,,,,,,80.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19460.00 ,17916.00 ,20313.00 ,95.75 ,,,,,,,,,,,,,,,,,,,,
2014-02-20,,,,,,,,,,,,,,,,,80.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19458.00 ,17900.00 ,20313.00 ,94.15 ,,,,,,,,,,,,,,,12450.00 ,9500.00 ,,,,
2014-02-21,,,,,,,,,,,,,,,,,80.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19458.00 ,17900.00 ,20311.00 ,93.90 ,,,,,,,,,,,,,,,12450.00 ,9450.00 ,,,,
2014-02-24,,,,,,,,,,,,,,,,,80.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19459.00 ,17892.00 ,20313.00 ,94.65 ,,,,,,,,,,,,,,,12400.00 ,9400.00 ,,,,
2014-02-25,,,,,,,,,,,,,,,,,80.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19462.00 ,17892.00 ,20315.00 ,91.65 ,,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,,,,,,,,,,,,80.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19443.00 ,17890.00 ,20318.00 ,93.65 ,,,,,,,,,,,,,,,,,,,,
2014-02-27,,,,,,,,,,,,,,,,,80.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19465.00 ,17889.00 ,20319.00 ,92.65 ,,,,,,,,,,,,,,,12300.00 ,9200.00 ,,,,
2014-02-28,100.49 ,100.65 ,101.19 ,100.34 ,53.20 ,6.70 ,151.00 ,81.60 ,53.20 ,18855.00 ,-12.90 ,235.00 ,3.60 ,38.20 ,,,79.78 ,50.20 ,103.10 ,1.95 ,2.22 ,2.35 ,5.00 ,1.82 ,-2.00 ,0.77 ,0.11 ,0.74 ,6.90 ,13.30 ,-14200.00 ,6448.00 ,6448.00 ,738592.59 ,,,421663.30 ,1474835.36 ,-2.10 ,665861.74 ,2473764.29 ,-5.20 ,241949.28 ,882007.86 ,-0.40 ,,11.82 ,42280.70 ,,,,,,2165.59 ,1585.78 ,586.00 ,30283.03 ,17.90 ,9812.64 ,336.14 ,220.44 ,8.80 ,,,,8.60 ,6.90 ,9.00 ,9.00 ,49935590.30 ,27315175.00 ,17324243.80 ,9.36 ,10.06 ,11.57 ,2359175.10 ,1540721.00 ,1030837.80 ,17.48 ,10.56 ,14.71 ,3048.00 ,185533.40 ,4140.00 ,324816.00 ,,,,,,13540675.50 ,8072798.10 ,2896121.30 ,9.29 ,9.70 ,8.46 ,19466.00 ,17886.00 ,20325.00 ,94.05 ,153400.10 ,38.00 ,0.06 ,35.72 ,5.50 ,3.83 ,3.00 ,1.31 ,1.40 ,0.58 ,0.49 ,0.35 ,1117.21 ,1082.29 ,12300.00 ,9200.00 ,100.40 ,305050.00 ,13.52 ,23.66 
2014-03-03,,,,,,,,,,,,,,,,,80.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19471.00 ,17885.00 ,20325.00 ,93.30 ,,,,,,,,,,,,,,,12250.00 ,9200.00 ,,,,
2014-03-04,,,,,,,,,,,,,,,,,80.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19471.00 ,17879.00 ,20330.00 ,94.30 ,,,,,,,,,,,,,,,,,,,,
2014-03-05,,,,,,,,,,,,,,,,,80.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19470.00 ,17873.00 ,20331.00 ,95.15 ,,,,,,,,,,,,,,,12200.00 ,9150.00 ,,,,
2014-03-06,,,,,,,,,,,,,,,,,79.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19469.00 ,17871.00 ,20323.00 ,94.55 ,,,,,,,,,,,,,,,,,,,,
2014-03-07,,,,,,,,,,,,,,,,,79.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19466.00 ,17869.00 ,20315.00 ,97.55 ,,,,,,,,,,,,,,,12200.00 ,9050.00 ,,,,
2014-03-10,,,,,,,,,,,,,,,,,79.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19463.00 ,17862.00 ,20315.00 ,97.30 ,,,,,,,,,,,,,,,12200.00 ,9050.00 ,,,,
2014-03-11,,,,,,,,,,,,,,,,,79.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19460.00 ,17860.00 ,20307.00 ,97.35 ,,,,,,,,,,,,,,,12150.00 ,9050.00 ,,,,
2014-03-12,,,,,,,,,,,,,,,,,79.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19457.00 ,17845.00 ,20296.00 ,97.30 ,,,,,,,,,,,,,,,,,,,,
2014-03-13,,,,,,,,,,,,,,,,,79.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19457.00 ,17829.00 ,20290.00 ,97.80 ,,,,,,,,,,,,,,,12050.00 ,8900.00 ,,,,
2014-03-14,,,,,,,,,,,,,,,,,79.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19445.00 ,17821.00 ,20285.00 ,97.40 ,,,,,,,,,,,,,,,,,,,,
2014-03-17,,,,,,,,,,,,,,,,,79.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19440.00 ,17812.00 ,20279.00 ,97.90 ,,,,,,,,,,,,,,,11950.00 ,8800.00 ,,,,
2014-03-18,,,,,,,,,,,,,,,,,79.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19437.00 ,17791.00 ,20278.00 ,97.50 ,,,,,,,,,,,,,,,11900.00 ,8800.00 ,,,,
