指标名称,美元指数,伦敦现货黄金:以美元计价,美国:标准普尔500指数,美国:主要经济指标预测:联邦基金利率,美国:国债实际收益率:5年期,美国:国债实际收益率:7年期,美国:国债实际收益率:10年期,美国:国债实际收益率:20年期,美国:国债实际收益率:30年期,美国:联邦基金目标利率,美国:就业率:季调,现货价:原油:俄罗斯ESPO,现货价:原油(阿曼):环太平洋,现货价:原油(阿联酋迪拜):环太平洋,现货价:原油:科威特能源公司,现货价:原油(迪拜):中东离岸,申万行业指数:黄金,产量:黄金:累计值(黄金协会),消费量:黄金:累计值,消费量:黄金:黄金首饰:累计值,消费量:黄金:金条:累计值,消费量:黄金:金币:累计值,消费量:黄金:累计同比,消费量:黄金:黄金首饰:累计同比,消费量:黄金:金条:累计同比,消费量:黄金:金币:累计同比,RPI:金银珠宝:当月同比,城市RPI:金银珠宝:当月同比,农村RPI:金银珠宝:当月同比
2010-01-01,,,,,,,,,,,,,,,,77.38 ,,,,,,,,,,,,,
2010-01-04,77.51 ,1121.50 ,1132.99 ,,0.52 ,0.97 ,1.47 ,2.04 ,,,,,78.58 ,78.29 ,,79.54 ,10052.56 ,,,,,,,,,,,,
2010-01-05,77.63 ,1123.25 ,1136.52 ,,0.44 ,0.91 ,1.43 ,1.97 ,,,,,80.04 ,79.74 ,,79.73 ,10260.83 ,,,,,,,,,,,,
2010-01-06,77.47 ,1130.00 ,1137.14 ,,0.44 ,0.94 ,1.48 ,2.03 ,,,,,80.10 ,79.80 ,,80.93 ,10106.66 ,,,,,,,,,,,,
2010-01-07,77.99 ,1130.25 ,1141.69 ,,0.43 ,0.91 ,1.44 ,2.02 ,,,,,80.98 ,80.68 ,,80.63 ,9936.64 ,,,,,,,,,,,,
2010-01-08,77.48 ,1126.75 ,1144.98 ,,0.39 ,0.88 ,1.41 ,2.00 ,,,,,80.66 ,80.33 ,,80.50 ,9859.49 ,,,,,,,,,,,,
2010-01-11,77.02 ,1153.00 ,1146.98 ,,0.46 ,0.88 ,1.47 ,2.04 ,,,,,81.67 ,81.30 ,,79.86 ,9980.71 ,,,,,,,,,,,,
2010-01-12,77.00 ,1151.25 ,1136.22 ,,0.34 ,0.78 ,1.35 ,1.96 ,,,,,80.40 ,80.03 ,,78.46 ,10028.21 ,,,,,,,,,,,,
2010-01-13,76.84 ,1127.25 ,1145.68 ,,0.42 ,0.86 ,1.43 ,2.05 ,,,,,78.33 ,77.95 ,,77.51 ,9749.35 ,,,,,,,,,,,,
2010-01-14,76.76 ,1138.25 ,1148.46 ,,0.39 ,0.84 ,1.40 ,2.01 ,,,,,78.86 ,78.50 ,,77.16 ,9785.62 ,,,,,,,,,,,,
2010-01-15,77.20 ,1128.00 ,1136.03 ,,0.34 ,0.78 ,1.34 ,2.00 ,,,,,77.85 ,77.60 ,,76.21 ,9819.15 ,,,,,,,,,,,,
2010-01-18,77.11 ,1134.50 ,,,,,,,,,,,76.71 ,76.46 ,,76.50 ,9775.75 ,,,,,,,,,,,,
2010-01-19,77.53 ,1133.00 ,1150.23 ,,0.39 ,0.77 ,1.35 ,2.01 ,,,,,76.45 ,76.15 ,,76.79 ,9898.59 ,,,,,,,,,,,,
2010-01-20,78.36 ,1120.25 ,1138.04 ,,0.36 ,0.74 ,1.31 ,1.98 ,,,,,76.68 ,76.44 ,,75.31 ,9585.95 ,,,,,,,,,,,,
2010-01-21,78.43 ,1108.25 ,1116.48 ,,0.40 ,0.83 ,1.29 ,1.95 ,,,,,76.15 ,75.90 ,,73.83 ,9408.59 ,,,,,,,,,,,,
2010-01-22,78.27 ,1084.00 ,1091.76 ,,0.42 ,0.84 ,1.31 ,1.96 ,,,,,74.58 ,74.36 ,,72.12 ,9156.50 ,,,,,,,,,,,,
2010-01-25,78.20 ,1095.25 ,1096.78 ,,0.42 ,0.85 ,1.33 ,2.00 ,,,,,72.57 ,72.27 ,,72.99 ,9224.18 ,,,,,,,,,,,,
2010-01-26,78.50 ,1093.25 ,1092.17 ,,0.41 ,0.83 ,1.31 ,1.99 ,,,,,72.63 ,72.28 ,,72.50 ,8914.99 ,,,,,,,,,,,,
2010-01-27,78.72 ,1094.75 ,1097.50 ,,0.47 ,0.89 ,1.35 ,2.00 ,,,,,72.66 ,72.26 ,,71.43 ,8695.81 ,,,,,,,,,,,,
2010-01-28,78.93 ,1088.00 ,1084.53 ,,0.47 ,0.89 ,1.35 ,1.97 ,,,,,72.53 ,72.17 ,,71.38 ,8641.29 ,,,,,,,,,,,,
2010-01-29,79.49 ,1078.50 ,1073.87 ,,0.43 ,0.85 ,1.30 ,1.93 ,,,,,71.77 ,71.29 ,,70.86 ,8571.29 ,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,58.50 ,,,,,,,21.81 ,,,,,,,,,14.90 ,14.90 ,14.70 
2010-02-01,79.19 ,1086.50 ,1089.19 ,,0.39 ,0.81 ,1.29 ,1.92 ,,,,,71.57 ,71.17 ,,72.80 ,8285.43 ,,,,,,,,,,,,
2010-02-02,79.00 ,1111.00 ,1103.32 ,,0.35 ,0.79 ,1.26 ,1.91 ,,,,,73.25 ,72.80 ,,75.71 ,8721.56 ,,,,,,,,,,,,
2010-02-03,79.41 ,1115.25 ,1097.28 ,,0.35 ,0.80 ,1.30 ,1.96 ,,,,,76.38 ,75.97 ,,75.54 ,8908.70 ,,,,,,,,,,,,
2010-02-04,80.00 ,1083.25 ,1063.11 ,,0.30 ,0.75 ,1.27 ,1.93 ,,,,,75.08 ,74.77 ,,71.39 ,8721.58 ,,,,,,,,,,,,
2010-02-05,80.25 ,1058.00 ,1066.19 ,,0.34 ,0.80 ,1.32 ,1.97 ,,,,,70.93 ,70.61 ,,68.42 ,8450.55 ,,,,,,,,,,,,
2010-02-08,80.38 ,1064.00 ,1056.74 ,,0.35 ,0.81 ,1.35 ,1.98 ,,,,,69.83 ,69.40 ,,69.38 ,8489.11 ,,,,,,,,,,,,
2010-02-09,79.77 ,1071.25 ,1070.52 ,,0.38 ,0.85 ,1.37 ,2.01 ,,,,,70.45 ,69.97 ,,71.69 ,8614.83 ,,,,,,,,,,,,
2010-02-10,80.04 ,1069.50 ,1068.13 ,,0.42 ,0.89 ,1.44 ,2.08 ,,,,,71.84 ,71.33 ,,72.11 ,8643.61 ,,,,,,,,,,,,
2010-02-11,79.99 ,1076.25 ,1078.47 ,,0.43 ,0.92 ,1.47 ,2.13 ,,,,,72.78 ,72.24 ,,72.57 ,8745.81 ,,,,,,,,,,,,
2010-02-12,80.24 ,1082.00 ,1075.51 ,,0.39 ,0.88 ,1.46 ,2.12 ,,,,,73.28 ,72.72 ,,71.76 ,8974.71 ,,,,,,,,,,,,
2010-02-15,80.38 ,1098.25 ,,,,,,,,,,,,,,71.47 ,,,,,,,,,,,,,
2010-02-16,79.64 ,1115.25 ,1094.87 ,,0.37 ,0.87 ,1.42 ,2.09 ,,,,,,,,74.59 ,,,,,,,,,,,,,
2010-02-17,80.47 ,1119.00 ,1099.51 ,,0.39 ,0.88 ,1.46 ,2.12 ,,,,,75.38 ,74.97 ,,75.09 ,,,,,,,,,,,,,
2010-02-18,80.92 ,1118.00 ,1106.75 ,,0.44 ,0.95 ,1.48 ,2.13 ,,,,,74.28 ,73.80 ,,76.33 ,,,,,,,,,,,,,
2010-02-19,80.53 ,1112.75 ,1109.17 ,,0.51 ,1.01 ,1.52 ,2.14 ,,,,,75.23 ,74.70 ,,76.63 ,,,,,,,,,,,,,
2010-02-22,80.56 ,1115.25 ,1108.01 ,,0.55 ,1.09 ,1.55 ,2.04 ,2.22 ,,,,76.83 ,76.38 ,,77.04 ,8907.32 ,,,,,,,,,,,,
2010-02-23,80.92 ,1107.00 ,1094.60 ,,0.47 ,1.00 ,1.50 ,2.00 ,2.14 ,,,,76.88 ,76.50 ,,75.55 ,8739.76 ,,,,,,,,,,,,
2010-02-24,80.77 ,1103.00 ,1105.24 ,,0.50 ,1.03 ,1.51 ,2.00 ,2.16 ,,,,75.70 ,75.30 ,,76.37 ,8807.05 ,,,,,,,,,,,,
2010-02-25,80.74 ,1094.50 ,1102.94 ,,0.50 ,1.03 ,1.51 ,2.01 ,2.16 ,,,,76.28 ,75.88 ,,74.35 ,8872.77 ,,,,,,,,,,,,
2010-02-26,80.35 ,1108.25 ,1104.49 ,,0.47 ,0.99 ,1.48 ,1.98 ,2.13 ,,,,74.53 ,74.13 ,,75.75 ,8820.44 ,,,,,,,,,,,,
2010-02-28,,,,,,,,,,,58.50 ,,,,,,,42.94 ,,,,,,,,,11.80 ,11.70 ,12.00 
2010-03-01,80.72 ,1114.00 ,1115.71 ,,0.45 ,0.98 ,1.46 ,1.98 ,2.14 ,,,,76.88 ,76.48 ,,76.02 ,8998.13 ,,,,,,,,,,,,
2010-03-02,80.47 ,1126.50 ,1118.31 ,,0.44 ,0.98 ,1.46 ,1.98 ,2.14 ,,,,75.65 ,75.15 ,,76.77 ,8825.95 ,,,,,,,,,,,,
2010-03-03,80.01 ,1136.50 ,1118.79 ,,0.43 ,0.97 ,1.46 ,1.99 ,2.15 ,,,,76.55 ,76.05 ,,77.74 ,8916.71 ,,,,,,,,,,,,
2010-03-04,80.55 ,1134.50 ,1122.97 ,,0.44 ,0.96 ,1.44 ,1.96 ,2.12 ,,,,77.03 ,76.52 ,,76.96 ,8676.80 ,,,,,,,,,,,,
2010-03-05,80.44 ,1135.00 ,1138.70 ,,0.46 ,1.00 ,1.48 ,1.99 ,2.15 ,,,,77.53 ,76.97 ,,78.38 ,8703.24 ,,,,,,,,,,,,
2010-03-08,80.43 ,1125.75 ,1138.50 ,,0.49 ,1.03 ,1.49 ,2.00 ,2.17 ,,,,78.66 ,78.10 ,,78.77 ,8780.68 ,,,,,,,,,,,,
2010-03-09,80.56 ,1115.75 ,1140.45 ,,0.46 ,0.99 ,1.48 ,2.02 ,2.19 ,,,,78.14 ,77.55 ,,78.12 ,8741.46 ,,,,,,,,,,,,
2010-03-10,80.40 ,1120.50 ,1145.61 ,,0.48 ,1.01 ,1.49 ,2.00 ,2.18 ,,,,77.93 ,77.50 ,,78.75 ,8826.38 ,,,,,,,,,,,,
2010-03-11,80.26 ,1104.00 ,1150.24 ,,0.54 ,1.06 ,1.49 ,1.97 ,2.16 ,,,,78.28 ,77.85 ,,78.79 ,8731.81 ,,,,,,,,,,,,
2010-03-12,79.80 ,1106.25 ,1149.99 ,,0.49 ,1.01 ,1.45 ,1.94 ,2.13 ,,,,78.73 ,78.30 ,,78.08 ,8673.43 ,,,,,,,,,,,,
2010-03-15,80.23 ,1104.25 ,1150.51 ,,0.49 ,1.02 ,1.46 ,1.95 ,2.13 ,,,,77.65 ,77.40 ,,76.87 ,8494.00 ,,,,,,,,,,,,
2010-03-16,79.67 ,1124.75 ,1159.46 ,,0.45 ,0.98 ,1.42 ,1.92 ,2.11 ,,,,76.15 ,75.90 ,,79.00 ,8593.36 ,,,,,,,,,,,,
2010-03-17,79.75 ,1121.75 ,1166.21 ,,0.42 ,0.95 ,1.40 ,1.90 ,2.07 ,,,,78.23 ,78.01 ,,79.62 ,8743.17 ,,,,,,,,,,,,
2010-03-18,80.31 ,1122.75 ,1165.83 ,,0.52 ,1.03 ,1.45 ,1.91 ,2.09 ,,,,77.92 ,77.66 ,,78.72 ,8655.21 ,,,,,,,,,,,,
2010-03-19,80.77 ,1105.50 ,1159.90 ,,0.62 ,1.11 ,1.50 ,1.92 ,2.10 ,,,,78.35 ,78.00 ,,77.13 ,8757.63 ,,,,,,,,,,,,
2010-03-22,80.53 ,1097.25 ,1165.81 ,,0.61 ,1.10 ,1.48 ,1.91 ,2.09 ,,,,77.05 ,76.65 ,,78.21 ,8671.43 ,,,,,,,,,,,,
2010-03-23,80.88 ,1101.50 ,1174.17 ,,0.64 ,1.12 ,1.49 ,1.93 ,2.11 ,,,,77.75 ,77.42 ,,78.44 ,8638.66 ,,,,,,,,,,,,
2010-03-24,81.91 ,1090.75 ,1167.72 ,,0.73 ,1.21 ,1.60 ,2.03 ,2.21 ,,,,77.86 ,77.39 ,,77.24 ,8591.39 ,,,,,,,,,,,,
2010-03-25,82.15 ,1093.00 ,1165.73 ,,0.78 ,1.28 ,1.65 ,2.06 ,2.23 ,,,,77.60 ,77.22 ,,77.56 ,8474.17 ,,,,,,,,,,,,
2010-03-26,81.62 ,1096.50 ,1166.59 ,,0.73 ,1.24 ,1.62 ,2.03 ,2.20 ,,,,78.03 ,77.65 ,,77.45 ,8529.37 ,,,,,,,,,,,,
2010-03-29,81.29 ,1107.50 ,1173.22 ,,0.75 ,1.25 ,1.66 ,2.07 ,2.22 ,,,,77.68 ,77.30 ,,79.25 ,8724.89 ,,,,,,,,,,,,
2010-03-30,81.47 ,1107.00 ,1173.27 ,,0.77 ,1.28 ,1.66 ,2.06 ,2.22 ,,,,78.80 ,78.46 ,,79.15 ,8707.07 ,,,,,,,,,,,,
2010-03-31,81.07 ,1115.50 ,1169.43 ,,0.72 ,1.23 ,1.60 ,1.99 ,2.16 ,,58.50 ,,79.10 ,78.65 ,,80.59 ,8627.33 ,70.16 ,,,,,,,,,11.20 ,11.20 ,11.00 
2010-04-01,80.72 ,1123.50 ,1178.10 ,,0.74 ,1.26 ,1.61 ,2.00 ,2.16 ,,,,80.44 ,80.27 ,,81.86 ,8762.18 ,,,,,,,,,,,,
2010-04-02,81.18 ,,,,0.81 ,1.33 ,1.69 ,2.07 ,2.22 ,,,,,,,,9019.11 ,,,,,,,,,,,,
2010-04-05,81.11 ,,1187.44 ,,0.83 ,1.34 ,1.70 ,2.09 ,2.26 ,,,,82.38 ,82.23 ,,83.38 ,,,,,,,,,,,,,
2010-04-06,81.39 ,1132.75 ,1189.44 ,,0.68 ,1.15 ,1.68 ,2.20 ,2.20 ,,,,83.21 ,83.11 ,,83.68 ,9061.48 ,,,,,,,,,,,,
2010-04-07,81.61 ,1142.00 ,1182.45 ,,0.58 ,1.07 ,1.55 ,2.01 ,2.09 ,,,,83.70 ,83.60 ,,82.92 ,9064.07 ,,,,,,,,,,,,
2010-04-08,81.50 ,1148.00 ,1186.44 ,,0.69 ,1.21 ,1.58 ,1.95 ,2.11 ,,,,82.91 ,82.81 ,,82.37 ,8989.88 ,,,,,,,,,,,,
2010-04-09,80.88 ,1152.50 ,1194.37 ,,0.68 ,1.20 ,1.56 ,1.94 ,2.10 ,,,,83.85 ,83.75 ,,82.52 ,9017.09 ,,,,,,,,,,,,
2010-04-12,80.58 ,1158.75 ,1196.48 ,,0.65 ,1.17 ,1.52 ,1.90 ,2.06 ,,,,83.72 ,83.62 ,,81.63 ,9277.70 ,,,,,,,,,,,,
2010-04-13,80.42 ,1148.25 ,1197.30 ,,0.65 ,1.15 ,1.50 ,1.88 ,2.05 ,,,,83.08 ,82.98 ,,82.56 ,9184.50 ,,,,,,,,,,,,
2010-04-14,80.22 ,1153.75 ,1210.65 ,,0.66 ,1.18 ,1.54 ,1.92 ,2.08 ,,,,83.54 ,83.44 ,,84.00 ,9581.78 ,,,,,,,,,,,,
2010-04-15,80.47 ,1154.50 ,1211.67 ,,0.61 ,1.12 ,1.49 ,1.88 ,2.04 ,,,,84.45 ,84.35 ,,85.02 ,9573.39 ,,,,,,,,,,,,
2010-04-16,80.80 ,1151.50 ,1192.13 ,,0.59 ,1.11 ,1.46 ,1.85 ,2.02 ,,,,84.86 ,84.80 ,,83.71 ,9455.82 ,,,,,,,,,,,,
2010-04-19,80.92 ,1136.25 ,1197.52 ,,0.63 ,1.15 ,1.49 ,1.88 ,2.05 ,,,,82.46 ,82.40 ,,82.13 ,9171.20 ,,,,,,,,,,,,
2010-04-20,81.04 ,1144.75 ,1207.17 ,,0.60 ,1.10 ,1.47 ,1.86 ,2.03 ,,,,83.17 ,83.11 ,,82.97 ,9376.11 ,,,,,,,,,,,,
2010-04-21,81.23 ,1143.00 ,1205.94 ,,0.57 ,1.06 ,1.42 ,1.81 ,1.98 ,,,,83.48 ,83.42 ,,83.81 ,9482.99 ,,,,,,,,,,,,
2010-04-22,81.69 ,1133.75 ,1208.67 ,,0.62 ,1.11 ,1.46 ,1.84 ,2.01 ,,,,84.12 ,84.06 ,,83.88 ,9572.11 ,,,,,,,,,,,,
2010-04-23,81.36 ,1139.50 ,1217.28 ,,0.62 ,1.11 ,1.47 ,1.84 ,2.01 ,,,,83.80 ,83.74 ,,85.53 ,9261.59 ,,,,,,,,,,,,
2010-04-26,81.28 ,1154.50 ,1212.05 ,,0.60 ,1.05 ,1.46 ,1.87 ,2.00 ,,,,85.40 ,85.32 ,,85.10 ,9234.11 ,,,,,,,,,,,,
2010-04-27,82.33 ,1149.50 ,1183.71 ,,0.46 ,0.85 ,1.37 ,1.75 ,1.93 ,,,,84.75 ,84.69 ,,83.93 ,9062.25 ,,,,,,,,,,,,
2010-04-28,82.29 ,1161.00 ,1191.36 ,,0.53 ,1.00 ,1.40 ,1.78 ,1.97 ,,,,83.40 ,83.34 ,,84.40 ,9267.78 ,,,,,,,,,,,,
2010-04-29,82.01 ,1166.75 ,1206.78 ,,0.43 ,0.76 ,1.31 ,1.71 ,1.88 ,,,,84.57 ,84.57 ,,85.31 ,9061.70 ,,,,,,,,,,,,
2010-04-30,81.91 ,1179.25 ,1186.69 ,,0.42 ,0.75 ,1.29 ,1.68 ,1.85 ,,58.70 ,,85.79 ,85.77 ,,85.91 ,8931.60 ,99.03 ,,,,,,,,,13.50 ,13.80 ,12.50 
2010-05-03,82.38 ,,1202.26 ,,0.47 ,0.93 ,1.32 ,1.72 ,1.87 ,,,,86.26 ,86.04 ,,87.63 ,,,,,,,,,,,,,
2010-05-04,83.47 ,1185.00 ,1173.60 ,,0.44 ,0.90 ,1.31 ,1.70 ,1.85 ,,,,87.60 ,87.36 ,,84.31 ,9160.04 ,,,,,,,,,,,,
2010-05-05,84.15 ,1165.00 ,1165.90 ,,0.42 ,0.90 ,1.30 ,1.69 ,1.84 ,,,,84.21 ,83.97 ,,81.32 ,9208.79 ,,,,,,,,,,,,
2010-05-06,84.95 ,1185.25 ,1128.15 ,,0.34 ,0.82 ,1.25 ,1.61 ,1.73 ,,,,81.63 ,81.37 ,,78.69 ,9039.34 ,,,,,,,,,,,,
2010-05-07,84.39 ,1202.25 ,1110.88 ,,0.42 ,0.89 ,1.30 ,1.69 ,1.82 ,,,,79.49 ,79.22 ,,77.27 ,9382.74 ,,,,,,,,,,,,
2010-05-10,84.25 ,1196.50 ,1159.73 ,,0.42 ,0.90 ,1.33 ,1.74 ,1.87 ,,,,79.49 ,79.22 ,,79.57 ,9152.24 ,,,,,,,,,,,,
2010-05-11,84.73 ,1222.50 ,1155.79 ,,0.40 ,0.88 ,1.31 ,1.73 ,1.86 ,,,,79.55 ,79.26 ,,79.97 ,9326.01 ,,,,,,,,,,,,
2010-05-12,84.84 ,1237.50 ,1171.67 ,,0.37 ,0.84 ,1.28 ,1.72 ,1.86 ,,,,81.21 ,80.89 ,,80.96 ,9274.15 ,,,,,,,,,,,,
2010-05-13,85.43 ,1237.50 ,1157.44 ,,0.38 ,0.86 ,1.28 ,1.71 ,1.84 ,,,,81.57 ,81.23 ,,80.11 ,9340.58 ,,,,,,,,,,,,
2010-05-14,86.29 ,1236.50 ,1135.68 ,,0.33 ,0.81 ,1.26 ,1.68 ,1.79 ,,,,79.47 ,79.13 ,,76.36 ,9278.07 ,,,,,,,,,,,,
2010-05-17,86.14 ,1236.00 ,1136.94 ,,0.39 ,0.87 ,1.31 ,1.72 ,1.83 ,,,,76.18 ,75.81 ,,73.74 ,9299.13 ,,,,,,,,,,,,
2010-05-18,87.31 ,1216.75 ,1120.80 ,,0.34 ,0.82 ,1.25 ,1.65 ,1.76 ,,,,75.48 ,75.11 ,,73.34 ,8901.31 ,,,,,,,,,,,,
2010-05-19,86.12 ,1195.00 ,1115.05 ,,0.43 ,0.89 ,1.32 ,1.73 ,1.83 ,,,,72.48 ,72.21 ,,72.29 ,8774.15 ,,,,,,,,,,,,
2010-05-20,85.95 ,1192.00 ,1071.59 ,,0.46 ,0.92 ,1.36 ,1.79 ,1.84 ,,,,72.44 ,72.12 ,,70.28 ,8368.68 ,,,,,,,,,,,,
2010-05-21,85.46 ,1179.75 ,1087.69 ,,0.41 ,0.78 ,1.33 ,1.79 ,1.79 ,,,,69.90 ,69.63 ,,70.32 ,8355.13 ,,,,,,,,,,,,
2010-05-24,86.48 ,1187.00 ,1073.65 ,,0.42 ,0.79 ,1.35 ,1.82 ,1.82 ,,,,70.24 ,70.15 ,,70.04 ,8659.99 ,,,,,,,,,,,,
2010-05-25,86.39 ,1198.25 ,1074.03 ,,0.44 ,0.84 ,1.33 ,1.77 ,1.83 ,,,,68.35 ,68.22 ,,68.38 ,8675.35 ,,,,,,,,,,,,
2010-05-26,87.36 ,1212.00 ,1067.95 ,,0.44 ,0.83 ,1.30 ,1.73 ,1.81 ,,,,69.30 ,69.12 ,,70.68 ,8652.83 ,,,,,,,,,,,,
2010-05-27,86.30 ,1211.00 ,1103.06 ,,0.46 ,0.85 ,1.33 ,1.75 ,1.84 ,,,,70.95 ,70.00 ,,73.41 ,8851.43 ,,,,,,,,,,,,
2010-05-28,86.77 ,1207.50 ,1089.41 ,,0.41 ,0.81 ,1.32 ,1.74 ,1.83 ,,,,,,,72.83 ,8831.83 ,,,,,,,,,,,,
2010-05-31,86.47 ,,,,,,,,,,58.60 ,,73.53 ,73.31 ,,73.58 ,8548.75 ,127.34 ,,,,,,,,,16.10 ,16.40 ,15.20 
2010-06-01,86.88 ,1227.75 ,1070.71 ,,0.41 ,0.82 ,1.32 ,1.74 ,1.83 ,,,,72.28 ,72.06 ,,71.88 ,8650.28 ,,,,,,,,,,,,
2010-06-02,86.74 ,1215.00 ,1098.38 ,,0.43 ,0.85 ,1.36 ,1.76 ,1.85 ,,,,72.01 ,71.82 ,,73.26 ,8596.52 ,,,,,,,,,,,,
2010-06-03,87.21 ,1215.00 ,1102.83 ,,0.40 ,0.82 ,1.34 ,1.75 ,1.84 ,,,,74.65 ,74.40 ,,75.24 ,8531.69 ,,,,,,,,,,,,
2010-06-04,88.30 ,1203.50 ,1064.88 ,,0.32 ,0.75 ,1.26 ,1.68 ,1.77 ,,,,75.27 ,75.02 ,,71.61 ,8386.03 ,,,,,,,,,,,,
2010-06-07,88.49 ,1215.00 ,1050.47 ,,0.31 ,0.74 ,1.25 ,1.65 ,1.76 ,,,,71.05 ,70.80 ,,71.52 ,8312.98 ,,,,,,,,,,,,
2010-06-08,88.15 ,1246.00 ,1062.00 ,,0.36 ,0.79 ,1.29 ,1.68 ,1.77 ,,,,71.98 ,71.75 ,,71.49 ,8450.50 ,,,,,,,,,,,,
2010-06-09,87.92 ,1233.50 ,1055.69 ,,0.36 ,0.78 ,1.28 ,1.67 ,1.78 ,,,,71.73 ,71.52 ,,73.51 ,8596.34 ,,,,,,,,,,,,
2010-06-10,87.11 ,1217.50 ,1086.84 ,,0.44 ,0.86 ,1.35 ,1.77 ,1.86 ,,,,73.09 ,72.88 ,,74.35 ,8533.13 ,,,,,,,,,,,,
2010-06-11,87.28 ,1220.00 ,1091.60 ,,0.38 ,0.80 ,1.29 ,1.70 ,1.79 ,,,,74.20 ,73.98 ,,73.70 ,8492.72 ,,,,,,,,,,,,
2010-06-14,86.70 ,1223.75 ,1089.63 ,,0.38 ,0.80 ,1.31 ,1.72 ,1.82 ,,,,74.81 ,74.55 ,,74.06 ,,,,,,,,,,,,,
2010-06-15,86.05 ,1225.00 ,1115.23 ,,0.42 ,0.83 ,1.32 ,1.74 ,1.83 ,,,,74.02 ,73.80 ,,75.52 ,,,,,,,,,,,,,
2010-06-16,86.20 ,1234.50 ,1114.61 ,,0.39 ,0.80 ,1.28 ,1.70 ,1.79 ,,,,75.04 ,74.82 ,,76.16 ,,,,,,,,,,,,,
2010-06-17,85.69 ,1245.00 ,1116.04 ,,0.33 ,0.74 ,1.22 ,1.65 ,1.73 ,,,,76.35 ,76.12 ,,76.55 ,8484.41 ,,,,,,,,,,,,
2010-06-18,85.57 ,1256.00 ,1117.51 ,,0.35 ,0.76 ,1.25 ,1.68 ,1.76 ,,,,76.22 ,76.05 ,,76.00 ,8467.22 ,,,,,,,,,,,,
2010-06-21,85.94 ,1254.50 ,1113.20 ,,0.34 ,0.75 ,1.24 ,1.67 ,1.75 ,,,,76.90 ,76.82 ,,76.65 ,8576.63 ,,,,,,,,,,,,
2010-06-22,86.11 ,1236.00 ,1095.31 ,,0.30 ,0.71 ,1.20 ,1.65 ,1.72 ,,,,75.86 ,75.65 ,,75.62 ,8495.70 ,,,,,,,,,,,,
2010-06-23,85.82 ,1226.50 ,1092.04 ,,0.29 ,0.70 ,1.19 ,1.64 ,1.71 ,,,,75.83 ,75.65 ,,73.95 ,8378.73 ,,,,,,,,,,,,
2010-06-24,85.76 ,1236.25 ,1073.69 ,,0.33 ,0.74 ,1.23 ,1.69 ,1.76 ,,,,73.91 ,73.73 ,,74.37 ,8266.73 ,,,,,,,,,,,,
2010-06-25,85.35 ,1254.00 ,1076.76 ,,0.29 ,0.72 ,1.21 ,1.69 ,1.74 ,,,,74.08 ,73.95 ,,76.12 ,8275.51 ,,,,,,,,,,,,
2010-06-28,85.69 ,1261.00 ,1074.57 ,,0.26 ,0.67 ,1.17 ,1.65 ,1.72 ,,,,75.76 ,75.60 ,,75.57 ,8199.78 ,,,,,,,,,,,,
2010-06-29,86.13 ,1234.50 ,1041.24 ,,0.24 ,0.65 ,1.14 ,1.64 ,1.70 ,,,,73.69 ,73.50 ,,73.43 ,7694.94 ,,,,,,,,,,,,
2010-06-30,86.05 ,1244.00 ,1030.71 ,,0.25 ,0.66 ,1.15 ,1.64 ,1.71 ,,58.50 ,,73.21 ,73.21 ,,72.71 ,7555.91 ,159.24 ,,,,,,,,,15.90 ,15.80 ,16.30 
2010-07-01,84.55 ,1234.00 ,1027.37 ,,0.32 ,0.72 ,1.21 ,1.70 ,1.76 ,,,,71.84 ,71.84 ,,70.59 ,7287.64 ,,,,,,,,,,,,
2010-07-02,84.37 ,1201.50 ,1022.58 ,,0.34 ,0.77 ,1.27 ,1.74 ,1.81 ,,,,70.49 ,70.49 ,,69.68 ,7064.68 ,,,,,,,,,,,,
2010-07-05,84.56 ,1208.00 ,,,,,,,,,,,69.85 ,69.85 ,,69.46 ,6889.26 ,,,,,,,,,,,,
2010-07-06,84.05 ,1195.00 ,1028.06 ,,0.35 ,0.77 ,1.26 ,1.71 ,1.80 ,,,,70.01 ,70.01 ,,69.59 ,7010.76 ,,,,,,,,,,,,
2010-07-07,83.96 ,1193.25 ,1060.27 ,,0.39 ,0.81 ,1.30 ,1.78 ,1.85 ,,,,69.15 ,69.15 ,,71.82 ,6952.49 ,,,,,,,,,,,,
2010-07-08,83.86 ,1193.50 ,1070.25 ,,0.37 ,0.74 ,1.25 ,1.76 ,1.82 ,,,,71.97 ,71.97 ,,73.07 ,7023.91 ,,,,,,,,,,,,
2010-07-09,83.98 ,1208.75 ,1077.96 ,,0.38 ,0.76 ,1.26 ,1.80 ,1.83 ,,,,73.14 ,73.05 ,,73.59 ,7208.20 ,,,,,,,,,,,,
2010-07-12,84.25 ,1205.50 ,1078.75 ,,0.37 ,0.75 ,1.26 ,1.78 ,1.84 ,,,,72.71 ,72.61 ,,72.35 ,7316.00 ,,,,,,,,,,,,
2010-07-13,83.52 ,1216.00 ,1095.34 ,,0.39 ,0.77 ,1.28 ,1.83 ,1.87 ,,,,71.66 ,71.56 ,,74.55 ,7054.16 ,,,,,,,,,,,,
2010-07-14,83.35 ,1207.00 ,1095.17 ,,0.34 ,0.72 ,1.23 ,1.81 ,1.83 ,,,,74.18 ,74.07 ,,74.31 ,7074.67 ,,,,,,,,,,,,
