指标名称,美元指数,伦敦现货黄金:以美元计价,美国:标准普尔500指数,美国:主要经济指标预测:联邦基金利率,美国:国债实际收益率:5年期,美国:国债实际收益率:7年期,美国:国债实际收益率:10年期,美国:国债实际收益率:20年期,美国:国债实际收益率:30年期,美国:联邦基金目标利率,美国:就业率:季调,现货价:原油:俄罗斯ESPO,现货价:原油(阿曼):环太平洋,现货价:原油(阿联酋迪拜):环太平洋,现货价:原油:科威特能源公司,现货价:原油(迪拜):中东离岸,申万行业指数:黄金,产量:黄金:累计值(黄金协会),消费量:黄金:累计值,消费量:黄金:黄金首饰:累计值,消费量:黄金:金条:累计值,消费量:黄金:金币:累计值,消费量:黄金:累计同比,消费量:黄金:黄金首饰:累计同比,消费量:黄金:金条:累计同比,消费量:黄金:金币:累计同比,RPI:金银珠宝:当月同比,城市RPI:金银珠宝:当月同比,农村RPI:金银珠宝:当月同比
2014-01-27,80.48 ,1260.50 ,1781.56 ,,-0.11 ,0.45 ,0.64 ,1.14 ,1.39 ,,,109.89 ,104.21 ,104.21 ,102.99 ,104.25 ,4239.78 ,,,,,,,,,,,,
2014-01-28,80.57 ,1251.25 ,1792.50 ,,-0.12 ,0.45 ,0.62 ,1.14 ,1.40 ,,,109.85 ,103.88 ,103.88 ,,103.96 ,4188.45 ,,,,,,,,,,,,
2014-01-29,80.53 ,1264.00 ,1774.20 ,,-0.20 ,0.35 ,0.55 ,1.08 ,1.35 ,,,110.12 ,103.69 ,103.69 ,102.75 ,,4183.58 ,,,,,,,,,,,,
2014-01-30,81.05 ,1242.50 ,1794.19 ,,-0.21 ,0.34 ,0.57 ,1.10 ,1.36 ,,,110.25 ,103.71 ,103.71 ,,,4184.36 ,,,,,,,,,,,,
2014-01-31,81.25 ,1251.00 ,1782.59 ,,-0.23 ,0.33 ,0.53 ,1.07 ,1.33 ,,58.70 ,,,,,,,33.75 ,,,,,,,,,-16.79 ,-16.64 ,-17.42 
2014-02-03,81.04 ,1262.00 ,1741.89 ,,-0.26 ,0.29 ,0.47 ,1.01 ,1.28 ,,,108.14 ,102.20 ,102.20 ,,,,,,,,,,,,,,,
2014-02-04,81.12 ,1250.25 ,1755.20 ,,-0.31 ,0.24 ,0.51 ,1.07 ,1.34 ,,,107.54 ,101.99 ,101.99 ,100.57 ,101.91 ,,,,,,,,,,,,,
2014-02-05,81.06 ,1254.50 ,1751.64 ,,-0.28 ,0.27 ,0.56 ,1.14 ,1.42 ,,,107.44 ,102.20 ,102.20 ,,102.20 ,,,,,,,,,,,,,
2014-02-06,80.90 ,1256.50 ,1773.43 ,,-0.30 ,0.26 ,0.57 ,1.14 ,1.42 ,,,107.70 ,102.59 ,102.59 ,,102.51 ,,,,,,,,,,,,,
2014-02-07,80.67 ,1259.25 ,1797.02 ,,-0.30 ,0.28 ,0.53 ,1.12 ,1.40 ,,,108.44 ,103.35 ,103.35 ,,103.28 ,4149.20 ,,,,,,,,,,,,
2014-02-10,80.65 ,1277.00 ,1799.84 ,,-0.31 ,0.25 ,0.51 ,1.10 ,1.39 ,,,110.00 ,104.90 ,104.90 ,103.84 ,,4236.48 ,,,,,,,,,,,,
2014-02-11,80.63 ,1282.00 ,1819.75 ,,-0.26 ,0.30 ,0.56 ,1.14 ,1.42 ,,,110.09 ,104.95 ,104.95 ,103.67 ,104.98 ,4369.58 ,,,,,,,,,,,,
2014-02-12,80.69 ,1289.50 ,1819.26 ,,-0.24 ,0.32 ,0.59 ,1.17 ,1.45 ,,,110.11 ,105.20 ,105.20 ,,,4366.19 ,,,,,,,,,,,,
2014-02-13,80.30 ,1296.00 ,1829.83 ,,-0.26 ,0.30 ,0.56 ,1.13 ,1.42 ,,,109.55 ,104.85 ,104.85 ,,,4456.92 ,,,,,,,,,,,,
2014-02-14,80.15 ,1320.00 ,1838.63 ,,-0.14 ,0.44 ,0.59 ,1.15 ,1.43 ,,,110.03 ,105.46 ,105.46 ,104.18 ,105.42 ,4483.63 ,,,,,,,,,,,,
2014-02-17,80.13 ,1327.50 ,,,,,,,,,,110.63 ,106.19 ,106.19 ,,,4550.93 ,,,,,,,,,,,,
2014-02-18,80.01 ,1320.75 ,1840.76 ,,-0.29 ,0.29 ,0.57 ,1.14 ,1.42 ,,,110.65 ,106.06 ,106.06 ,104.99 ,,4423.55 ,,,,,,,,,,,,
2014-02-19,80.19 ,1320.50 ,1828.75 ,,-0.25 ,0.32 ,0.60 ,1.17 ,1.45 ,,,111.48 ,106.85 ,106.85 ,,106.91 ,4456.43 ,,,,,,,,,,,,
2014-02-20,80.28 ,1316.25 ,1839.78 ,,-0.21 ,0.35 ,0.63 ,1.19 ,1.49 ,,,111.43 ,106.80 ,106.80 ,,106.78 ,4421.18 ,,,,,,,,,,,,
2014-02-21,80.27 ,1323.25 ,1836.25 ,,-0.18 ,0.38 ,0.61 ,1.15 ,1.45 ,,,111.29 ,106.96 ,106.96 ,105.43 ,106.74 ,4383.00 ,,,,,,,,,,,,
2014-02-24,80.22 ,1334.75 ,1847.61 ,,-0.21 ,0.34 ,0.59 ,1.14 ,1.45 ,,,111.30 ,106.45 ,106.45 ,,106.38 ,4328.23 ,,,,,,,,,,,,
2014-02-25,80.14 ,1339.00 ,1845.12 ,,-0.25 ,0.30 ,0.55 ,1.10 ,1.40 ,,,111.48 ,106.60 ,106.60 ,,106.75 ,4274.33 ,,,,,,,,,,,,
2014-02-26,80.41 ,1331.75 ,1845.16 ,,-0.26 ,0.29 ,0.51 ,1.07 ,1.38 ,,,110.75 ,105.90 ,105.90 ,,105.89 ,4582.43 ,,,,,,,,,,,,
2014-02-27,80.28 ,1332.25 ,1854.29 ,,-0.32 ,0.23 ,0.49 ,1.05 ,1.35 ,,,110.64 ,105.80 ,105.80 ,,,4452.53 ,,,,,,,,,,,,
2014-02-28,79.78 ,1326.50 ,1859.45 ,,-0.28 ,0.27 ,0.49 ,1.03 ,1.32 ,,58.70 ,110.69 ,105.41 ,105.41 ,104.65 ,,4551.35 ,63.17 ,,,,,,,,,-14.97 ,-14.71 ,-16.04 
2014-03-03,80.07 ,1349.50 ,1845.73 ,,-0.32 ,0.24 ,0.44 ,0.98 ,1.27 ,,,112.27 ,107.24 ,107.24 ,,106.93 ,4665.28 ,,,,,,,,,,,,
2014-03-04,80.13 ,1334.75 ,1873.91 ,,-0.25 ,0.31 ,0.52 ,1.05 ,1.35 ,,,110.95 ,106.06 ,106.06 ,104.95 ,105.81 ,4626.71 ,,,,,,,,,,,,
2014-03-05,80.09 ,1337.00 ,1873.81 ,,-0.26 ,0.29 ,0.52 ,1.04 ,1.33 ,,,110.24 ,105.35 ,105.35 ,103.90 ,105.23 ,4476.64 ,,,,,,,,,,,,
2014-03-06,79.67 ,1345.25 ,1877.03 ,,-0.27 ,0.27 ,0.53 ,1.06 ,1.36 ,,,108.92 ,103.96 ,103.96 ,,,4441.28 ,,,,,,,,,,,,
2014-03-07,79.71 ,1335.25 ,1878.04 ,,-0.18 ,0.37 ,0.57 ,1.09 ,1.38 ,,,109.12 ,104.35 ,104.35 ,103.35 ,,4485.42 ,,,,,,,,,,,,
2014-03-10,79.74 ,1344.00 ,1877.17 ,,-0.24 ,0.31 ,0.57 ,1.11 ,1.39 ,,,108.92 ,104.20 ,104.20 ,102.81 ,,4268.25 ,,,,,,,,,,,,
2014-03-11,79.79 ,1346.25 ,1867.63 ,,-0.24 ,0.31 ,0.57 ,1.10 ,1.39 ,,,108.78 ,104.21 ,104.21 ,102.70 ,104.49 ,4297.53 ,,,,,,,,,,,,
2014-03-12,79.62 ,1366.00 ,1868.20 ,,-0.23 ,0.32 ,0.54 ,1.07 ,1.36 ,,,108.13 ,103.80 ,103.80 ,101.95 ,103.63 ,4414.27 ,,,,,,,,,,,,
2014-03-13,79.58 ,1368.75 ,1846.34 ,,-0.22 ,0.32 ,0.49 ,1.02 ,1.31 ,,,108.49 ,104.15 ,104.15 ,,104.03 ,4423.47 ,,,,,,,,,,,,
2014-03-14,79.41 ,1385.00 ,1841.13 ,,-0.19 ,0.34 ,0.48 ,1.00 ,1.30 ,,,108.28 ,103.96 ,103.96 ,101.92 ,103.70 ,4426.45 ,,,,,,,,,,,,
2014-03-17,79.40 ,1378.50 ,1858.83 ,,-0.22 ,0.30 ,0.52 ,1.04 ,1.32 ,,,108.83 ,104.60 ,104.60 ,,104.44 ,4480.67 ,,,,,,,,,,,,
2014-03-18,79.37 ,1355.75 ,1872.25 ,,-0.21 ,0.31 ,0.50 ,1.03 ,1.32 ,,,107.51 ,103.45 ,103.45 ,101.81 ,103.09 ,4371.92 ,,,,,,,,,,,,
2014-03-19,80.05 ,1338.00 ,1860.77 ,,0.02 ,0.51 ,0.62 ,1.10 ,1.36 ,,,107.34 ,103.41 ,103.41 ,101.73 ,103.04 ,4326.26 ,,,,,,,,,,,,
2014-03-20,80.19 ,1327.00 ,1872.01 ,,-0.02 ,0.46 ,0.66 ,1.14 ,1.40 ,,,106.59 ,102.96 ,102.96 ,,102.45 ,4233.41 ,,,,,,,,,,,,
2014-03-21,80.13 ,1336.00 ,1866.52 ,,-0.06 ,0.41 ,0.61 ,1.08 ,1.34 ,,,107.36 ,103.64 ,103.64 ,101.65 ,103.75 ,4298.46 ,,,,,,,,,,,,
2014-03-24,79.94 ,1310.75 ,1857.44 ,,-0.03 ,0.41 ,0.59 ,1.04 ,1.30 ,,,107.20 ,103.60 ,103.60 ,101.58 ,103.33 ,4294.71 ,,,,,,,,,,,,
2014-03-25,80.03 ,1313.50 ,1865.62 ,,0.06 ,0.51 ,0.61 ,1.05 ,1.30 ,,,107.57 ,104.00 ,104.00 ,102.02 ,103.65 ,4291.00 ,,,,,,,,,,,,
2014-03-26,80.02 ,1304.00 ,1852.56 ,,-0.05 ,0.40 ,0.57 ,1.01 ,1.27 ,,,107.83 ,104.30 ,104.30 ,102.35 ,103.79 ,4293.23 ,,,,,,,,,,,,
2014-03-27,80.15 ,1296.00 ,1849.04 ,,-0.03 ,0.41 ,0.56 ,1.00 ,1.24 ,,,107.44 ,104.05 ,104.05 ,,103.70 ,4226.96 ,,,,,,,,,,,,
2014-03-28,80.19 ,1294.75 ,1857.62 ,,0.02 ,0.46 ,0.60 ,1.03 ,1.28 ,,,108.45 ,104.80 ,104.60 ,102.83 ,104.80 ,4188.64 ,,,,,,,,,,,,
2014-03-31,80.11 ,1291.75 ,1872.34 ,,0.03 ,0.49 ,0.60 ,1.04 ,1.29 ,,58.90 ,108.18 ,104.76 ,104.76 ,102.75 ,104.63 ,4196.95 ,96.50 ,322.99 ,232.53 ,67.95 ,4.03 ,0.76 ,30.20 ,-43.56 ,0.00 ,-12.00 ,-11.70 ,-13.40 
2014-04-01,80.08 ,1283.75 ,1885.52 ,,0.03 ,0.49 ,0.63 ,1.07 ,1.32 ,,,107.64 ,104.05 ,104.05 ,101.60 ,104.17 ,4214.92 ,,,,,,,,,,,,
2014-04-02,80.23 ,1292.00 ,1890.90 ,,0.08 ,0.53 ,0.68 ,1.12 ,1.37 ,,,105.95 ,102.45 ,102.45 ,,,4232.82 ,,,,,,,,,,,,
2014-04-03,80.46 ,1284.00 ,1888.77 ,,0.11 ,0.55 ,0.66 ,1.09 ,1.34 ,,,105.00 ,101.45 ,101.45 ,,,4228.99 ,,,,,,,,,,,,
2014-04-04,80.44 ,1297.25 ,1865.09 ,,0.00 ,0.45 ,0.61 ,1.05 ,1.30 ,,,106.70 ,103.21 ,103.21 ,,,4232.39 ,,,,,,,,,,,,
2014-04-07,80.22 ,1299.00 ,1845.04 ,,0.07 ,0.51 ,0.59 ,1.03 ,1.28 ,,,105.74 ,102.30 ,102.30 ,100.39 ,102.58 ,,,,,,,,,,,,,
2014-04-08,79.78 ,1309.50 ,1851.96 ,,-0.04 ,0.40 ,0.58 ,1.02 ,1.28 ,,,106.69 ,103.15 ,103.15 ,,103.36 ,4305.26 ,,,,,,,,,,,,
2014-04-09,79.52 ,1301.75 ,1872.18 ,,-0.05 ,0.40 ,0.57 ,1.04 ,1.29 ,,,107.52 ,104.10 ,104.10 ,102.52 ,104.42 ,4331.80 ,,,,,,,,,,,,
2014-04-10,79.41 ,1320.50 ,1833.08 ,,-0.10 ,0.35 ,0.51 ,0.98 ,1.24 ,,,108.08 ,104.60 ,104.60 ,,104.20 ,4355.93 ,,,,,,,,,,,,
2014-04-11,79.49 ,1318.00 ,1815.69 ,,-0.06 ,0.38 ,0.50 ,0.95 ,1.20 ,,,107.74 ,104.15 ,104.15 ,102.41 ,104.07 ,4328.98 ,,,,,,,,,,,,
2014-04-14,79.76 ,1325.75 ,1830.61 ,,-0.10 ,0.34 ,0.52 ,0.96 ,1.20 ,,,108.51 ,105.11 ,105.11 ,,104.50 ,4344.33 ,,,,,,,,,,,,
2014-04-15,79.79 ,1298.00 ,1842.98 ,,-0.05 ,0.38 ,0.50 ,0.94 ,1.19 ,,,108.89 ,105.47 ,105.41 ,,105.48 ,4261.08 ,,,,,,,,,,,,
2014-04-16,79.82 ,1301.50 ,1862.31 ,,-0.06 ,0.36 ,0.48 ,0.92 ,1.16 ,,,109.89 ,106.56 ,106.41 ,,106.63 ,4245.21 ,,,,,,,,,,,,
2014-04-17,79.85 ,1299.00 ,1864.85 ,,-0.20 ,0.31 ,0.52 ,0.96 ,1.21 ,,,109.34 ,106.16 ,105.85 ,103.75 ,105.87 ,4228.02 ,,,,,,,,,,,,
2014-04-18,79.88 ,,,,,,,,,,,,,,,,4231.43 ,,,,,,,,,,,,
2014-04-21,79.95 ,,1871.89 ,,-0.23 ,0.33 ,0.53 ,0.96 ,1.21 ,,,109.19 ,106.05 ,105.70 ,,105.61 ,4173.78 ,,,,,,,,,,,,
2014-04-22,79.90 ,1286.75 ,1879.55 ,,-0.22 ,0.33 ,0.52 ,0.94 ,1.19 ,,,109.88 ,106.65 ,106.30 ,103.48 ,106.06 ,4173.24 ,,,,,,,,,,,,
2014-04-23,79.87 ,1285.25 ,1875.39 ,,-0.25 ,0.29 ,0.49 ,0.91 ,1.16 ,,,109.63 ,106.30 ,105.90 ,103.02 ,106.02 ,4165.56 ,,,,,,,,,,,,
2014-04-24,79.79 ,1291.50 ,1878.61 ,,-0.25 ,0.31 ,0.49 ,0.91 ,1.14 ,,,109.51 ,106.20 ,105.76 ,,105.95 ,4182.75 ,,,,,,,,,,,,
2014-04-25,79.76 ,1301.25 ,1863.40 ,,-0.24 ,0.31 ,0.48 ,0.90 ,1.13 ,,,110.24 ,107.21 ,106.40 ,,106.39 ,4152.82 ,,,,,,,,,,,,
2014-04-28,79.71 ,1299.00 ,1869.43 ,,-0.22 ,0.33 ,0.52 ,0.94 ,1.17 ,,,110.22 ,107.36 ,106.29 ,103.71 ,106.46 ,4094.26 ,,,,,,,,,,,,
2014-04-29,79.81 ,1297.75 ,1878.33 ,,-0.21 ,0.35 ,0.53 ,0.96 ,1.20 ,,,108.97 ,105.95 ,105.25 ,103.03 ,105.34 ,4071.62 ,,,,,,,,,,,,
2014-04-30,79.53 ,1288.50 ,1883.95 ,,-0.27 ,0.32 ,0.49 ,0.92 ,1.16 ,,58.90 ,108.83 ,104.90 ,104.50 ,,,4092.16 ,130.69 ,,,,,,,,,-10.42 ,-10.19 ,-11.36 
2014-05-01,79.52 ,1278.50 ,1883.68 ,,-0.30 ,0.30 ,0.43 ,0.86 ,1.10 ,,,,,,,104.86 ,,,,,,,,,,,,,
2014-05-02,79.50 ,1281.25 ,1881.14 ,,-0.28 ,0.28 ,0.41 ,0.82 ,1.06 ,,,108.25 ,104.51 ,104.41 ,102.19 ,104.60 ,,,,,,,,,,,,,
2014-05-05,79.51 ,,1884.66 ,,-0.24 ,0.25 ,0.45 ,0.86 ,1.11 ,,,108.48 ,104.91 ,104.69 ,102.40 ,104.82 ,4138.24 ,,,,,,,,,,,,
2014-05-06,79.15 ,1306.25 ,1867.72 ,,-0.23 ,0.29 ,0.45 ,0.85 ,1.09 ,,,107.63 ,104.15 ,103.91 ,101.78 ,104.13 ,4114.53 ,,,,,,,,,,,,
2014-05-07,79.23 ,1296.00 ,1878.21 ,,-0.27 ,0.31 ,0.42 ,0.72 ,1.11 ,,,107.36 ,103.91 ,103.59 ,101.72 ,103.40 ,4066.79 ,,,,,,,,,,,,
2014-05-08,79.45 ,1287.00 ,1875.63 ,,-0.30 ,0.26 ,0.42 ,0.88 ,1.13 ,,,107.86 ,104.41 ,104.10 ,,103.66 ,4057.58 ,,,,,,,,,,,,
2014-05-09,79.87 ,1291.25 ,1878.48 ,,-0.29 ,0.27 ,0.44 ,0.89 ,1.15 ,,,108.60 ,105.16 ,105.01 ,102.70 ,104.86 ,4081.67 ,,,,,,,,,,,,
2014-05-12,79.89 ,1298.75 ,1896.65 ,,-0.24 ,0.34 ,0.48 ,0.93 ,1.19 ,,,108.11 ,104.56 ,104.41 ,102.53 ,104.42 ,4226.91 ,,,,,,,,,,,,
2014-05-13,80.12 ,1296.50 ,1897.45 ,,-0.27 ,0.30 ,0.45 ,0.90 ,1.15 ,,,,,,,104.42 ,4175.63 ,,,,,,,,,,,,
2014-05-14,80.06 ,1305.25 ,1888.53 ,,-0.35 ,0.25 ,0.37 ,0.82 ,1.07 ,,,109.28 ,105.81 ,105.70 ,103.86 ,105.39 ,4151.93 ,,,,,,,,,,,,
2014-05-15,80.03 ,1299.00 ,1870.85 ,,-0.41 ,0.16 ,0.31 ,0.76 ,1.01 ,,,109.37 ,106.06 ,105.77 ,,105.75 ,4106.39 ,,,,,,,,,,,,
2014-05-16,80.06 ,1291.50 ,1877.86 ,,-0.38 ,0.18 ,0.34 ,0.78 ,1.03 ,,,109.47 ,106.00 ,105.75 ,,105.67 ,4101.54 ,,,,,,,,,,,,
2014-05-19,80.03 ,1302.00 ,1885.08 ,,-0.37 ,0.22 ,0.37 ,0.83 ,1.09 ,,,110.27 ,106.71 ,106.50 ,105.03 ,106.59 ,4086.15 ,,,,,,,,,,,,
2014-05-20,80.05 ,1295.50 ,1872.83 ,,-0.39 ,0.18 ,0.35 ,0.82 ,1.09 ,,,109.97 ,106.36 ,106.12 ,104.64 ,105.86 ,4079.62 ,,,,,,,,,,,,
2014-05-21,80.08 ,1287.25 ,1888.03 ,,-0.40 ,0.18 ,0.36 ,0.84 ,1.12 ,,,110.30 ,106.71 ,106.60 ,,106.48 ,4098.88 ,,,,,,,,,,,,
2014-05-22,80.22 ,1298.50 ,1892.49 ,,-0.40 ,0.17 ,0.35 ,0.84 ,1.11 ,,,110.85 ,107.01 ,106.96 ,,106.84 ,4079.56 ,,,,,,,,,,,,
2014-05-23,80.38 ,1291.50 ,1900.53 ,,-0.42 ,0.11 ,0.32 ,0.80 ,1.08 ,,,110.94 ,106.91 ,106.86 ,105.44 ,106.83 ,4106.94 ,,,,,,,,,,,,
2014-05-26,80.29 ,,,,,,,,,,,110.71 ,106.60 ,106.60 ,105.22 ,,4099.40 ,,,,,,,,,,,,
2014-05-27,80.37 ,1275.50 ,1911.91 ,,-0.39 ,0.16 ,0.31 ,0.79 ,1.06 ,,,110.99 ,106.80 ,106.80 ,105.49 ,106.34 ,4088.73 ,,,,,,,,,,,,
2014-05-28,80.56 ,1263.50 ,1909.78 ,,-0.44 ,0.07 ,0.22 ,0.70 ,0.98 ,,,110.96 ,106.70 ,106.70 ,,106.83 ,4081.35 ,,,,,,,,,,,,
2014-05-29,80.49 ,1255.00 ,1920.03 ,,-0.44 ,0.06 ,0.22 ,0.70 ,0.99 ,,,110.73 ,106.49 ,106.49 ,,106.64 ,4051.74 ,,,,,,,,,,,,
2014-05-30,80.39 ,1250.50 ,1923.57 ,,-0.39 ,0.11 ,0.26 ,0.74 ,1.02 ,,,110.74 ,106.30 ,106.30 ,104.33 ,,4056.92 ,,,,,,,,,,,,
2014-05-31,,,,,,,,,,,58.90 ,,,,,,,171.10 ,,,,,,,,,-8.85 ,-8.59 ,-9.92 
2014-06-02,80.63 ,1247.25 ,1924.97 ,,-0.33 ,0.15 ,0.32 ,0.80 ,1.08 ,,,109.97 ,105.96 ,105.91 ,,105.39 ,,,,,,,,,,,,,
2014-06-03,80.54 ,1242.75 ,1924.24 ,,-0.27 ,0.24 ,0.41 ,0.88 ,1.15 ,,,108.81 ,105.21 ,105.11 ,103.79 ,104.49 ,4051.23 ,,,,,,,,,,,,
2014-06-04,80.66 ,1245.25 ,1927.88 ,,-0.25 ,0.29 ,0.44 ,0.91 ,1.18 ,,,109.24 ,105.75 ,105.65 ,104.29 ,105.58 ,4028.48 ,,,,,,,,,,,,
2014-06-05,80.35 ,1252.50 ,1940.46 ,,-0.29 ,0.24 ,0.41 ,0.89 ,1.16 ,,,107.99 ,104.60 ,104.50 ,,104.32 ,4039.33 ,,,,,,,,,,,,
2014-06-06,80.43 ,1247.50 ,1949.44 ,,-0.27 ,0.27 ,0.40 ,0.88 ,1.15 ,,,108.83 ,105.46 ,105.36 ,103.92 ,105.31 ,4023.55 ,,,,,,,,,,,,
2014-06-09,80.63 ,1253.50 ,1951.27 ,,-0.26 ,0.25 ,0.41 ,0.89 ,1.15 ,,,108.53 ,105.11 ,105.06 ,,105.09 ,4006.84 ,,,,,,,,,,,,
2014-06-10,80.81 ,1259.50 ,1950.79 ,,-0.23 ,0.30 ,0.43 ,0.90 ,1.17 ,,,109.24 ,105.75 ,105.70 ,104.23 ,105.53 ,4036.46 ,,,,,,,,,,,,
2014-06-11,80.77 ,1262.00 ,1943.89 ,,-0.24 ,0.30 ,0.43 ,0.90 ,1.17 ,,,109.58 ,106.00 ,106.00 ,104.52 ,105.75 ,4036.14 ,,,,,,,,,,,,
2014-06-12,80.59 ,1265.75 ,1930.11 ,,-0.29 ,0.24 ,0.39 ,0.87 ,1.14 ,,,110.62 ,106.95 ,106.95 ,,107.09 ,4027.70 ,,,,,,,,,,,,
2014-06-13,80.61 ,1273.00 ,1936.16 ,,-0.23 ,0.29 ,0.41 ,0.87 ,1.14 ,,,113.13 ,109.55 ,109.53 ,107.98 ,108.97 ,4042.90 ,,,,,,,,,,,,
2014-06-16,80.44 ,1276.25 ,1937.78 ,,-0.21 ,0.31 ,0.41 ,0.86 ,1.11 ,,,112.84 ,109.20 ,109.20 ,107.51 ,109.13 ,4074.15 ,,,,,,,,,,,,
2014-06-17,80.61 ,1267.50 ,1941.99 ,,-0.20 ,0.32 ,0.43 ,0.88 ,1.14 ,,,112.48 ,108.75 ,108.75 ,106.94 ,109.14 ,4032.26 ,,,,,,,,,,,,
2014-06-18,80.40 ,1269.75 ,1956.98 ,,-0.27 ,0.26 ,0.38 ,0.85 ,1.11 ,,,113.60 ,109.95 ,109.95 ,107.68 ,110.03 ,4048.95 ,,,,,,,,,,,,
2014-06-19,80.33 ,1293.00 ,1959.48 ,,-0.31 ,0.23 ,0.39 ,0.87 ,1.14 ,,,114.01 ,110.49 ,110.49 ,,110.74 ,4005.11 ,,,,,,,,,,,,
2014-06-20,80.34 ,1312.50 ,1962.87 ,,-0.31 ,0.21 ,0.35 ,0.82 ,1.09 ,,,114.27 ,110.71 ,110.71 ,108.82 ,111.26 ,4077.00 ,,,,,,,,,,,,
2014-06-23,80.27 ,1313.50 ,1962.61 ,,-0.31 ,0.21 ,0.35 ,0.82 ,1.09 ,,,114.70 ,111.16 ,111.16 ,108.91 ,111.28 ,4143.84 ,,,,,,,,,,,,
2014-06-24,80.32 ,1318.50 ,1949.98 ,,-0.35 ,0.18 ,0.31 ,0.78 ,1.04 ,,,113.27 ,109.76 ,109.76 ,107.87 ,110.39 ,4128.48 ,,,,,,,,,,,,
2014-06-25,80.21 ,1316.75 ,1959.53 ,,-0.35 ,0.15 ,0.29 ,0.76 ,1.03 ,,,113.16 ,110.05 ,110.05 ,108.17 ,110.11 ,4094.52 ,,,,,,,,,,,,
2014-06-26,80.21 ,1311.75 ,1957.22 ,,-0.38 ,0.10 ,0.26 ,0.73 ,0.99 ,,,112.96 ,109.90 ,109.90 ,,110.17 ,4104.30 ,,,,,,,,,,,,
2014-06-27,80.02 ,1317.50 ,1960.96 ,,-0.39 ,0.12 ,0.27 ,0.75 ,1.01 ,,,112.57 ,109.70 ,109.70 ,107.74 ,109.37 ,4085.57 ,,,,,,,,,,,,
2014-06-30,79.79 ,1315.00 ,1960.23 ,,-0.38 ,0.13 ,0.27 ,0.74 ,0.99 ,,59.00 ,111.91 ,109.21 ,109.21 ,107.38 ,109.00 ,4099.95 ,211.07 ,569.45 ,426.17 ,105.58 ,,-19.38 ,11.02 ,-62.13 ,,-6.63 ,-6.23 ,-8.26 
2014-07-01,79.82 ,1327.50 ,1973.32 ,,-0.34 ,0.18 ,0.32 ,0.80 ,1.05 ,,,112.10 ,109.16 ,109.16 ,108.20 ,108.87 ,4177.20 ,,,,,,,,,,,,
2014-07-02,79.95 ,1326.50 ,1974.62 ,,-0.30 ,0.18 ,0.38 ,0.85 ,1.12 ,,,112.03 ,109.16 ,109.16 ,107.99 ,108.82 ,4175.10 ,,,,,,,,,,,,
2014-07-03,80.21 ,1317.50 ,1985.44 ,,-0.29 ,0.23 ,0.37 ,0.84 ,1.10 ,,,110.60 ,107.76 ,107.71 ,,107.77 ,4200.83 ,,,,,,,,,,,,
2014-07-04,80.28 ,1319.25 ,,,,,,,,,,110.89 ,108.02 ,107.99 ,106.94 ,107.61 ,4174.22 ,,,,,,,,,,,,
2014-07-07,80.21 ,1313.00 ,1977.65 ,,-0.27 ,0.24 ,0.36 ,0.82 ,1.08 ,,,110.39 ,107.46 ,107.40 ,106.52 ,107.48 ,4124.45 ,,,,,,,,,,,,
2014-07-08,80.18 ,1323.00 ,1963.71 ,,-0.29 ,0.19 ,0.31 ,0.77 ,1.02 ,,,109.95 ,106.92 ,106.92 ,106.08 ,,4117.00 ,,,,,,,,,,,,
2014-07-09,80.09 ,1322.75 ,1972.83 ,,-0.30 ,0.19 ,0.28 ,0.74 ,0.99 ,,,108.92 ,106.10 ,106.10 ,105.16 ,,4110.93 ,,,,,,,,,,,,
2014-07-10,80.12 ,1340.25 ,1964.68 ,,-0.34 ,0.15 ,0.27 ,0.74 ,1.00 ,,,108.33 ,105.71 ,105.71 ,,,4101.83 ,,,,,,,,,,,,
2014-07-11,80.19 ,1335.00 ,1967.57 ,,-0.34 ,0.09 ,0.25 ,0.70 ,0.97 ,,,108.21 ,105.94 ,105.94 ,104.84 ,,4147.02 ,,,,,,,,,,,,
2014-07-14,80.17 ,1306.00 ,1977.10 ,,-0.31 ,0.15 ,0.28 ,0.74 ,0.99 ,,,106.64 ,104.72 ,104.72 ,103.83 ,,4154.92 ,,,,,,,,,,,,
2014-07-15,80.38 ,1310.00 ,1973.28 ,,-0.26 ,0.19 ,0.31 ,0.75 ,1.01 ,,,106.64 ,104.70 ,104.70 ,103.70 ,,4132.96 ,,,,,,,,,,,,
2014-07-16,80.54 ,1301.00 ,1981.57 ,,-0.24 ,0.16 ,0.32 ,0.75 ,1.00 ,,,106.69 ,105.00 ,105.00 ,104.22 ,,4129.41 ,,,,,,,,,,,,
2014-07-17,80.51 ,1302.50 ,1958.12 ,,-0.32 ,0.12 ,0.24 ,0.68 ,0.93 ,,,106.76 ,104.95 ,104.95 ,,104.15 ,4130.25 ,,,,,,,,,,,,
2014-07-18,80.54 ,1307.25 ,1978.22 ,,-0.27 ,0.17 ,0.26 ,0.70 ,0.95 ,,,107.60 ,105.65 ,105.65 ,,104.88 ,4163.42 ,,,,,,,,,,,,
2014-07-21,80.56 ,1311.50 ,1973.63 ,,-0.27 ,0.16 ,0.25 ,0.67 ,0.92 ,,,106.49 ,104.65 ,104.65 ,104.78 ,103.90 ,4112.16 ,,,,,,,,,,,,
