"公司名称","报告期","营运资本长期负债率"
"山东如意毛纺服装集团股份有限公司",2016-03-31,-0.233078154780148
"山东如意毛纺服装集团股份有限公司",2016-06-30,-0.208407322178915
"山东如意毛纺服装集团股份有限公司",2016-09-30,0.264356023070727
"山东如意毛纺服装集团股份有限公司",2016-12-31,0.331020781145855
"山东如意毛纺服装集团股份有限公司",2017-03-31,0.329778379988639
"山东如意科技集团有限公司",2016-03-31,2.26312024142537
"山东如意科技集团有限公司",2016-06-30,2.15872400253041
"山东如意科技集团有限公司",2016-09-30,5.82316609266337
"山东如意科技集团有限公司",2016-12-31,2.59441732961608
"山东如意科技集团有限公司",2017-03-31,2.03132687401926
