"公司名称","报告期","权益乘数"
"山东如意毛纺服装集团股份有限公司",2016-03-31,2.7075322178647
"山东如意毛纺服装集团股份有限公司",2016-06-30,2.75727870320642
"山东如意毛纺服装集团股份有限公司",2016-09-30,1.70792476399908
"山东如意毛纺服装集团股份有限公司",2016-12-31,1.78103412266734
"山东如意毛纺服装集团股份有限公司",2017-03-31,1.71426567831491
"山东如意科技集团有限公司",2016-03-31,3.04617709939297
"山东如意科技集团有限公司",2016-06-30,2.96093419991585
"山东如意科技集团有限公司",2016-09-30,3.57400091939393
"山东如意科技集团有限公司",2016-12-31,2.85525254531532
"山东如意科技集团有限公司",2017-03-31,2.7586690350757
