"公司名称","报告期","总资产融资性负债率"
"山东如意毛纺服装集团股份有限公司",2016-03-31,0.333817209795341
"山东如意毛纺服装集团股份有限公司",2016-06-30,0.317413601207758
"山东如意毛纺服装集团股份有限公司",2016-09-30,0.206862655511146
"山东如意毛纺服装集团股份有限公司",2016-12-31,0.220543541252676
"山东如意毛纺服装集团股份有限公司",2017-03-31,0.231141080989123
"山东如意科技集团有限公司",2016-03-31,0.419621583316615
"山东如意科技集团有限公司",2016-06-30,0.409663579948379
"山东如意科技集团有限公司",2016-09-30,0.436336640234274
"山东如意科技集团有限公司",2016-12-31,0.406869776169545
"山东如意科技集团有限公司",2017-03-31,0.420196964904756
