"公司名称","报告期","总资产的长期应收款占比"
"山东如意毛纺服装集团股份有限公司",2016-03-31,0
"山东如意毛纺服装集团股份有限公司",2016-06-30,0
"山东如意毛纺服装集团股份有限公司",2016-09-30,0
"山东如意毛纺服装集团股份有限公司",2016-12-31,0
"山东如意毛纺服装集团股份有限公司",2017-03-31,0
"山东如意科技集团有限公司",2016-03-31,0
"山东如意科技集团有限公司",2016-06-30,0
"山东如意科技集团有限公司",2016-09-30,0
"山东如意科技集团有限公司",2016-12-31,0.00507424533957039
"山东如意科技集团有限公司",2017-03-31,0.00283204098331793
