"公司名称","报告期","总负债的流动负债率"
"山东如意毛纺服装集团股份有限公司",2016-03-31,0.95432488548099
"山东如意毛纺服装集团股份有限公司",2016-06-30,0.960503114842182
"山东如意毛纺服装集团股份有限公司",2016-09-30,0.77363290355504
"山东如意毛纺服装集团股份有限公司",2016-12-31,0.776904202667004
"山东如意毛纺服装集团股份有限公司",2017-03-31,0.758068766101164
"山东如意科技集团有限公司",2016-03-31,0.580442824956081
"山东如意科技集团有限公司",2016-06-30,0.584698713277663
"山东如意科技集团有限公司",2016-09-30,0.592401137361643
"山东如意科技集团有限公司",2016-12-31,0.580253958403713
"山东如意科技集团有限公司",2017-03-31,0.538359212184995
