"公司名称","报告期","控制性投资扩张系数-K6"
"山东如意毛纺服装集团股份有限公司",2016-03-31,0.539016241400567
"山东如意毛纺服装集团股份有限公司",2016-06-30,0.574040495653372
"山东如意毛纺服装集团股份有限公司",2016-09-30,1.42290542850066
"山东如意毛纺服装集团股份有限公司",2016-12-31,1.48186130483399
"山东如意毛纺服装集团股份有限公司",2017-03-31,1.28601456647027
"山东如意科技集团有限公司",2016-03-31,2.15451309475003
"山东如意科技集团有限公司",2016-06-30,2.15038418822337
"山东如意科技集团有限公司",2016-09-30,2.29440363667383
"山东如意科技集团有限公司",2016-12-31,3.10966124589839
"山东如意科技集团有限公司",2017-03-31,2.97236688038615
