"公司名称","报告期","资产负债率"
"山东如意毛纺服装集团股份有限公司",2016-03-31,0.630659981291505
"山东如意毛纺服装集团股份有限公司",2016-06-30,0.637323568764701
"山东如意毛纺服装集团股份有限公司",2016-09-30,0.41449411526857
"山东如意毛纺服装集团股份有限公司",2016-12-31,0.438528444080362
"山东如意毛纺服装集团股份有限公司",2017-03-31,0.416659848791362
"山东如意科技集团有限公司",2016-03-31,0.671719677690678
"山东如意科技集团有限公司",2016-06-30,0.662268752872515
"山东如意科技集团有限公司",2016-09-30,0.720201526929216
"山东如意科技集团有限公司",2016-12-31,0.64976828349537
"山东如意科技集团有限公司",2017-03-31,0.637506352779082
