指标名称,市场价:顺丁橡胶(BR9000):全国,市场价(平均价):氯丁橡胶(M-40):华东地区,经销价:丁苯橡胶(齐鲁1502):中石化华北,市场价(平均价):丁基橡胶(268):华东地区,市场价(平均价):丁基橡胶(268):华北地区,(停止)出厂价:丁腈橡胶(2907):兰州石化,进口数量:天然橡胶:当月值,进口数量:合成橡胶:当月值,现货价:天然橡胶(国产5号标胶):国内,出厂价:丁二烯:中石化华东,出厂价:丁二烯:中石化华南,进口平均单价:氯丁二烯橡胶胶乳:当月值,市场价:苯乙烯(一级品):全国,产量:乙烯:当月值,出厂价:异丁烯:滨州裕华,价格指数:机械设备:传动带,价格指数:机械设备:输送带,进口数量:其他硫化橡胶制的传动带及带料(40103900):当月值,出口数量:其他硫化橡胶制的传动带及带料(40103900):当月值,价格指数:电工电气:高压绝缘材料,产量:金属硅:全国:累计值,产量:轮胎:当月值,产量:汽车:当月值,产量:新能源汽车:当月值,申万行业指数:橡胶,工业增加值:橡胶和塑料制品业:当月同比,橡胶和塑料制品业:营业收入:累计值,出口交货值:橡胶和塑料制品业:当月值,进口数量:硫化橡胶制避孕套(40141000):当月值,出口数量:硫化橡胶制避孕套(40141000):当月同比,进口数量:加强或只与金属合制的硫化橡胶管(40092100):当月值,出口数量:加强或只与金属合制的硫化橡胶管(40092100):当月值
2014-04-30,11561.30 ,,12500.00 ,,,,25.36 ,13.65 ,,8700.00 ,8500.00 ,2904.52 ,11571.30 ,134.23 ,14300.00 ,,,262.38 ,2731.54 ,,442355.00 ,8716.54 ,220.55 ,,2874.36 ,9.10 ,,335.00 ,347.98 ,54.50 ,1425.05 ,6338.17 
2014-05-01,,,,,,,,,14957.00 ,,,,,,14300.00 ,,,,,,,,,,,,,,,,,
2014-05-02,,,,,,,,,,,,,,,14300.00 ,103.75 ,96.75 ,,,105.79 ,,,,,,,,,,,,
2014-05-04,,47000.00 ,12500.00 ,31100.00 ,31300.00 ,,,,,8700.00 ,8500.00 ,,,,,,,,,,,,,,,,,,,,,
2014-05-05,,,12700.00 ,,,,,,,8700.00 ,8500.00 ,,,,14300.00 ,,,,,,,,,,2896.94 ,,,,,,,
2014-05-06,,,12700.00 ,,,,,,,8700.00 ,8500.00 ,,,,14300.00 ,,,,,,,,,,2914.37 ,,,,,,,
2014-05-07,,,12700.00 ,,,,,,,8700.00 ,8500.00 ,,,,14300.00 ,,,,,,,,,,2896.91 ,,,,,,,
2014-05-08,,,12700.00 ,,,,,,,8700.00 ,8500.00 ,,,,14300.00 ,,,,,,,,,,2895.95 ,,,,,,,
2014-05-09,,,12700.00 ,,,,,,,8700.00 ,8500.00 ,,,,14300.00 ,,,,,,,,,,2856.74 ,,,,,,,
2014-05-10,11842.00 ,,,,,,,,,,,,11625.00 ,,,,,,,,,,,,,,,,,,,
2014-05-11,,47000.00 ,,31100.00 ,31300.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-12,,,12700.00 ,,,,,,,8700.00 ,8700.00 ,,,,14300.00 ,,,,,,,,,,2924.61 ,,,,,,,
2014-05-13,,,12700.00 ,,,,,,,8700.00 ,8700.00 ,,,,14300.00 ,,,,,,,,,,2926.05 ,,,,,,,
2014-05-14,,,12700.00 ,,,,,,,8700.00 ,8700.00 ,,,,14300.00 ,,,,,,,,,,2913.07 ,,,,,,,
2014-05-15,,47000.00 ,12700.00 ,31100.00 ,31300.00 ,,,,15168.00 ,8700.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2857.90 ,,,,,,,
2014-05-16,,47000.00 ,12700.00 ,31100.00 ,31300.00 ,,,,,8700.00 ,8700.00 ,,,,14000.00 ,103.75 ,96.75 ,,,103.19 ,,,,,2867.84 ,,,,,,,
2014-05-17,,,,,,,,,,,,,,,14000.00 ,,,,,,,,,,,,,,,,,
2014-05-18,,47000.00 ,,31100.00 ,31300.00 ,,,,,,,,,,14000.00 ,,,,,,,,,,,,,,,,,
2014-05-19,,,12700.00 ,,,,,,,8700.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2836.07 ,,,,,,,
2014-05-20,11707.10 ,47000.00 ,12700.00 ,31100.00 ,31300.00 ,,,,,8700.00 ,8700.00 ,,11600.70 ,,14000.00 ,,,,,,,,,,2832.48 ,,,,,,,
2014-05-21,,47000.00 ,12700.00 ,31100.00 ,31300.00 ,,,,,8700.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2867.89 ,,,,,,,
2014-05-22,,47000.00 ,12700.00 ,31100.00 ,31300.00 ,,,,,8700.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2875.66 ,,,,,,,
2014-05-23,,47000.00 ,12700.00 ,31100.00 ,31300.00 ,,,,,,,,,,14000.00 ,103.75 ,96.75 ,,,105.76 ,,,,,2897.68 ,,,,,,,
2014-05-25,,47000.00 ,,31100.00 ,31300.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-26,,,12700.00 ,,,,,,,8700.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2936.85 ,,,,,,,
2014-05-27,,47000.00 ,12700.00 ,31100.00 ,31300.00 ,,,,,8700.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2899.61 ,,,,,,,
2014-05-28,,47000.00 ,12700.00 ,31050.00 ,31300.00 ,,,,,8700.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2934.87 ,,,,,,,
2014-05-29,,47000.00 ,12700.00 ,31033.33 ,31300.00 ,,,,,8800.00 ,8700.00 ,,,,14000.00 ,,,,,,,,,,2893.64 ,,,,,,,
2014-05-30,,47000.00 ,12700.00 ,31025.00 ,31300.00 ,,,,,8800.00 ,8800.00 ,,,,14000.00 ,103.75 ,96.75 ,,,101.85 ,,,,,2900.20 ,,,,,,,
2014-05-31,11830.00 ,,,,,,19.22 ,12.26 ,,,,2809.82 ,11376.90 ,139.95 ,,,,267.96 ,2876.05 ,,580470.00 ,9666.81 ,212.34 ,,,8.70 ,,338.40 ,361.01 ,22.00 ,1143.14 ,5894.87 
2014-06-01,,47000.00 ,,31020.00 ,31300.00 ,,,,14900.00 ,,,,,,,,,,,,,,,,,,,,,,,
2014-06-02,,,,,,,,,,,,,,,14000.00 ,,,,,,,,,,,,,,,,,
2014-06-03,,,12700.00 ,,,,,,,9000.00 ,9000.00 ,,,,14000.00 ,,,,,,,,,,2891.09 ,,,,,,,
2014-06-04,,47000.00 ,12700.00 ,31000.00 ,31300.00 ,,,,,9000.00 ,9000.00 ,,,,14000.00 ,,,,,,,,,,2881.90 ,,,,,,,
2014-06-05,,47000.00 ,12700.00 ,31000.00 ,31300.00 ,,,,,9000.00 ,9000.00 ,,,,15500.00 ,,,,,,,,,,2905.86 ,,,,,,,
2014-06-06,,47000.00 ,12700.00 ,31000.00 ,31300.00 ,,,,,9000.00 ,9000.00 ,,,,15500.00 ,103.75 ,96.75 ,,,104.47 ,,,,,2911.50 ,,,,,,,
2014-06-08,,47000.00 ,,31000.00 ,31300.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-09,,,12700.00 ,,,,,,,9000.00 ,9000.00 ,,,,15500.00 ,,,,,,,,,,2926.41 ,,,,,,,
2014-06-10,12160.00 ,47000.00 ,12700.00 ,31000.00 ,31300.00 ,,,,,9300.00 ,9000.00 ,,11293.30 ,,15500.00 ,,,,,,,,,,2945.43 ,,,,,,,
2014-06-11,,47000.00 ,12700.00 ,31000.00 ,31300.00 ,,,,,9300.00 ,9300.00 ,,,,15500.00 ,,,,,,,,,,2938.46 ,,,,,,,
2014-06-12,,47000.00 ,12700.00 ,31000.00 ,31300.00 ,,,,,9300.00 ,9300.00 ,,,,15500.00 ,,,,,,,,,,2938.03 ,,,,,,,
2014-06-13,,47000.00 ,12700.00 ,31000.00 ,31300.00 ,,,,,9300.00 ,9300.00 ,,,,15500.00 ,103.75 ,96.75 ,,,103.66 ,,,,,2951.20 ,,,,,,,
2014-06-15,,47000.00 ,,31000.00 ,31300.00 ,,,,15214.00 ,,,,,,,,,,,,,,,,,,,,,,,
2014-06-16,,,12700.00 ,,,,,,,,,,,,15500.00 ,,,,,,,,,,2948.85 ,,,,,,,
2014-06-17,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9300.00 ,9300.00 ,,,,15500.00 ,,,,,,,,,,2911.01 ,,,,,,,
2014-06-18,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9300.00 ,9300.00 ,,,,15500.00 ,,,,,,,,,,2923.49 ,,,,,,,
2014-06-19,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9300.00 ,9300.00 ,,,,15500.00 ,,,,,,,,,,2827.72 ,,,,,,,
2014-06-20,12090.00 ,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9300.00 ,9300.00 ,,11355.00 ,,15500.00 ,103.75 ,96.75 ,,,105.28 ,,,,,2851.73 ,,,,,,,
2014-06-22,,47000.00 ,,30800.00 ,31000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-23,,,12700.00 ,,,,,,,9600.00 ,9600.00 ,,,,15500.00 ,,,,,,,,,,2880.58 ,,,,,,,
2014-06-24,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9600.00 ,9600.00 ,,,,15500.00 ,,,,,,,,,,2898.73 ,,,,,,,
2014-06-25,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9600.00 ,9600.00 ,,,,15500.00 ,,,,,,,,,,2892.69 ,,,,,,,
2014-06-26,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9800.00 ,9600.00 ,,,,15500.00 ,,,,,,,,,,2931.58 ,,,,,,,
2014-06-27,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9800.00 ,9600.00 ,,,,15500.00 ,106.50 ,101.48 ,,,104.60 ,,,,,2960.58 ,,,,,,,
2014-06-29,,47000.00 ,,30800.00 ,31000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,12220.00 ,,12700.00 ,,,,16.96 ,10.85 ,,9800.00 ,9800.00 ,2669.99 ,11590.00 ,140.59 ,15500.00 ,,,294.20 ,2813.74 ,,745025.00 ,9567.06 ,203.39 ,,3011.06 ,8.50 ,,342.60 ,235.84 ,37.60 ,836.77 ,5956.88 
2014-07-01,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,14931.00 ,9800.00 ,9800.00 ,,,,15500.00 ,,,,,,,,,,3018.21 ,,,,,,,
2014-07-02,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9800.00 ,9800.00 ,,,,15500.00 ,,,,,,,,,,3019.78 ,,,,,,,
2014-07-03,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9800.00 ,9800.00 ,,,,15500.00 ,,,,,,,,,,3057.70 ,,,,,,,
2014-07-04,,47000.00 ,12700.00 ,30800.00 ,31000.00 ,,,,,9800.00 ,9800.00 ,,,,15500.00 ,105.63 ,101.48 ,,,104.62 ,,,,,3063.22 ,,,,,,,
2014-07-06,,47000.00 ,,30800.00 ,31000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-07,,,13000.00 ,,,,,,,10000.00 ,10000.00 ,,,,15500.00 ,,,,,,,,,,3066.72 ,,,,,,,
2014-07-08,,47000.00 ,13000.00 ,,,,,,,10000.00 ,10000.00 ,,,,15500.00 ,,,,,,,,,,3117.60 ,,,,,,,
2014-07-09,,47000.00 ,13000.00 ,30800.00 ,31000.00 ,,,,,10000.00 ,10000.00 ,,,,15500.00 ,,,,,,,,,,3047.77 ,,,,,,,
2014-07-10,12558.80 ,47000.00 ,13000.00 ,30800.00 ,31000.00 ,,,,,10000.00 ,10000.00 ,,11643.80 ,,15500.00 ,,,,,,,,,,3065.58 ,,,,,,,
2014-07-11,,47000.00 ,13000.00 ,30800.00 ,31000.00 ,,,,,10000.00 ,10000.00 ,,,,15500.00 ,105.63 ,101.48 ,,,104.87 ,,,,,3115.58 ,,,,,,,
2014-07-12,,,,,,,,,,10000.00 ,10000.00 ,,,,,,,,,,,,,,,,,,,,,
2014-07-13,,47000.00 ,,30800.00 ,31000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-14,,,13200.00 ,,,,,,,10000.00 ,10000.00 ,,,,,,,,,,,,,,3172.96 ,,,,,,,
2014-07-15,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,15014.00 ,10500.00 ,10500.00 ,,,,,,,,,,,,,,3162.88 ,,,,,,,
2014-07-16,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,,10500.00 ,10500.00 ,,,,,,,,,,,,,,3145.08 ,,,,,,,
2014-07-17,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,,10500.00 ,10500.00 ,,,,,,,,,,,,,,3154.18 ,,,,,,,
2014-07-18,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,,10500.00 ,10500.00 ,,,,,105.63 ,101.48 ,,,104.62 ,,,,,3144.28 ,,,,,,,
2014-07-20,12811.70 ,47000.00 ,,30800.00 ,31000.00 ,,,,,,,,11599.20 ,,,,,,,,,,,,,,,,,,,
2014-07-21,,,13200.00 ,,,,,,,11000.00 ,11000.00 ,,,,,,,,,,,,,,3138.06 ,,,,,,,
2014-07-22,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,,11000.00 ,11000.00 ,,,,,,,,,,,,,,3156.89 ,,,,,,,
2014-07-23,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,,11000.00 ,11000.00 ,,,,,,,,,,,,,,3122.91 ,,,,,,,
2014-07-24,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,,11000.00 ,11000.00 ,,,,,,,,,,,,,,3083.83 ,,,,,,,
2014-07-25,,47000.00 ,13200.00 ,30800.00 ,31000.00 ,,,,,11500.00 ,11500.00 ,,,,,105.63 ,101.48 ,,,102.73 ,,,,,3098.69 ,,,,,,,
2014-07-27,,47000.00 ,,30800.00 ,31000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-28,,,13200.00 ,,,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3157.58 ,,,,,,,
2014-07-29,,47000.00 ,13200.00 ,32000.00 ,32000.00 ,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3186.60 ,,,,,,,
2014-07-30,,47000.00 ,13200.00 ,32000.00 ,32000.00 ,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3200.58 ,,,,,,,
2014-07-31,13658.90 ,47000.00 ,13200.00 ,31666.67 ,32000.00 ,,15.77 ,12.02 ,,11500.00 ,11500.00 ,2741.36 ,11678.30 ,149.27 ,,,,310.55 ,2943.56 ,,940980.00 ,9430.91 ,185.48 ,,3203.48 ,9.90 ,,324.60 ,227.54 ,21.40 ,717.33 ,6274.67 
2014-08-01,,47000.00 ,13200.00 ,31500.00 ,32000.00 ,,,,14884.00 ,11500.00 ,11500.00 ,,,,,105.63 ,101.48 ,,,102.73 ,,,,,3180.38 ,,,,,,,
2014-08-03,,47000.00 ,,31400.00 ,32000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04,,,13200.00 ,,,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3216.52 ,,,,,,,
2014-08-05,,47000.00 ,13200.00 ,31000.00 ,32000.00 ,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3235.67 ,,,,,,,
2014-08-06,,47000.00 ,13200.00 ,31000.00 ,32000.00 ,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3246.06 ,,,,,,,
2014-08-07,,47000.00 ,13200.00 ,31000.00 ,32000.00 ,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3222.20 ,,,,,,,
2014-08-08,,47000.00 ,13200.00 ,31000.00 ,32000.00 ,,,,,11500.00 ,11500.00 ,,,,,103.40 ,101.48 ,,,103.35 ,,,,,3295.70 ,,,,,,,
2014-08-10,14308.30 ,47000.00 ,,31000.00 ,32000.00 ,,,,,,,,11549.20 ,,,,,,,,,,,,,,,,,,,
2014-08-11,,,13200.00 ,,,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3349.97 ,,,,,,,
2014-08-12,,47000.00 ,13200.00 ,31000.00 ,32000.00 ,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3391.03 ,,,,,,,
2014-08-13,,47000.00 ,13200.00 ,31000.00 ,31500.00 ,,,,,11500.00 ,11500.00 ,,,,,,,,,,,,,,3392.09 ,,,,,,,
2014-08-14,,47000.00 ,13000.00 ,31000.00 ,31333.33 ,,,,,11200.00 ,11200.00 ,,,,,,,,,,,,,,3430.64 ,,,,,,,
2014-08-15,,47000.00 ,13000.00 ,31000.00 ,31250.00 ,,,,14529.00 ,11200.00 ,11200.00 ,,,,,103.40 ,101.48 ,,,102.50 ,,,,,3477.54 ,,,,,,,
2014-08-17,,47000.00 ,,30960.00 ,31140.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,,,13000.00 ,,,,,,,11200.00 ,11200.00 ,,,,,,,,,,,,,,3516.30 ,,,,,,,
2014-08-19,,47000.00 ,12700.00 ,30800.00 ,30700.00 ,,,,,11200.00 ,11200.00 ,,,,,,,,,,,,,,3521.25 ,,,,,,,
2014-08-20,14098.80 ,47000.00 ,12700.00 ,30800.00 ,30700.00 ,,,,,11200.00 ,11200.00 ,,11394.40 ,,,,,,,,,,,,3508.70 ,,,,,,,
2014-08-21,,47000.00 ,12700.00 ,30800.00 ,30700.00 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3509.20 ,,,,,,,
2014-08-22,,47000.00 ,12700.00 ,30800.00 ,30700.00 ,,,,,10800.00 ,10800.00 ,,,,,103.40 ,101.48 ,,,106.44 ,,,,,3521.90 ,,,,,,,
2014-08-24,,47000.00 ,,30800.00 ,30700.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,,,12700.00 ,,,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3492.67 ,,,,,,,
2014-08-26,,47000.00 ,12400.00 ,30800.00 ,30700.00 ,,,,,10300.00 ,10800.00 ,,,,,,,,,,,,,,3423.51 ,,,,,,,
2014-08-27,,47000.00 ,12400.00 ,30800.00 ,30700.00 ,,,,,10300.00 ,10800.00 ,,,,,,,,,,,,,,3435.53 ,,,,,,,
2014-08-28,,47000.00 ,12400.00 ,30800.00 ,30700.00 ,,,,,10300.00 ,10800.00 ,,,,,,,,,,,,,,3406.19 ,,,,,,,
2014-08-29,,47000.00 ,12400.00 ,30800.00 ,30700.00 ,,,,,10300.00 ,10800.00 ,,,,,103.40 ,101.48 ,,,99.63 ,,,,,3433.39 ,,,,,,,
2014-08-31,13885.70 ,47000.00 ,,30800.00 ,30700.00 ,,16.16 ,11.84 ,,,,3235.17 ,11118.60 ,146.76 ,,,,224.61 ,3108.44 ,,1146217.00 ,9438.64 ,184.54 ,,,7.00 ,,328.80 ,221.69 ,53.70 ,702.58 ,6741.70 
2014-09-01,,,12400.00 ,,,,,,13992.00 ,10300.00 ,10500.00 ,,,,,,,,,,,,,,3507.59 ,,,,,,,
2014-09-02,,47000.00 ,12400.00 ,30800.00 ,30700.00 ,,,,,10300.00 ,10500.00 ,,,,,,,,,,,,,,3557.82 ,,,,,,,
2014-09-03,,47000.00 ,12400.00 ,30750.00 ,30650.00 ,,,,,10300.00 ,10500.00 ,,,,,,,,,,,,,,3598.09 ,,,,,,,
2014-09-04,,47000.00 ,12400.00 ,30733.33 ,30633.33 ,,,,,10300.00 ,10500.00 ,,,,,,,,,,,,,,3604.47 ,,,,,,,
2014-09-05,,46250.00 ,12400.00 ,30725.00 ,30625.00 ,,,,,10300.00 ,10500.00 ,,,,,103.40 ,101.48 ,,,104.34 ,,,,,3598.59 ,,,,,,,
2014-09-06,,,,,,,,,,10300.00 ,10500.00 ,,,,,,,,,,,,,,,,,,,,,
2014-09-07,,45800.00 ,,30720.00 ,30620.00 ,,,,,10300.00 ,10500.00 ,,,,,,,,,,,,,,,,,,,,,
2014-09-08,,,,,,,,,,10300.00 ,10500.00 ,,,,,,,,,,,,,,,,,,,,,
2014-09-09,,,12400.00 ,,,,,,,10300.00 ,10500.00 ,,,,,,,,,,,,,,3649.78 ,,,,,,,
2014-09-10,13860.00 ,44000.00 ,12100.00 ,30700.00 ,30600.00 ,,,,,10300.00 ,10500.00 ,,10703.60 ,,,,,,,,,,,,3662.83 ,,,,,,,
2014-09-11,,44000.00 ,12100.00 ,30700.00 ,30600.00 ,,,,,10300.00 ,10800.00 ,,,,,,,,,,,,,,3719.62 ,,,,,,,
2014-09-12,,44000.00 ,12100.00 ,30700.00 ,30600.00 ,,,,,10300.00 ,10800.00 ,,,,,103.40 ,101.48 ,,,104.34 ,,,,,3769.27 ,,,,,,,
2014-09-14,,44000.00 ,,30700.00 ,30600.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,,,12100.00 ,,,,,,13630.00 ,10800.00 ,10800.00 ,,,,,,,,,,,,,,3782.49 ,,,,,,,
2014-09-16,,44000.00 ,12100.00 ,30700.00 ,30600.00 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3647.01 ,,,,,,,
2014-09-17,,44000.00 ,12100.00 ,30300.00 ,30200.00 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3693.79 ,,,,,,,
2014-09-18,,44000.00 ,12100.00 ,30166.67 ,30066.67 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3726.41 ,,,,,,,
2014-09-19,,44000.00 ,12100.00 ,30100.00 ,30000.00 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3781.28 ,,,,,,,
2014-09-20,13917.10 ,,,,,,,,,,,,10871.40 ,,,,,,,,,,,,,,,,,,,
2014-09-21,,44000.00 ,,30060.00 ,29960.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,,,12100.00 ,,,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3726.55 ,,,,,,,
2014-09-23,,44000.00 ,12100.00 ,29900.00 ,29800.00 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3802.28 ,,,,,,,
2014-09-24,,44000.00 ,11800.00 ,29900.00 ,29800.00 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3864.32 ,,,,,,,
2014-09-25,,44000.00 ,11800.00 ,29900.00 ,29800.00 ,,,,,10800.00 ,10800.00 ,,,,,,,,,,,,,,3829.97 ,,,,,,,
2014-09-26,,44000.00 ,11800.00 ,29800.00 ,29800.00 ,,,,,10800.00 ,10500.00 ,,,,,,,,,,,,,,3887.03 ,,,,,,,
2014-09-28,,43666.67 ,,29700.00 ,29800.00 ,,,,,10800.00 ,10500.00 ,,,,,,,,,,,,,,,,,,,,,
2014-09-29,,,11800.00 ,,,,,,,10500.00 ,10500.00 ,,,,,,,,,,,,,,3932.18 ,,,,,,,
2014-09-30,14060.00 ,43000.00 ,11800.00 ,29500.00 ,29800.00 ,,19.08 ,12.83 ,,10500.00 ,10500.00 ,3407.97 ,11075.00 ,149.98 ,,,,302.46 ,2508.71 ,,1354219.00 ,9589.85 ,214.99 ,,3956.48 ,6.20 ,,339.40 ,224.69 ,10.60 ,933.61 ,6441.10 
2014-10-01,,,,,,,,,13700.00 ,,,,,,,,,,,,,,,,,,,,,,,
2014-10-05,,43000.00 ,,29500.00 ,29800.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,,,11800.00 ,,,,,,,10500.00 ,10500.00 ,,,,,,,,,,,,,,4031.64 ,,,,,,,
2014-10-09,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,10500.00 ,10500.00 ,,,,,,,,,,,,,,4070.04 ,,,,,,,
2014-10-10,14060.00 ,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,10500.00 ,10500.00 ,,11118.30 ,,,,,,,,,,,,4060.16 ,,,,,,,
2014-10-11,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,10100.00 ,10100.00 ,,,,,,,,,,,,,,,,,,,,,
2014-10-12,,43000.00 ,,29500.00 ,29800.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,,,11400.00 ,,,,,,,10100.00 ,10100.00 ,,,,,,,,,,,,,,4124.34 ,,,,,,,
2014-10-14,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,10100.00 ,10100.00 ,,,,,,,,,,,,,,4152.72 ,,,,,,,
2014-10-15,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,13963.00 ,9800.00 ,9800.00 ,,,,,,,,,,,,,,4130.78 ,,,,,,,
2014-10-16,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,9800.00 ,9800.00 ,,,,,,,,,,,,,,4013.84 ,,,,,,,
2014-10-17,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,9800.00 ,9800.00 ,,,,,103.40 ,101.48 ,,,100.64 ,,,,,3964.71 ,,,,,,,
2014-10-19,,43000.00 ,,29500.00 ,29800.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,13800.00 ,,11400.00 ,,,,,,,9800.00 ,9800.00 ,,10683.30 ,,,,,,,,,,,,4033.90 ,,,,,,,
2014-10-21,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,9300.00 ,9800.00 ,,,,,,,,,,,,,,4078.79 ,,,,,,,
2014-10-22,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,9300.00 ,9300.00 ,,,,,,,,,,,,,,4055.33 ,,,,,,,
2014-10-23,,43000.00 ,11000.00 ,29500.00 ,29800.00 ,,,,,9300.00 ,9300.00 ,,,,,,,,,,,,,,3944.81 ,,,,,,,
2014-10-24,,,11000.00 ,,,,,,,9300.00 ,9300.00 ,,,,,103.40 ,101.48 ,,,107.18 ,,,,,3976.27 ,,,,,,,
2014-10-26,,43000.00 ,,29500.00 ,29800.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,,,11000.00 ,,,,,,,8600.00 ,8800.00 ,,,,,,,,,,,,,,4000.34 ,,,,,,,
2014-10-28,,43000.00 ,11000.00 ,29500.00 ,29800.00 ,,,,,8600.00 ,8800.00 ,,,,,,,,,,,,,,4099.13 ,,,,,,,
2014-10-29,,43000.00 ,11000.00 ,29500.00 ,29800.00 ,,,,,8600.00 ,8800.00 ,,,,,,,,,,,,,,4142.13 ,,,,,,,
2014-10-30,,43000.00 ,11000.00 ,29500.00 ,29800.00 ,,,,,8600.00 ,8800.00 ,,,,,,,,,,,,,,4198.61 ,,,,,,,
2014-10-31,13478.90 ,43000.00 ,11000.00 ,29500.00 ,29800.00 ,,17.86 ,11.88 ,,8600.00 ,8600.00 ,3133.72 ,10650.00 ,152.00 ,,103.40 ,101.48 ,221.11 ,2196.11 ,107.30 ,1557064.00 ,9562.69 ,219.30 ,,4158.73 ,7.70 ,,326.80 ,225.43 ,-16.20 ,784.87 ,5505.01 
2014-11-01,,,,,,,,,13989.00 ,,,,,,,,,,,,,,,,,,,,,,,
2014-11-02,,43000.00 ,,29500.00 ,29800.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,,,11200.00 ,,,,,,,8600.00 ,8600.00 ,,,,,,,,,,,,,,4218.56 ,,,,,,,
2014-11-04,,43000.00 ,11200.00 ,29500.00 ,29800.00 ,,,,,8600.00 ,8600.00 ,,,,,,,,,,,,,,4197.14 ,,,,,,,
2014-11-05,,43000.00 ,11400.00 ,29500.00 ,29800.00 ,,,,,8600.00 ,8600.00 ,,,,,,,,,,,,,,4202.73 ,,,,,,,
