指标名称,市场价:顺丁橡胶(BR9000):全国,市场价(平均价):氯丁橡胶(M-40):华东地区,经销价:丁苯橡胶(齐鲁1502):中石化华北,市场价(平均价):丁基橡胶(268):华东地区,市场价(平均价):丁基橡胶(268):华北地区,(停止)出厂价:丁腈橡胶(2907):兰州石化,进口数量:天然橡胶:当月值,进口数量:合成橡胶:当月值,现货价:天然橡胶(国产5号标胶):国内,出厂价:丁二烯:中石化华东,出厂价:丁二烯:中石化华南,进口平均单价:氯丁二烯橡胶胶乳:当月值,市场价:苯乙烯(一级品):全国,产量:乙烯:当月值,出厂价:异丁烯:滨州裕华,价格指数:机械设备:传动带,价格指数:机械设备:输送带,进口数量:其他硫化橡胶制的传动带及带料(40103900):当月值,出口数量:其他硫化橡胶制的传动带及带料(40103900):当月值,价格指数:电工电气:高压绝缘材料,产量:金属硅:全国:累计值,产量:轮胎:当月值,产量:汽车:当月值,产量:新能源汽车:当月值,申万行业指数:橡胶,工业增加值:橡胶和塑料制品业:当月同比,橡胶和塑料制品业:营业收入:累计值,出口交货值:橡胶和塑料制品业:当月值,进口数量:硫化橡胶制避孕套(40141000):当月值,出口数量:硫化橡胶制避孕套(40141000):当月同比,进口数量:加强或只与金属合制的硫化橡胶管(40092100):当月值,出口数量:加强或只与金属合制的硫化橡胶管(40092100):当月值
2010-01-01,,,,,,,,,24657.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-01-03,,,,37000.00 ,37000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,,,16400.00 ,,,,,,,,,,,,,,,,,,,,,,3623.79 ,,,,,,,
2010-01-05,,,16400.00 ,,,,,,,,,,,,,,,,,,,,,,3626.94 ,,,,,,,
2010-01-06,,,16400.00 ,,,,,,,,,,,,,,,,,,,,,,3595.31 ,,,,,,,
2010-01-07,,,16400.00 ,,,,,,,,,,,,,,,,,,,,,,3459.06 ,,,,,,,
2010-01-08,,,16700.00 ,,,,,,,,,,,,,,,,,,,,,,3496.45 ,,,,,,,
2010-01-10,,,,44800.00 ,44800.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-11,,,17200.00 ,,,,,,,,,,,,,,,,,,,,,,3478.06 ,,,,,,,
2010-01-12,,,17200.00 ,,,,,,,,,,,,,,,,,,,,,,3577.48 ,,,,,,,
2010-01-13,,,18000.00 ,,,,,,,,,,,,,,,,,,,,,,3510.67 ,,,,,,,
2010-01-14,,,18000.00 ,,,,,,,,,,,,,,,,,,,,,,3613.84 ,,,,,,,
2010-01-15,,,18500.00 ,,,,,,24381.00 ,,,,,,,,,,,,,,,,3615.67 ,,,,,,,
2010-01-17,,,,37000.00 ,37000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-18,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3681.55 ,,,,,,,
2010-01-19,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3662.73 ,,,,,,,
2010-01-20,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3498.93 ,,,,,,,
2010-01-21,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3524.31 ,,,,,,,
2010-01-22,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3434.60 ,,,,,,,
2010-01-24,,,,37000.00 ,37000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3377.88 ,,,,,,,
2010-01-26,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3225.29 ,,,,,,,
2010-01-27,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3205.76 ,,,,,,,
2010-01-28,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3278.39 ,,,,,,,
2010-01-29,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3267.77 ,,,,,,,
2010-01-31,,,,37000.00 ,37000.00 ,,17.00 ,12.71 ,,,,2780.62 ,,94.70 ,,,,193.98 ,1882.42 ,,,5273.10 ,162.49 ,,,,,,159.66 ,-4.62 ,1275.39 ,2965.97 
2010-02-01,,,18500.00 ,,,,,,23738.00 ,,,,,,,,,,,,,,,,3402.69 ,,,,,,,
2010-02-02,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3337.08 ,,,,,,,
2010-02-03,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3317.89 ,,,,,,,
2010-02-04,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3291.10 ,,,,,,,
2010-02-05,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3221.50 ,,,,,,,
2010-02-07,,,,39200.00 ,39200.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3198.75 ,,,,,,,
2010-02-09,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3234.87 ,,,,,,,
2010-02-10,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3272.63 ,,,,,,,
2010-02-11,,,,,,,,,,,,,,,,,,,,,,,,,3274.42 ,,,,,,,
2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,3340.88 ,,,,,,,
2010-02-14,,,,37000.00 ,37000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-15,,,,,,,,,24530.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-02-21,,,18500.00 ,37000.00 ,37000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-22,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3336.09 ,,,,,,,
2010-02-23,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3334.07 ,,,,,,,
2010-02-24,,,18500.00 ,,,,,,,,,,,,,,,,,,,,,,3433.18 ,,,,,,,
2010-02-25,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3516.31 ,,,,,,,
2010-02-26,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3479.56 ,,,,,,,
2010-02-28,,,,39500.00 ,39500.00 ,,13.00 ,11.95 ,,,,3201.59 ,,91.70 ,,,,171.33 ,1391.77 ,,,4582.70 ,122.60 ,,,,,,99.00 ,-12.04 ,1083.86 ,2697.14 
2010-03-01,,,17500.00 ,,,,,,24363.00 ,,,,,,,,,,,,,,,,3519.64 ,,,,,,,
2010-03-02,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3508.64 ,,,,,,,
2010-03-03,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3573.71 ,,,,,,,
2010-03-04,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3457.82 ,,,,,,,
2010-03-05,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3470.68 ,,,,,,,
2010-03-07,,,,41400.00 ,41400.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-08,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3499.55 ,,,,,,,
2010-03-09,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3570.09 ,,,,,,,
2010-03-10,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3487.00 ,,,,,,,
2010-03-11,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3435.14 ,,,,,,,
2010-03-12,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3393.14 ,,,,,,,
2010-03-14,,,,48200.00 ,48200.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-15,,,17500.00 ,,,,,,24839.00 ,,,,,,,,,,,,,,,,3348.78 ,,,,,,,
2010-03-16,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3387.50 ,,,,,,,
2010-03-17,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3470.62 ,,,,,,,
2010-03-18,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3489.41 ,,,,,,,
2010-03-19,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3509.62 ,,,,,,,
2010-03-21,,,,49000.00 ,49000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-22,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3525.59 ,,,,,,,
2010-03-23,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3455.42 ,,,,,,,
2010-03-24,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3458.58 ,,,,,,,
2010-03-25,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3385.12 ,,,,,,,
2010-03-26,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3407.93 ,,,,,,,
2010-03-28,,,,49000.00 ,49000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-29,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3442.16 ,,,,,,,
2010-03-30,,,17000.00 ,,,,,,,,,,,,,,,,,,,,,,3460.41 ,,,,,,,
2010-03-31,,,17000.00 ,,,,19.00 ,18.26 ,,,,2963.89 ,,97.60 ,,,,253.15 ,1330.07 ,,,6548.80 ,174.80 ,,3456.95 ,,,,208.72 ,40.56 ,1861.66 ,3012.81 
2010-04-01,,,17000.00 ,,,,,,25560.00 ,,,,,,,,,,,,,,,,3505.02 ,,,,,,,
2010-04-02,,,17200.00 ,,,,,,,,,,,,,,,,,,,,,,3603.59 ,,,,,,,
2010-04-04,,,,49000.00 ,49000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-06,,,17200.00 ,,,,,,,,,,,,,,,,,,,,,,3601.13 ,,,,,,,
2010-04-07,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3593.63 ,,,,,,,
2010-04-08,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3585.05 ,,,,,,,
2010-04-09,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3612.50 ,,,,,,,
2010-04-11,,,,60000.00 ,60000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-12,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3598.95 ,,,,,,,
2010-04-13,,,17500.00 ,,,,,,,,,,,,,,,,,,,,,,3596.42 ,,,,,,,
2010-04-14,,,18000.00 ,,,,,,,,,,,,,,,,,,,,,,3635.55 ,,,,,,,
2010-04-15,,,18000.00 ,,,,,,25157.00 ,,,,,,,,,,,,,,,,3577.90 ,,,,,,,
2010-04-16,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3616.92 ,,,,,,,
2010-04-18,,,,60000.00 ,60000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-19,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3409.49 ,,,,,,,
2010-04-20,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3397.71 ,,,,,,,
2010-04-21,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3472.14 ,,,,,,,
2010-04-22,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3457.69 ,,,,,,,
2010-04-23,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3402.68 ,,,,,,,
2010-04-25,,,,60000.00 ,60000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-26,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3313.57 ,,,,,,,
2010-04-27,,,17800.00 ,,,,,,,,,,,,,,,,,,,,,,3212.27 ,,,,,,,
2010-04-28,,,17800.00 ,,,,,,,,,,,,,,,,,,,,,,3161.92 ,,,,,,,
2010-04-29,,,17800.00 ,,,,,,,,,,,,,,,,,,,,,,3072.54 ,,,,,,,
2010-04-30,,,17800.00 ,,,,14.00 ,16.22 ,,,,2968.63 ,,108.10 ,,,,266.46 ,2129.55 ,,,7297.70 ,159.80 ,,3084.27 ,,,,155.72 ,-15.91 ,1677.21 ,3232.07 
2010-05-01,,,,,,,,,24275.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-05-02,,,,60000.00 ,60000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-04,,,17800.00 ,,,,,,,,,,,,,,,,,,,,,,3062.74 ,,,,,,,
2010-05-05,,,17300.00 ,,,,,,,,,,,,,,,,,,,,,,3091.86 ,,,,,,,
2010-05-06,,,17300.00 ,,,,,,,,,,,,,,,,,,,,,,2975.97 ,,,,,,,
2010-05-07,,,17300.00 ,,,,,,,,,,,,,,,,,,,,,,2857.70 ,,,,,,,
2010-05-09,,,,60000.00 ,60000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-10,,,16800.00 ,,,,,,,,,,,,,,,,,,,,,,2799.49 ,,,,,,,
2010-05-11,,,16500.00 ,,,,,,,,,,,,,,,,,,,,,,2718.40 ,,,,,,,
2010-05-12,,,16500.00 ,,,,,,,,,,,,,,,,,,,,,,2690.59 ,,,,,,,
2010-05-13,,,16000.00 ,,,,,,,,,,,,,,,,,,,,,,2739.74 ,,,,,,,
2010-05-14,,,16000.00 ,,,,,,,,,,,,,,,,,,,,,,2738.10 ,,,,,,,
2010-05-15,,,,,,,,,23587.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-05-16,,,,64000.00 ,64000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-17,,,16000.00 ,,,,,,,,,,,,,,,,,,,,,,2517.73 ,,,,,,,
2010-05-18,,,16000.00 ,,,,,,,,,,,,,,,,,,,,,,2527.14 ,,,,,,,
2010-05-19,,,16000.00 ,,,,,,,,,,,,,,,,,,,,,,2512.95 ,,,,,,,
2010-05-20,,,15500.00 ,,,,,,,,,,,,,,,,,,,,,,2472.90 ,,,,,,,
2010-05-21,,,15000.00 ,,,,,,,,,,,,,,,,,,,,,,2489.21 ,,,,,,,
2010-05-23,,,,65000.00 ,65000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-24,,,15000.00 ,,,,,,,,,,,,,,,,,,,,,,2590.24 ,,,,,,,
2010-05-25,,,15000.00 ,,,,,,,,,,,,,,,,,,,,,,2620.66 ,,,,,,,
2010-05-26,,,14800.00 ,,,,,,,,,,,,,,,,,,,,,,2625.26 ,,,,,,,
2010-05-27,,,14800.00 ,,,,,,,,,,,,,,,,,,,,,,2648.30 ,,,,,,,
2010-05-28,,,14800.00 ,,,,,,,,,,,,,,,,,,,,,,2662.24 ,,,,,,,
2010-05-30,,,,65000.00 ,65000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,,,14800.00 ,,,,9.00 ,13.48 ,,,,2900.25 ,,106.50 ,,,,257.38 ,1962.06 ,,,7415.90 ,145.80 ,,2563.94 ,,,,187.99 ,20.79 ,1747.23 ,3708.63 
2010-06-01,,,14800.00 ,,,,,,23887.00 ,,,,,,,,,,,,,,,,2701.16 ,,,,,,,
2010-06-02,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2701.45 ,,,,,,,
2010-06-03,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2736.09 ,,,,,,,
2010-06-04,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2738.13 ,,,,,,,
2010-06-06,,,,65000.00 ,65000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-07,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2686.24 ,,,,,,,
2010-06-08,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2717.31 ,,,,,,,
2010-06-09,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2763.62 ,,,,,,,
2010-06-10,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2733.94 ,,,,,,,
2010-06-11,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2715.78 ,,,,,,,
2010-06-13,,,,65000.00 ,65000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-15,,,,,,,,,23753.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-06-17,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2704.54 ,,,,,,,
2010-06-18,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2559.33 ,,,,,,,
2010-06-20,,,,65000.00 ,65000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-21,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2680.73 ,,,,,,,
2010-06-22,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2685.25 ,,,,,,,
2010-06-23,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2642.44 ,,,,,,,
2010-06-24,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2637.77 ,,,,,,,
2010-06-25,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2578.09 ,,,,,,,
2010-06-27,,,,53200.00 ,53200.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-28,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2541.83 ,,,,,,,
2010-06-29,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2363.27 ,,,,,,,
2010-06-30,,,15100.00 ,,,,12.00 ,12.82 ,,,,2840.75 ,,104.10 ,,,,275.54 ,2177.16 ,,,7168.40 ,142.60 ,,2294.82 ,,,,177.70 ,-18.24 ,2182.06 ,3812.91 
2010-07-01,,,15100.00 ,,,,,,23285.00 ,,,,,,,,,,,,,,,,2277.15 ,,,,,,,
2010-07-02,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2273.91 ,,,,,,,
2010-07-04,,,,52000.00 ,52000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-05,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2366.40 ,,,,,,,
2010-07-06,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2488.00 ,,,,,,,
2010-07-07,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2493.41 ,,,,,,,
2010-07-08,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2612.26 ,,,,,,,
2010-07-09,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2745.13 ,,,,,,,
2010-07-11,,,,52000.00 ,52000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-12,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2775.79 ,,,,,,,
2010-07-13,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2726.32 ,,,,,,,
2010-07-14,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2747.36 ,,,,,,,
2010-07-15,,,,,,,,,23552.00 ,,,,,,,,,,,,,,,,2647.68 ,,,,,,,
2010-07-16,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2655.48 ,,,,,,,
2010-07-18,,,,52000.00 ,52000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-19,,,14600.00 ,,,,,,,,,,,,,,,,,,,,,,2711.95 ,,,,,,,
2010-07-20,,,14600.00 ,,,,,,,,,,,,,,,,,,,,,,2777.19 ,,,,,,,
2010-07-21,,,14600.00 ,,,,,,,,,,,,,,,,,,,,,,2769.74 ,,,,,,,
2010-07-22,,,14600.00 ,,,,,,,,,,,,,,,,,,,,,,2935.97 ,,,,,,,
2010-07-23,,,14600.00 ,,,,,,,,,,,,,,,,,,,,,,2929.19 ,,,,,,,
2010-07-25,,,,52000.00 ,52000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,2926.81 ,,,,,,,
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,2908.22 ,,,,,,,
2010-07-28,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2949.69 ,,,,,,,
2010-07-29,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2969.89 ,,,,,,,
2010-07-30,,,15100.00 ,,,,,,,,,,,,,,,,,,,,,,2943.69 ,,,,,,,
2010-07-31,,,,,,,15.00 ,10.29 ,,,,2807.07 ,,116.60 ,,,,298.22 ,2281.12 ,,,6307.60 ,134.20 ,,,,,,237.78 ,24.66 ,1634.66 ,4711.07 
2010-08-01,,,,52000.00 ,50800.00 ,,,,24381.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-08-02,,,15600.00 ,,,,,,,,,,,,,,,,,,,,,,2986.40 ,,,,,,,
2010-08-03,,,15600.00 ,,,,,,,,,,,,,,,,,,,,,,2980.31 ,,,,,,,
2010-08-04,,,16100.00 ,,,,,,,,,,,,,,,,,,,,,,3006.10 ,,,,,,,
2010-08-05,,,16600.00 ,,,,,,,,,,,,,,,,,,,,,,3025.98 ,,,,,,,
2010-08-06,,,16600.00 ,,,,,,,,,,,,,,,,,,,,,,3073.10 ,,,,,,,
2010-08-08,,,,52000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-09,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,3107.66 ,,,,,,,
2010-08-10,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,2955.65 ,,,,,,,
2010-08-11,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,2950.49 ,,,,,,,
2010-08-12,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,2874.24 ,,,,,,,
2010-08-13,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,3017.17 ,,,,,,,
2010-08-15,,,,52000.00 ,50000.00 ,,,,24597.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-08-16,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,3052.25 ,,,,,,,
2010-08-17,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,3093.79 ,,,,,,,
2010-08-18,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,3093.60 ,,,,,,,
2010-08-19,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,3082.28 ,,,,,,,
2010-08-20,,,16900.00 ,,,,,,,,,,,,,,,,,,,,,,2960.76 ,,,,,,,
2010-08-22,,,,52000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,,,17100.00 ,,,,,,,,,,,,,,,,,,,,,,2974.87 ,,,,,,,
2010-08-24,,,17100.00 ,,,,,,,,,,,,,,,,,,,,,,2993.32 ,,,,,,,
2010-08-25,,,17300.00 ,,,,,,,,,,,,,,,,,,,,,,2971.54 ,,,,,,,
2010-08-26,,,17300.00 ,,,,,,,,,,,,,,,,,,,,,,2966.33 ,,,,,,,
2010-08-27,,,17300.00 ,,,,,,,,,,,,,,,,,,,,,,2961.79 ,,,,,,,
2010-08-29,,,,52000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,,,17300.00 ,,,,,,,,,,,,,,,,,,,,,,3071.14 ,,,,,,,
2010-08-31,,,17300.00 ,,,,16.00 ,10.91 ,,,,2820.95 ,,137.50 ,,,,292.50 ,2164.35 ,,,6801.70 ,133.10 ,,3124.86 ,,,,199.96 ,15.07 ,1915.52 ,4116.91 
2010-09-01,,,17300.00 ,,,,,,25305.00 ,,,,,,,,,,,,,,,,3035.48 ,,,,,,,
2010-09-02,,,17800.00 ,,,,,,,,,,,,,,,,,,,,,,3144.12 ,,,,,,,
2010-09-03,,,17800.00 ,,,,,,,,,,,,,,,,,,,,,,3200.99 ,,,,,,,
2010-09-05,,,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-06,,,17800.00 ,,,,,,,,,,,,,,,,,,,,,,3220.85 ,,,,,,,
2010-09-07,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3212.12 ,,,,,,,
2010-09-08,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3227.22 ,,,,,,,
2010-09-09,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3167.58 ,,,,,,,
2010-09-10,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3148.72 ,,,,,,,
2010-09-12,,,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-13,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3189.75 ,,,,,,,
2010-09-14,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3191.07 ,,,,,,,
2010-09-15,,,18300.00 ,,,,,,26031.00 ,,,,,,,,,,,,,,,,3219.92 ,,,,,,,
2010-09-16,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3098.88 ,,,,,,,
2010-09-17,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3099.18 ,,,,,,,
2010-09-19,,,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3005.51 ,,,,,,,
2010-09-21,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3017.61 ,,,,,,,
2010-09-26,,43000.00 ,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3087.28 ,,,,,,,
2010-09-28,,,18300.00 ,,,,,,,,,,,,,,,,,,,,,,3106.84 ,,,,,,,
2010-09-29,,,18600.00 ,,,,,,,,,,,,,,,,,,,,,,3021.76 ,,,,,,,
2010-09-30,,,18600.00 ,,,,19.00 ,11.91 ,,,,2872.89 ,,122.80 ,,,,292.22 ,1997.53 ,,,6818.60 ,163.40 ,,3064.59 ,,,,170.18 ,10.12 ,1859.05 ,4462.75 
2010-10-01,,,,,,,,,28519.00 ,,,,,,,,,,,,,,,,,,,,,,,
2010-10-03,,44600.00 ,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,,,18900.00 ,,,,,,,,,,,,,,,,,,,,,,3151.22 ,,,,,,,
2010-10-09,,,18900.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-10,,45000.00 ,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,,,18900.00 ,,,,,,,,,,,,,,,,,,,,,,3227.42 ,,,,,,,
2010-10-12,,,18900.00 ,,,,,,,,,,,,,,,,,,,,,,3356.63 ,,,,,,,
2010-10-13,,,19700.00 ,,,,,,,,,,,,,,,,,,,,,,3321.06 ,,,,,,,
2010-10-14,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3164.31 ,,,,,,,
2010-10-15,,,20500.00 ,,,,,,30371.00 ,,,,,,,,,,,,,,,,3115.96 ,,,,,,,
2010-10-17,,45800.00 ,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-18,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3062.25 ,,,,,,,
2010-10-19,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3151.58 ,,,,,,,
2010-10-20,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3116.99 ,,,,,,,
2010-10-21,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3193.16 ,,,,,,,
2010-10-22,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3208.97 ,,,,,,,
2010-10-24,,46000.00 ,,50000.00 ,50000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-25,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3241.68 ,,,,,,,
2010-10-26,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3259.23 ,,,,,,,
2010-10-27,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3181.45 ,,,,,,,
2010-10-28,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3120.97 ,,,,,,,
2010-10-29,,,20500.00 ,,,,,,,,,,,,,,,,,,,,,,3165.69 ,,,,,,,
