"公司名称","报告期","总资产融资性负债率"
"广西水利电业集团有限公司",2016-03-31,0.706984779398216
"广西水利电业集团有限公司",2016-06-30,0.700110322163336
"广西水利电业集团有限公司",2016-09-30,0.689653505195303
"广西水利电业集团有限公司",2016-12-31,0.686882787799723
"广西水利电业集团有限公司",2017-03-31,0.671320328904434
