"公司名称","报告期","资产负债率"
"广西水利电业集团有限公司",2016-03-31,0.805169160675638
"广西水利电业集团有限公司",2016-06-30,0.805486304043346
"广西水利电业集团有限公司",2016-09-30,0.797127034545769
"广西水利电业集团有限公司",2016-12-31,0.799943356903985
"广西水利电业集团有限公司",2017-03-31,0.810605347280972
