"公司名称","报告期","长期资本非流动负债率"
"广西水利电业集团有限公司",2016-03-31,0.714049384560501
"广西水利电业集团有限公司",2016-06-30,0.704772834593473
"广西水利电业集团有限公司",2016-09-30,0.688984643040307
"广西水利电业集团有限公司",2016-12-31,0.705452986403932
"广西水利电业集团有限公司",2017-03-31,0.716149202973008
