"公司名称","报告期","有形资产总负债率"
"广西水利电业集团有限公司",2016-03-31,4.96588514971942
"广西水利电业集团有限公司",2016-06-30,4.97922791824704
"广西水利电业集团有限公司",2016-09-30,4.67309546418559
"广西水利电业集团有限公司",2016-12-31,4.78227589808368
"广西水利电业集团有限公司",2017-03-31,5.14424732472144
