"公司名称","报告期","利润总额占比"
"广西水利电业集团有限公司",2016-03-31,0.144790868603749
"广西水利电业集团有限公司",2016-06-30,0.149768362150744
"广西水利电业集团有限公司",2016-09-30,0.208816426073532
"广西水利电业集团有限公司",2016-12-31,0.135958134600166
"广西水利电业集团有限公司",2017-03-31,0.0880222171986052
