"公司名称","报告期","经营性资产核心利润率"
"广西水利电业集团有限公司",2016-03-31,-0.0179392784049731
"广西水利电业集团有限公司",2016-06-30,-0.0153917307980341
"广西水利电业集团有限公司",2016-09-30,-0.0125130446671899
"广西水利电业集团有限公司",2016-12-31,-0.0148180883472927
"广西水利电业集团有限公司",2017-03-31,-0.0165842619373806
