"公司名称","报告期","控制性投资扩张系数-K6"
"广西水利电业集团有限公司",2016-03-31,0.28335628069671
"广西水利电业集团有限公司",2016-06-30,0.29356875147833
"广西水利电业集团有限公司",2016-09-30,0.309814599860194
"广西水利电业集团有限公司",2016-12-31,0.282943922458961
"广西水利电业集团有限公司",2017-03-31,0.281827753457622
