"公司名称","报告期","所有者权益总负债率"
"广西水利电业集团有限公司",2016-03-31,4.13265766070617
"广西水利电业集团有限公司",2016-06-30,4.1410261631286
"广西水利电业集团有限公司",2016-09-30,3.92919299405423
"广西水利电业集团有限公司",2016-12-31,3.99858432354112
"广西水利电业集团有限公司",2017-03-31,4.27998011371276
