"公司名称","报告期","权益乘数"
"广西水利电业集团有限公司",2016-03-31,5.13265766070617
"广西水利电业集团有限公司",2016-06-30,5.1410261631286
"广西水利电业集团有限公司",2016-09-30,4.92919299405423
"广西水利电业集团有限公司",2016-12-31,4.99858432354112
"广西水利电业集团有限公司",2017-03-31,5.27998011371276
