"公司名称","报告期","营业收入毛利润率"
"中国供销集团有限公司",2016-03-31,0.0435641072357355
"中国供销集团有限公司",2016-06-30,0.0432152006432619
"中国供销集团有限公司",2016-09-30,0.046648935990024
"中国供销集团有限公司",2016-12-31,0.0473883574902257
"中国供销集团有限公司",2017-03-31,0.0476650711974544
