"公司名称","报告期","长期资本非流动负债率"
"中国供销集团有限公司",2016-03-31,0.517730052502511
"中国供销集团有限公司",2016-06-30,0.532729270327695
"中国供销集团有限公司",2016-09-30,0.526582135869061
"中国供销集团有限公司",2016-12-31,0.529294022782214
"中国供销集团有限公司",2017-03-31,0.548371393750158
