"公司名称","报告期","权益乘数"
"中国供销集团有限公司",2016-03-31,6.52523775369376
"中国供销集团有限公司",2016-06-30,6.28305665584395
"中国供销集团有限公司",2016-09-30,5.69759611637277
"中国供销集团有限公司",2016-12-31,5.93051576281885
"中国供销集团有限公司",2017-03-31,6.16765996920115
