"公司名称","报告期","资产负债率"
"中国供销集团有限公司",2016-03-31,0.846748879083536
"中国供销集团有限公司",2016-06-30,0.840841798064977
"中国供销集团有限公司",2016-09-30,0.824487383876444
"中国供销集团有限公司",2016-12-31,0.831380601621623
"中国供销集团有限公司",2017-03-31,0.837863954077624
