"公司名称","报告期","营运资本长期负债率"
"中国供销集团有限公司",2016-03-31,4.84608873170631
"中国供销集团有限公司",2016-06-30,4.5162896115392
"中国供销集团有限公司",2016-09-30,2.8758720443971
"中国供销集团有限公司",2016-12-31,3.10552068021328
"中国供销集团有限公司",2017-03-31,3.99438556811664
