"公司名称","报告期","所有者权益总负债率"
"中国供销集团有限公司",2016-03-31,5.52523775369376
"中国供销集团有限公司",2016-06-30,5.28305665584395
"中国供销集团有限公司",2016-09-30,4.69759611637277
"中国供销集团有限公司",2016-12-31,4.93051576281885
"中国供销集团有限公司",2017-03-31,5.16765996920115
