"公司名称","报告期","存货周转率2"
"中国供销集团有限公司",2016-03-31,4.24621440568105
"中国供销集团有限公司",2016-06-30,4.39044570630017
"中国供销集团有限公司",2016-09-30,4.60193569432425
"中国供销集团有限公司",2016-12-31,4.63997591944392
"中国供销集团有限公司",2017-03-31,4.69683412542911
