"公司名称","报告期","归属母公司股东的净利润占比","净利润占比"
"中国供销集团有限公司",2016-03-31,0.537147552806168,0.56553077020074
"中国供销集团有限公司",2016-06-30,0.567053662486604,0.578038655029956
"中国供销集团有限公司",2016-09-30,0.587192494842,0.565015808780334
"中国供销集团有限公司",2016-12-31,0.533019888362983,0.484298131973241
"中国供销集团有限公司",2017-03-31,0.552827999591754,0.476534511950688
