"公司名称","报告期","总资产的资产减值损失率"
"中国供销集团有限公司",2016-03-31,0.00537565825972958
"中国供销集团有限公司",2016-06-30,0.00447401100901173
"中国供销集团有限公司",2016-09-30,0.00379830896331019
"中国供销集团有限公司",2016-12-31,0.0114611288447944
"中国供销集团有限公司",2017-03-31,0.0110909042487739
