"公司名称","报告期","有形资产总负债率"
"中国供销集团有限公司",2016-03-31,6.56031967995892
"中国供销集团有限公司",2016-06-30,6.36508449505226
"中国供销集团有限公司",2016-09-30,5.51435304472518
"中国供销集团有限公司",2016-12-31,5.92768561470495
"中国供销集团有限公司",2017-03-31,6.10311406935206
