指标名称,36城市服务价格:有线电视收费:有线电视收费,出口数量:彩色电视机(包括整套散件):当月值,出口金额:彩色电视机(包括整套散件):当月值,申万行业指数:有线电视网络,申万行业指数:广播电影电视,Wind行业指数:有线和卫星电视,耐用品采购订单指数:电视机:环比,价格:液晶显示器面板:21.5寸:LED:FHD,价格:液晶电视面板:32寸:Open Cell:WXGA,"平均价:液晶电视面板:50""W 1920x1080 50/60Hz Open-Cell","平均价:液晶电视面板:32""W 1366x768 50/60Hz Open-Cell","零售均价:液晶电视:32"" LED","零售均价:液晶电视:55"" LED",产量:彩色电视机:累计值,销量:彩色电视机:累计值,出货量:液晶电视面板:当月值,出货量:大尺寸面板:液晶电视:当月值,出口数量:电视机(包括整套散件):当月值,进口数量:电视显像管:当月值,进口数量:彩色显像管:当月值,进口数量:二极管及类似半导体器件:当月值,进口数量:集成电路:当月值,进口平均单价:电视、收音机及无线电讯设备的零附件:当月值,进口平均单价:电容器:当月值,进口平均单价:电阻器:当月值,创维数码:销量:电视机:当月值
2011-02-28,19.61 ,342.00 ,75861.70 ,2784.65 ,2020.92 ,3581.14 ,-19.60 ,,,,,,,,,15.80 ,,344.00 ,18.00 ,18.00 ,19102.00 ,13049.00 ,86954.60 ,88779.19 ,100018.85 ,276.00 
2011-03-01,,,,2806.88 ,2029.37 ,3605.36 ,,,,,,,,,,,,,,,,,,,,
2011-03-02,,,,2775.83 ,2018.05 ,3570.17 ,,,,,,,,,,,,,,,,,,,,
2011-03-03,,,,2787.04 ,1991.83 ,3531.93 ,,,,,,,,,,,,,,,,,,,,
2011-03-04,,,,2829.47 ,2016.62 ,3598.08 ,,,,,,,,,,,,,,,,,,,,
2011-03-07,,,,2839.00 ,2025.80 ,3632.76 ,,79.00 ,,,,,,,,,,,,,,,,,,
2011-03-08,,,,2844.01 ,2026.46 ,3652.87 ,,,,,,,,,,,,,,,,,,,,
2011-03-09,,,,2854.09 ,2024.68 ,3639.14 ,,,,,,,,,,,,,,,,,,,,
2011-03-10,,,,2813.42 ,2036.05 ,3571.58 ,,,,,,,,,,,,,,,,,,,,
2011-03-11,,,,2812.79 ,2039.00 ,3554.15 ,,,,,,,,,,,,,,,,,,,,
2011-03-14,,,,2830.13 ,2021.28 ,3568.07 ,,,,,,,,,,,,,,,,,,,,
2011-03-15,,,,2761.67 ,1975.28 ,3456.67 ,,,,,,,,,,,,,,,,,,,,
2011-03-16,,,,2790.75 ,1990.81 ,3539.05 ,,,,,,,,,,,,,,,,,,,,
2011-03-17,,,,2724.92 ,1966.19 ,3504.72 ,,,,,,,,,,,,,,,,,,,,
2011-03-18,,,,2766.40 ,1969.36 ,3495.27 ,,,,,,,,,,,,,,,,,,,,
2011-03-19,,,,,,,,79.00 ,,,,,,,,,,,,,,,,,,
2011-03-21,,,,2796.74 ,1959.44 ,3479.85 ,,,,,,,,,,,,,,,,,,,,
2011-03-22,,,,2817.94 ,1962.90 ,3500.98 ,,,,,,,,,,,,,,,,,,,,
2011-03-23,,,,2933.34 ,1995.66 ,3607.83 ,,,,,,,,,,,,,,,,,,,,
2011-03-24,,,,2975.33 ,1991.65 ,3615.38 ,,,,,,,,,,,,,,,,,,,,
2011-03-25,,,,2993.43 ,1993.98 ,3652.65 ,,,,,,,,,,,,,,,,,,,,
2011-03-28,,,,2988.35 ,1983.68 ,3667.48 ,,,,,,,,,,,,,,,,,,,,
2011-03-29,,,,2920.36 ,1966.25 ,3587.42 ,,,,,,,,,,,,,,,,,,,,
2011-03-30,,,,2877.45 ,1947.94 ,3533.56 ,,,,,,,,,,,,,,,,,,,,
2011-03-31,19.61 ,488.00 ,106317.40 ,2899.66 ,1938.48 ,3512.08 ,6.00 ,,,,,,,2273.30 ,2441.20 ,18.20 ,,490.00 ,28.00 ,28.00 ,28539.00 ,19501.00 ,89903.81 ,89100.01 ,102780.16 ,547.00 
2011-04-01,,,,2881.11 ,1954.24 ,3532.23 ,,,,,,,,,,,,,,,,,,,,
2011-04-06,,,,2830.46 ,1941.19 ,3510.07 ,,,,,,,,,,,,,,,,,,,,
2011-04-07,,,,2869.61 ,1957.52 ,3566.98 ,,79.00 ,,,,,,,,,,,,,,,,,,
2011-04-08,,,,2893.04 ,1979.54 ,3597.84 ,,,,,,,,,,,,,,,,,,,,
2011-04-11,,,,2853.39 ,1959.76 ,3543.61 ,,,,,,,,,,,,,,,,,,,,
2011-04-12,,,,2867.62 ,1968.92 ,3661.26 ,,,,,,,,,,,,,,,,,,,,
2011-04-13,,,,2941.92 ,1990.29 ,3694.49 ,,,,,,,,,,,,,,,,,,,,
2011-04-14,,,,2971.78 ,1981.75 ,3698.35 ,,,,,,,,,,,,,,,,,,,,
2011-04-15,,,,3002.41 ,1986.40 ,3728.43 ,,,,,,,,,,,,,,,,,,,,
2011-04-18,,,,2994.79 ,1984.48 ,3773.89 ,,,,,,,,,,,,,,,,,,,,
2011-04-19,,,,2933.51 ,1970.62 ,3693.98 ,,,,,,,,,,,,,,,,,,,,
2011-04-20,,,,2975.58 ,1980.81 ,3723.08 ,,,,,,,,,,,,,,,,,,,,
2011-04-21,,,,2977.59 ,2000.33 ,3735.63 ,,80.00 ,,,,,,,,,,,,,,,,,,
2011-04-22,,,,2974.83 ,1984.32 ,3765.20 ,,,,,,,,,,,,,,,,,,,,
2011-04-25,,,,2900.60 ,1959.61 ,3618.18 ,,,,,,,,,,,,,,,,,,,,
2011-04-26,,,,2868.18 ,1919.68 ,3565.95 ,,,,,,,,,,,,,,,,,,,,
2011-04-27,,,,2863.26 ,1905.34 ,3515.31 ,,,,,,,,,,,,,,,,,,,,
2011-04-28,,,,2802.87 ,1875.44 ,3417.77 ,,,,,,,,,,,,,,,,,,,,
2011-04-29,,,,2857.65 ,1889.49 ,3483.38 ,,,,,,,,,,,,,,,,,,,,
2011-04-30,19.61 ,447.00 ,93352.80 ,,,,9.00 ,,,,,,,,,17.50 ,,449.00 ,26.00 ,26.00 ,28671.00 ,18617.00 ,93169.51 ,87716.68 ,101543.83 ,748.00 
2011-05-03,,,,2941.16 ,1901.98 ,3538.62 ,,,,,,,,,,,,,,,,,,,,
2011-05-04,,,,2880.13 ,1878.02 ,3422.66 ,,,,,,,,,,,,,,,,,,,,
2011-05-05,,,,2911.65 ,1905.72 ,3449.18 ,,,,,,,,,,,,,,,,,,,,
2011-05-06,,,,2875.08 ,1904.83 ,3440.17 ,,80.00 ,,,,,,,,,,,,,,,,,,
2011-05-09,,,,2976.62 ,1932.40 ,3499.50 ,,,,,,,,,,,,,,,,,,,,
2011-05-10,,,,2965.88 ,1930.48 ,3518.60 ,,,,,,,,,,,,,,,,,,,,
2011-05-11,,,,3002.52 ,1926.74 ,3554.01 ,,,,,,,,,,,,,,,,,,,,
2011-05-12,,,,2979.34 ,1904.77 ,3484.30 ,,,,,,,,,,,,,,,,,,,,
2011-05-13,,,,2986.00 ,1913.48 ,3518.79 ,,,,,,,,,,,,,,,,,,,,
2011-05-16,,,,3060.82 ,1921.87 ,3563.50 ,,,,,,,,,,,,,,,,,,,,
2011-05-17,,,,3029.39 ,1916.24 ,3528.44 ,,,,,,,,,,,,,,,,,,,,
2011-05-18,,,,2975.95 ,1918.77 ,3537.15 ,,,,,,,,,,,,,,,,,,,,
2011-05-19,,,,2945.86 ,1914.03 ,3474.76 ,,,,,,,,,,,,,,,,,,,,
2011-05-20,,,,2946.24 ,1903.00 ,3477.58 ,,81.00 ,,,,,,,,,,,,,,,,,,
2011-05-23,,,,2838.42 ,1855.49 ,3349.56 ,,,,,,,,,,,,,,,,,,,,
2011-05-24,,,,2758.31 ,1868.20 ,3294.34 ,,,,,,,,,,,,,,,,,,,,
2011-05-25,,,,2699.26 ,1845.95 ,3218.67 ,,,,,,,,,,,,,,,,,,,,
2011-05-26,,,,2699.03 ,1847.27 ,3193.26 ,,,,,,,,,,,,,,,,,,,,
2011-05-27,,,,2638.62 ,1836.81 ,3165.83 ,,,,,,,,,,,,,,,,,,,,
2011-05-30,,,,2522.43 ,1837.70 ,3091.01 ,,,,,,,,,,,,,,,,,,,,
2011-05-31,19.61 ,520.00 ,105769.50 ,2579.92 ,1853.37 ,3162.46 ,-6.20 ,,,,,,,,,17.70 ,,523.00 ,29.00 ,29.00 ,28631.00 ,18827.00 ,88545.11 ,89360.71 ,103436.36 ,501.00 
2011-06-01,,,,2595.92 ,1849.08 ,3181.85 ,,,,,,,,,,,,,,,,,,,,
2011-06-02,,,,2491.71 ,1819.40 ,3077.51 ,,,,,,,,,,,,,,,,,,,,
2011-06-03,,,,2547.16 ,1835.02 ,3128.31 ,,81.00 ,,,,,,,,,,,,,,,,,,
2011-06-07,,,,2568.02 ,1835.33 ,3124.61 ,,,,,,,,,,,,,,,,,,,,
2011-06-08,,,,2580.08 ,1837.65 ,3153.22 ,,,,,,,,,,,,,,,,,,,,
2011-06-09,,,,2507.72 ,1845.09 ,3050.36 ,,,,,,,,,,,,,,,,,,,,
2011-06-10,,,,2494.58 ,1846.12 ,3027.44 ,,,,,,,,,,,,,,,,,,,,
2011-06-13,,,,2498.70 ,1840.45 ,3012.65 ,,,,,,,,,,,,,,,,,,,,
2011-06-14,,,,2528.98 ,1853.63 ,3061.72 ,,,,,,,,,,,,,,,,,,,,
2011-06-15,,,,2522.59 ,1841.82 ,3066.60 ,,,,,,,,,,,,,,,,,,,,
2011-06-16,,,,2479.68 ,1816.96 ,3032.23 ,,,,,,,,,,,,,,,,,,,,
2011-06-17,,,,2440.00 ,1805.56 ,2973.80 ,,,,,,,,,,,,,,,,,,,,
2011-06-20,,,,2390.75 ,1804.46 ,2897.50 ,,,,,,,,,,,,,,,,,,,,
2011-06-21,,,,2402.74 ,1814.42 ,2921.97 ,,81.00 ,,,,,,,,,,,,,,,,,,
2011-06-22,,,,2426.19 ,1810.18 ,2930.59 ,,,,,,,,,,,,,,,,,,,,
2011-06-23,,,,2444.59 ,1823.92 ,2970.76 ,,,,,,,,,,,,,,,,,,,,
2011-06-24,,,,2485.68 ,1842.82 ,3037.08 ,,,,,,,,,,,,,,,,,,,,
2011-06-27,,,,2522.82 ,1844.84 ,3091.02 ,,,,,,,,,,,,,,,,,,,,
2011-06-28,,,,2492.58 ,1831.79 ,3075.35 ,,,,,,,,,,,,,,,,,,,,
2011-06-29,,,,2451.23 ,1819.51 ,3016.62 ,,,,,,,,,,,,,,,,,,,,
2011-06-30,19.61 ,548.00 ,112735.10 ,2507.63 ,1833.22 ,3082.99 ,-6.80 ,,,,,,,5028.40 ,5106.60 ,18.00 ,,552.00 ,30.00 ,29.00 ,27425.00 ,17961.00 ,86445.01 ,88196.28 ,104781.39 ,459.00 
2011-07-01,,,,2511.64 ,1835.23 ,3128.43 ,,,,,,,,,,,,,,,,,,,,
2011-07-04,,,,2576.34 ,1859.52 ,3300.56 ,,,,,,,,,,,,,,,,,,,,
2011-07-05,,,,2603.55 ,1863.39 ,3318.75 ,,81.00 ,,,,,,,,,,,,,,,,,,
2011-07-06,,,,2624.75 ,1927.83 ,3323.01 ,,,,,,,,,,,,,,,,,,,,
2011-07-07,,,,2622.93 ,1985.26 ,3311.57 ,,,,,,,,,,,,,,,,,,,,
2011-07-08,,,,2635.27 ,1978.35 ,3329.10 ,,,,,,,,,,,,,,,,,,,,
2011-07-11,,,,2636.89 ,1965.03 ,3323.19 ,,,,,,,,,,,,,,,,,,,,
2011-07-12,,,,2609.28 ,1947.70 ,3292.93 ,,,,,,,,,,,,,,,,,,,,
2011-07-13,,,,2649.40 ,1967.17 ,3351.10 ,,,,,,,,,,,,,,,,,,,,
2011-07-14,,,,2676.32 ,1991.97 ,3353.91 ,,,,,,,,,,,,,,,,,,,,
2011-07-15,,,,2698.17 ,2054.42 ,3353.76 ,,,,,,,,,,,,,,,,,,,,
2011-07-18,,,,2680.35 ,2048.39 ,3341.86 ,,,,,,,,,,,,,,,,,,,,
2011-07-19,,,,2689.43 ,2002.12 ,3293.27 ,,,,,,,,,,,,,,,,,,,,
2011-07-20,,,,2712.90 ,2009.62 ,3313.72 ,,81.00 ,,,,,,,,,,,,,,,,,,
2011-07-21,,,,2688.15 ,1982.32 ,3297.73 ,,,,,,,,,,,,,,,,,,,,
2011-07-22,,,,2656.64 ,1972.55 ,3262.01 ,,,,,,,,,,,,,,,,,,,,
2011-07-25,,,,2527.55 ,1897.85 ,3094.02 ,,,,,,,,,,,,,,,,,,,,
2011-07-26,,,,2513.41 ,1909.27 ,3123.77 ,,,,,,,,,,,,,,,,,,,,
2011-07-27,,,,2559.13 ,1923.08 ,3162.39 ,,,,,,,,,,,,,,,,,,,,
2011-07-28,,,,2541.43 ,1906.40 ,3132.81 ,,,,,,,,,,,,,,,,,,,,
2011-07-29,,,,2499.54 ,1897.93 ,3107.08 ,,,,,,,,,,,,,,,,,,,,
2011-07-31,19.89 ,537.00 ,111952.80 ,,,,5.70 ,,,,,,,,,17.10 ,,540.00 ,22.00 ,20.00 ,26674.00 ,17958.00 ,91482.66 ,90695.50 ,110081.05 ,812.00 
2011-08-01,,,,2524.35 ,1924.41 ,3132.54 ,,,,,,,,,,,,,,,,,,,,
2011-08-02,,,,2473.37 ,1921.58 ,3078.87 ,,,,,,,,,,,,,,,,,,,,
2011-08-03,,,,2478.69 ,1930.66 ,3077.53 ,,,,,,,,,,,,,,,,,,,,
2011-08-04,,,,2492.07 ,1940.81 ,3092.48 ,,,,,,,,,,,,,,,,,,,,
2011-08-05,,,,2462.45 ,1903.14 ,3048.64 ,,81.00 ,,,,,,,,,,,,,,,,,,
2011-08-08,,,,2283.84 ,1814.16 ,2842.78 ,,,,,,,,,,,,,,,,,,,,
2011-08-09,,,,2280.91 ,1802.38 ,2846.89 ,,,,,,,,,,,,,,,,,,,,
2011-08-10,,,,2342.13 ,1839.92 ,2875.53 ,,,,,,,,,,,,,,,,,,,,
2011-08-11,,,,2362.65 ,1888.71 ,2912.43 ,,,,,,,,,,,,,,,,,,,,
2011-08-12,,,,2407.21 ,1920.52 ,2970.62 ,,,,,,,,,,,,,,,,,,,,
2011-08-15,,,,2430.14 ,1935.13 ,3115.45 ,,,,,,,,,,,,,,,,,,,,
2011-08-16,,,,2446.37 ,1930.54 ,3100.31 ,,,,,,,,,,,,,,,,,,,,
2011-08-17,,,,2426.73 ,1922.19 ,3067.62 ,,,,,,,,,,,,,,,,,,,,
2011-08-18,,,,2384.92 ,1899.73 ,3007.86 ,,,,,,,,,,,,,,,,,,,,
2011-08-19,,,,2377.02 ,1896.26 ,2973.92 ,,,,,,,,,,,,,,,,,,,,
2011-08-20,,,,,,,,80.00 ,,,,,,,,,,,,,,,,,,
2011-08-22,,,,2361.22 ,1882.96 ,2989.77 ,,,,,,,,,,,,,,,,,,,,
2011-08-23,,,,2421.61 ,1928.29 ,3066.42 ,,,,,,,,,,,,,,,,,,,,
2011-08-24,,,,2484.95 ,1918.76 ,3090.78 ,,,,,,,,,,,,,,,,,,,,
2011-08-25,,,,2503.91 ,1951.98 ,3155.75 ,,,,,,,,,,,,,,,,,,,,
2011-08-26,,,,2512.08 ,1980.93 ,3165.80 ,,,,,,,,,,,,,,,,,,,,
2011-08-29,,,,2519.68 ,1997.85 ,3150.85 ,,,,,,,,,,,,,,,,,,,,
2011-08-30,,,,2454.83 ,1968.01 ,3088.27 ,,,,,,,,,,,,,,,,,,,,
2011-08-31,19.89 ,625.00 ,131487.60 ,2470.59 ,1925.40 ,3081.13 ,3.10 ,,,,,,,,,17.70 ,,627.00 ,20.00 ,18.00 ,28500.00 ,19136.00 ,89390.39 ,94773.45 ,114090.80 ,820.00 
2011-09-01,,,,2465.86 ,1905.61 ,3074.95 ,,,,,,,,,,,,,,,,,,,,
2011-09-02,,,,2443.15 ,1885.86 ,3047.60 ,,,,,,,,,,,,,,,,,,,,
2011-09-05,,,,2333.68 ,1855.47 ,2953.16 ,,80.00 ,,,,,,,,,,,,,,,,,,
2011-09-06,,,,2327.76 ,1852.04 ,2957.63 ,,,,,,,,,,,,,,,,,,,,
2011-09-07,,,,2370.46 ,1877.65 ,3035.59 ,,,,,,,,,,,,,,,,,,,,
2011-09-08,,,,2332.27 ,1830.27 ,2991.84 ,,,,,,,,,,,,,,,,,,,,
2011-09-09,,,,2308.22 ,1815.90 ,2958.75 ,,,,,,,,,,,,,,,,,,,,
2011-09-13,,,,2296.04 ,1789.25 ,2918.81 ,,,,,,,,,,,,,,,,,,,,
2011-09-14,,,,2288.63 ,1806.26 ,2936.76 ,,,,,,,,,,,,,,,,,,,,
2011-09-15,,,,2294.57 ,1797.16 ,2936.29 ,,,,,,,,,,,,,,,,,,,,
2011-09-16,,,,2331.97 ,1795.55 ,2952.71 ,,,,,,,,,,,,,,,,,,,,
2011-09-19,,,,2303.23 ,1750.40 ,2904.65 ,,,,,,,,,,,,,,,,,,,,
2011-09-20,,,,2301.06 ,1754.73 ,2906.63 ,,79.00 ,,,,,,,,,,,,,,,,,,
2011-09-21,,,,2368.61 ,1813.24 ,2991.72 ,,,,,,,,,,,,,,,,,,,,
2011-09-22,,,,2280.06 ,1772.48 ,2890.65 ,,,,,,,,,,,,,,,,,,,,
2011-09-23,,,,2283.69 ,1770.88 ,2873.22 ,,,,,,,,,,,,,,,,,,,,
2011-09-26,,,,2263.10 ,1738.75 ,2819.27 ,,,,,,,,,,,,,,,,,,,,
2011-09-27,,,,2299.49 ,1759.34 ,2844.39 ,,,,,,,,,,,,,,,,,,,,
2011-09-28,,,,2243.72 ,1725.93 ,2802.68 ,,,,,,,,,,,,,,,,,,,,
2011-09-29,,,,2223.52 ,1674.40 ,2768.41 ,,,,,,,,,,,,,,,,,,,,
2011-09-30,19.89 ,703.00 ,143084.10 ,2170.59 ,1686.49 ,2734.10 ,15.70 ,,,,,,,8484.90 ,8444.80 ,18.50 ,,706.00 ,21.00 ,18.00 ,26703.00 ,18730.00 ,84320.68 ,97566.39 ,111828.33 ,1031.00 
2011-10-05,,,,,,,,79.00 ,,,,,,,,,,,,,,,,,,
2011-10-10,,,,2195.75 ,1700.32 ,2737.01 ,,,,,,,,,,,,,,,,,,,,
2011-10-11,,,,2202.75 ,1704.81 ,2713.72 ,,,,,,,,,,,,,,,,,,,,
2011-10-12,,,,2285.07 ,1790.86 ,2814.47 ,,,,,,,,,,,,,,,,,,,,
2011-10-13,,,,2353.05 ,1838.26 ,2866.71 ,,,,,,,,,,,,,,,,,,,,
2011-10-14,,,,2351.13 ,1827.59 ,2839.45 ,,,,,,,,,,,,,,,,,,,,
2011-10-17,,,,2362.58 ,1815.62 ,2881.08 ,,,,,,,,,,,,,,,,,,,,
2011-10-18,,,,2284.84 ,1795.27 ,2766.24 ,,,,,,,,,,,,,,,,,,,,
2011-10-19,,,,2328.54 ,1803.77 ,2790.82 ,,,,,,,,,,,,,,,,,,,,
2011-10-20,,,,2282.16 ,1746.05 ,2699.66 ,,78.00 ,,,,,,,,,,,,,,,,,,
2011-10-21,,,,2215.16 ,1668.04 ,2645.34 ,,,,,,,,,,,,,,,,,,,,
2011-10-24,,,,2329.70 ,1739.11 ,2762.50 ,,,,,,,,,,,,,,,,,,,,
2011-10-25,,,,2404.33 ,1817.03 ,2869.86 ,,,,,,,,,,,,,,,,,,,,
2011-10-26,,,,2560.75 ,1901.39 ,3023.78 ,,,,,,,,,,,,,,,,,,,,
2011-10-27,,,,2485.50 ,1884.75 ,2941.00 ,,,,,,,,,,,,,,,,,,,,
2011-10-28,,,,2539.96 ,1962.29 ,3012.93 ,,,,,,,,,,,,,,,,,,,,
2011-10-31,19.89 ,700.00 ,144884.80 ,2590.18 ,2010.11 ,3068.84 ,2.10 ,,,,,,,,,18.90 ,,702.00 ,18.00 ,18.00 ,24065.00 ,16845.00 ,92825.03 ,96319.25 ,112555.23 ,772.00 
2011-11-01,,,,2564.00 ,1985.45 ,3063.01 ,,,,,,,,,,,,,,,,,,,,
2011-11-02,,,,2717.51 ,2107.62 ,3232.99 ,,,,,,,,,,,,,,,,,,,,
2011-11-03,,,,2691.02 ,2084.54 ,3154.81 ,,,,,,,,,,,,,,,,,,,,
2011-11-04,,,,2668.36 ,2046.57 ,3155.08 ,,,,,,,,,,,,,,,,,,,,
2011-11-05,,,,,,,,78.00 ,,,,,,,,,,,,,,,,,,
2011-11-07,,,,2667.30 ,2059.74 ,3136.63 ,,,,,,,,,,,,,,,,,,,,
2011-11-08,,,,2611.99 ,2016.97 ,3097.62 ,,,,,,,,,,,,,,,,,,,,
2011-11-09,,,,2705.40 ,2152.79 ,3203.96 ,,,,,,,,,,,,,,,,,,,,
2011-11-10,,,,2665.19 ,2042.02 ,3153.09 ,,,,,,,,,,,,,,,,,,,,
2011-11-11,,,,2684.09 ,2060.67 ,3172.36 ,,,,,,,,,,,,,,,,,,,,
2011-11-14,,,,2720.04 ,2099.25 ,3243.64 ,,,,,,,,,,,,,,,,,,,,
2011-11-15,,,,2730.00 ,2145.79 ,3260.05 ,,,,,,,,,,,,,,,,,,,,
2011-11-16,,,,2627.46 ,2079.83 ,3113.92 ,,,,,,,,,,,,,,,,,,,,
2011-11-17,,,,2628.16 ,2071.20 ,3099.80 ,,,,,,,,,,,,,,,,,,,,
2011-11-18,,,,2543.64 ,1989.74 ,2983.14 ,,,,,,,,,,,,,,,,,,,,
2011-11-20,,,,,,,,78.00 ,,,,,,,,,,,,,,,,,,
2011-11-21,,,,2578.66 ,2000.42 ,3002.63 ,,,,,,,,,,,,,,,,,,,,
2011-11-22,,,,2582.41 ,2013.24 ,3005.70 ,,,,,,,,,,,,,,,,,,,,
2011-11-23,,,,2586.92 ,2057.64 ,2999.87 ,,,,,,,,,,,,,,,,,,,,
2011-11-24,,,,2590.09 ,2070.10 ,3017.31 ,,,,,,,,,,,,,,,,,,,,
2011-11-25,,,,2620.84 ,2127.19 ,2998.43 ,,,,,,,,,,,,,,,,,,,,
2011-11-28,,,,2638.79 ,2128.53 ,2985.59 ,,,,,,,,,,,,,,,,,,,,
2011-11-29,,,,2655.48 ,2109.36 ,3046.14 ,,,,,,,,,,,,,,,,,,,,
2011-11-30,19.89 ,653.00 ,135312.40 ,2519.07 ,1976.54 ,2859.13 ,-3.00 ,,,,,,,,,19.80 ,,655.00 ,11.00 ,11.00 ,25650.00 ,18069.00 ,85968.73 ,106982.67 ,123433.88 ,854.00 
2011-12-01,,,,2538.00 ,1985.30 ,2904.30 ,,,,,,,,,,,,,,,,,,,,
2011-12-02,,,,2536.44 ,1950.01 ,2856.33 ,,,,,,,,,,,,,,,,,,,,
2011-12-05,,,,2415.43 ,1875.81 ,2748.48 ,,78.00 ,,,,,,,,,,,,,,,,,,
2011-12-06,,,,2450.42 ,1922.31 ,2767.21 ,,,,,,,,,,,,,,,,,,,,
2011-12-07,,,,2447.63 ,1952.87 ,2764.20 ,,,,,,,,,,,,,,,,,,,,
2011-12-08,,,,2515.77 ,2016.21 ,2817.15 ,,,,,,,,,,,,,,,,,,,,
2011-12-09,,,,2473.47 ,1976.54 ,2768.96 ,,,,,,,,,,,,,,,,,,,,
2011-12-12,,,,2434.29 ,1975.62 ,2738.00 ,,,,,,,,,,,,,,,,,,,,
2011-12-13,,,,2424.55 ,1969.52 ,2673.89 ,,,,,,,,,,,,,,,,,,,,
2011-12-14,,,,2332.76 ,1887.08 ,2574.03 ,,,,,,,,,,,,,,,,,,,,
2011-12-15,,,,2297.53 ,1884.02 ,2501.22 ,,,,,,,,,,,,,,,,,,,,
2011-12-16,,,,2375.91 ,1994.20 ,2591.91 ,,,,,,,,,,,,,,,,,,,,
2011-12-19,,,,2438.07 ,2059.88 ,2633.87 ,,,,,,,,,,,,,,,,,,,,
2011-12-20,,,,2390.17 ,1996.99 ,2583.31 ,,78.00 ,,,,,,,,,,,,,,,,,,
2011-12-21,,,,2373.25 ,1971.52 ,2541.75 ,,,,,,,,,,,,,,,,,,,,
2011-12-22,,,,2330.73 ,1991.81 ,2508.88 ,,,,,,,,,,,,,,,,,,,,
2011-12-23,,,,2326.88 ,1986.21 ,2508.82 ,,,,,,,,,,,,,,,,,,,,
2011-12-26,,,,2309.92 ,1962.74 ,2460.07 ,,,,,,,,,,,,,,,,,,,,
2011-12-27,,,,2276.00 ,1892.41 ,2378.17 ,,,,,,,,,,,,,,,,,,,,
2011-12-28,,,,2287.75 ,1913.02 ,2358.38 ,,,,,,,,,,,,,,,,,,,,
2011-12-29,,,,2273.45 ,1893.71 ,2345.18 ,,,,,,,,,,,,,,,,,,,,
2011-12-30,,,,2316.86 ,1913.17 ,2397.02 ,,,,,,,,,,,,,,,,,,,,
2011-12-31,20.03 ,520.00 ,106028.10 ,,,,18.40 ,,,,,,,12436.20 ,12504.20 ,17.00 ,,521.00 ,14.00 ,14.00 ,26888.00 ,17583.00 ,84785.92 ,140580.52 ,119103.42 ,1320.00 
2012-01-04,,,,2301.57 ,1922.02 ,2358.57 ,,,,,,,,,,,,,,,,,,,,
2012-01-05,,,,2229.63 ,1848.35 ,2277.28 ,,78.00 ,,,,,,,,,,,,,,,,,,
2012-01-06,,,,2194.96 ,1853.98 ,2304.34 ,,,,,,,,,,,,,,,,,,,,
2012-01-09,,,,2263.59 ,1915.81 ,2394.70 ,,,,,,,,,,,,,,,,,,,,
2012-01-10,,,,2321.03 ,1993.70 ,2485.41 ,,,,,,,,,,,,,,,,,,,,
2012-01-11,,,,2326.74 ,1974.59 ,2499.46 ,,,,,,,,,,,,,,,,,,,,
2012-01-12,,,,2267.08 ,1942.30 ,2471.06 ,,,,,,,,,,,,,,,,,,,,
2012-01-13,,,,2156.11 ,1841.07 ,2361.57 ,,,,,,,,,,,,,,,,,,,,
2012-01-16,,,,2096.91 ,1769.64 ,2263.09 ,,,,,,,,,,,,,,,,,,,,
2012-01-17,,,,2202.53 ,1826.28 ,2403.29 ,,,,,,,,,,,,,,,,,,,,
2012-01-18,,,,2125.06 ,1699.15 ,2329.88 ,,,,,,,,,,,,,,,,,,,,
2012-01-19,,,,2113.72 ,1645.13 ,2298.24 ,,,,,,,,,,,,,,,,,,,,
2012-01-20,,,,2132.94 ,1655.78 ,2322.61 ,,78.00 ,,,,,,,,,,,,,,,,,,
2012-01-30,,,,2151.42 ,1675.67 ,2311.54 ,,,,,,,,,,,,,,,,,,,,
2012-01-31,22.88 ,442.00 ,82449.40 ,2184.27 ,1680.95 ,2343.20 ,-7.60 ,,,,,,,,,15.20 ,,443.00 ,7.00 ,7.00 ,20272.00 ,13670.00 ,110616.10 ,99824.64 ,112951.82 ,918.00 
2012-02-01,,,,2155.27 ,1660.03 ,2293.67 ,,,,,,,,,,,,,,,,,,,,
2012-02-02,,,,2218.94 ,1695.11 ,2348.85 ,,,,,,,,,,,,,,,,,,,,
2012-02-03,,,,2289.31 ,1721.11 ,2387.74 ,,,,,,,,,,,,,,,,,,,,
2012-02-05,,,,,,,,78.00 ,,,,,,,,,,,,,,,,,,
2012-02-06,,,,2310.59 ,1735.40 ,2388.67 ,,,,,,,,,,,,,,,,,,,,
2012-02-07,,,,2290.04 ,1720.17 ,2347.51 ,,,,,,,,,,,,,,,,,,,,
2012-02-08,,,,2325.41 ,1745.57 ,2405.79 ,,,,,,,,,,,,,,,,,,,,
2012-02-09,,,,2333.98 ,1739.97 ,2415.69 ,,,,,,,,,,,,,,,,,,,,
2012-02-10,,,,2337.79 ,1734.35 ,2435.66 ,,,,,,,,,,,,,,,,,,,,
2012-02-13,,,,2357.11 ,1777.62 ,2459.38 ,,,,,,,,,,,,,,,,,,,,
2012-02-14,,,,2360.74 ,1782.87 ,2442.09 ,,,,,,,,,,,,,,,,,,,,
2012-02-15,,,,2388.10 ,1833.89 ,2489.34 ,,,,,,,,,,,,,,,,,,,,
2012-02-16,,,,2400.40 ,1850.66 ,2505.48 ,,,,,,,,,,,,,,,,,,,,
