"公司名称","报告期","新增存货","存货跌价准备计提系数-K","存货周转率2","新增存货周转率","存货积压系数-K0","存货收益系数-K1","固定资产的存货支持系数-K3","存货修正核心利润现金流保证比率","存货周转率1","存货收益系数-K2"
"江苏宁沪高速公路股份有限公司",2016-03-31,4689753212,0,1.38277534845692,4.30082923487031,1.41872893682812,0.692658202055029,3.17491773320939,1.17529560038082,1.38277534845692,0.484074851859135
"江苏宁沪高速公路股份有限公司",2016-06-30,4320540440,0,1.22537085150084,2.57599016329275,1.27137492662001,0.638357846833053,2.40004680345911,1.81072295436282,1.22537085150084,0.479314070317354
"江苏宁沪高速公路股份有限公司",2016-09-30,4155992569,0,1.1456059334668,2.7250884744363,1.19823421620273,0.617358398752428,2.28499562259559,1.35531408374696,1.1456059334668,0.486196772524511
"江苏宁沪高速公路股份有限公司",2016-12-31,4249592029,0,1.36392240333682,3.2292653785626,1.34002185573867,0.717081438909438,2.54666455615724,1.01856637202521,1.36392240333682,0.582978199392349
"江苏宁沪高速公路股份有限公司",2017-03-31,4214697024,0,1.41438309615282,4.31225873427592,1.34894586924961,0.737126627405128,2.65219173081714,0.914594326598316,1.41438309615282,0.612628691878562
